source,distance (DIFF),type
ICD9 366,0.0,negative
ICD9 366,0.5,negative
ICD9 366,0.8333333333333333,negative
ICD9 366,0.4482758620689655,negative
ICD9 366,1.0,negative
ICD9 366,1.0,negative
ICD9 366,0.42056074766355156,negative
ICD9 366,1.0,negative
ICD9 366,0.3333333333333335,negative
ICD9 366,0.44999999999999996,negative
ICD9 366,0.5454545454545452,negative
ICD9 366,0.6666666666666663,negative
ICD9 366,0.3333333333333335,negative
ICD9 366,1.0,negative
ICD9 366,1.0,negative
ICD9 366,0.714285714285714,negative
ICD9 366,0.33333333333333326,negative
ICD9 366,0.33333333333333326,negative
ICD9 366,0.40000000000000013,negative
ICD9 366,0.5135135135135136,negative
ICD9 366,0.6470588235294115,negative
ICD9 366,0.2857142857142856,negative
ICD9 366,0.4310344827586208,negative
ICD9 366,1.0,negative
ICD9 366,0.6666666666666667,negative
ICD9 366,0.45714285714285685,negative
ICD9 366,0.0,negative
ICD9 366,0.36363636363636354,negative
ICD9 366,0.42222222222222205,negative
ICD9 366,0.533333333333333,negative
ICD9 366,1.0,negative
ICD9 366,0.0,negative
ICD9 366,0.5168539325842698,negative
ICD9 366,0.40217391304347827,negative
ICD9 366,0.5,negative
ICD9 366,1.0,negative
ICD9 366,0.0,negative
ICD9 366,0.8181818181818179,negative
ICD9 366,0.125,negative
ICD9 366,0.5,negative
ICD9 366,0.4285714285714288,negative
ICD9 366,0.3333333333333335,negative
ICD9 366,0.25,negative
ICD9 366,0.59375,negative
ICD9 366,0.7727272727272723,negative
ICD9 366,0.5,negative
ICD9 366,0.43877551020408156,negative
ICD9 366,1.0,negative
ICD9 366,0.0,negative
ICD9 366,0.4473684210526323,negative
ICD9 366,0.375,negative
ICD9 366,0.4391891891891886,negative
ICD9 366,0.4339622641509433,negative
ICD9 366,0.46575342465753433,negative
ICD9 366,0.574074074074074,negative
ICD9 366,0.5454545454545452,negative
ICD9 366,0.5,negative
ICD9 366,0.375,negative
ICD9 366,0.5,negative
ICD9 366,0.35714285714285676,negative
ICD9 366,0.4571428571428571,negative
ICD9 366,0.33333333333333304,negative
ICD9 366,0.3846153846153846,negative
ICD9 366,0.3500000000000001,negative
ICD9 366,0.5497076023391809,negative
ICD9 366,0.5586206896551718,negative
ICD9 366,0.34444444444444455,negative
ICD9 366,0.4299065420560748,negative
ICD9 366,0.4463519313304716,negative
ICD9 366,0.0,negative
ICD9 366,0.0,negative
ICD9 366,0.30000000000000004,negative
ICD9 366,0.6000000000000001,negative
ICD9 366,0.6363636363636365,negative
ICD9 366,0.5,negative
ICD9 366,0.0,negative
ICD9 366,1.0,negative
ICD9 366,0.56,negative
ICD9 366,0.1428571428571428,negative
ICD9 366,0.5737704918032782,negative
ICD9 366,0.3333333333333335,negative
ICD9 366,0.357142857142857,negative
ICD9 366,0.44999999999999996,negative
ICD9 366,0.7272727272727273,negative
ICD9 366,0.37037037037037024,negative
ICD9 366,0.692307692307693,negative
ICD9 366,0.2941176470588238,negative
ICD9 366,0.3333333333333335,negative
ICD9 366,0.43055555555555536,negative
ICD9 366,0.75,negative
ICD9 366,0.31914893617021267,negative
ICD9 366,0.0,negative
ICD9 366,0.40000000000000013,negative
ICD9 366,0.5000000000000002,negative
ICD9 366,0.5999999999999999,negative
ICD9 366,0.0,negative
ICD9 366,0.5,negative
ICD9 366,1.0,negative
ICD9 366,0.5,negative
ICD9 366,0.49206349206349165,negative
ICD9 366,0.46666666666666656,negative
ICD9 366,0.0,negative
ICD9 366,0.5319148936170213,negative
ICD9 366,0.42245989304812825,negative
ICD9 366,0.529411764705882,positive
ICD9 366,0.4909090909090905,positive
ICD9 366,0.4477611940298507,positive
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.15384615384615352,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,1.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.11111111111111116,negative
ICD9 401,0.09090909090909127,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.5,negative
ICD9 401,0.08737864077669866,negative
ICD9 401,1.0,negative
ICD9 401,0.0,negative
ICD9 401,0.25,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.20000000000000007,negative
ICD9 401,0.0,negative
ICD9 401,0.16666666666666652,negative
ICD9 401,0.18181818181818188,negative
ICD9 401,0.050000000000000044,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.33333333333333326,negative
ICD9 401,0.0,negative
ICD9 401,0.5,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.125,negative
ICD9 401,0.08695652173913049,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.08108108108108092,negative
ICD9 401,0.10810810810810811,negative
ICD9 401,0.0724637681159419,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.12173913043478257,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.07352941176470584,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.08695652173913049,negative
ICD9 401,0.06521739130434778,negative
ICD9 401,0.11023622047244097,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.11826821541710664,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.09424083769633484,negative
ICD9 401,0.06410256410256399,negative
ICD9 401,0.07500000000000007,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.06329113924050644,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.08695652173913049,negative
ICD9 401,0.09844559585492219,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.0714285714285714,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.11926605504587151,negative
ICD9 401,0.08108108108108092,negative
ICD9 401,0.05607476635513997,negative
ICD9 401,0.0724637681159419,negative
ICD9 401,0.1541318477251623,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.07352941176470595,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.09210526315789469,negative
ICD9 401,0.0714285714285714,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.058139534883721034,negative
ICD9 401,0.109375,negative
ICD9 401,0.07352941176470595,negative
ICD9 401,0.1341107871720122,negative
ICD9 401,0.0674157303370786,negative
ICD9 401,0.0714285714285714,negative
ICD9 401,0.10810810810810834,negative
ICD9 401,0.07818930041152261,negative
ICD9 401,0.07042253521126762,negative
ICD9 401,0.0807692307692307,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.07272727272727253,negative
ICD9 401,0.0851063829787233,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.054263565891472854,negative
ICD9 401,0.07086614173228334,negative
ICD9 401,0.06818181818181845,negative
ICD9 401,0.10059171597633132,negative
ICD9 401,0.05999999999999994,negative
ICD9 401,0.08024691358024705,negative
ICD9 401,0.09811320754716957,negative
ICD9 401,0.0841121495327104,negative
ICD9 401,0.07142857142857129,negative
ICD9 401,0.08695652173913038,negative
ICD9 401,0.06410256410256399,negative
ICD9 401,0.06944444444444431,negative
ICD9 401,0.1129271916790493,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.07352941176470595,negative
ICD9 401,0.06666666666666665,negative
ICD9 401,0.08695652173913027,negative
ICD9 401,0.08333333333333326,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.06756756756756754,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.07352941176470595,negative
ICD9 401,0.0625,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.07291666666666663,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.06849315068493167,negative
ICD9 401,0.08108108108108114,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.0674157303370786,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.07228915662650603,negative
ICD9 401,0.074626865671642,negative
ICD9 401,0.06578947368421073,negative
ICD9 401,0.05607476635514019,negative
ICD9 401,0.06451612903225801,negative
ICD9 401,0.10480349344978168,negative
ICD9 401,0.09302325581395354,negative
ICD9 401,0.25,negative
ICD9 401,0.36363636363636354,negative
ICD9 401,0.2999999999999998,negative
ICD9 401,0.25,negative
ICD9 401,0.24137931034482762,negative
ICD9 401,0.3571428571428572,negative
ICD9 401,0.33333333333333326,negative
ICD9 401,0.0288461538461538,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.11940298507462699,negative
ICD9 401,0.09302325581395343,negative
ICD9 401,0.1103448275862069,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.05555555555555547,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.23943661971830976,negative
ICD9 401,0.16901408450704225,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.03125,negative
ICD9 401,0.11111111111111105,negative
ICD9 401,0.15463917525773185,negative
ICD9 401,0.1034482758620694,negative
ICD9 401,0.07352941176470584,negative
ICD9 401,0.08333333333333326,negative
ICD9 401,0.06666666666666643,negative
ICD9 401,0.07317073170731703,negative
ICD9 401,0.09999999999999998,negative
ICD9 401,0.07317073170731714,negative
ICD9 401,0.13559322033898313,negative
ICD9 401,0.09523809523809523,negative
ICD9 401,0.05882352941176472,negative
ICD9 401,0.11250000000000004,negative
ICD9 401,0.07142857142857151,negative
ICD9 401,0.12562814070351758,negative
ICD9 401,0.1603773584905661,negative
ICD9 401,0.17391304347826075,negative
ICD9 401,0.16831683168316847,negative
ICD9 401,0.14685314685314688,negative
ICD9 401,0.12984054669703893,negative
ICD9 401,0.1388059701492539,negative
ICD9 401,0.16666666666666652,negative
ICD9 401,0.17000000000000015,negative
ICD9 401,0.13350125944584357,negative
ICD9 401,0.125,negative
ICD9 401,0.1428571428571428,negative
ICD9 401,0.16666666666666674,negative
ICD9 401,0.1245136186770428,negative
ICD9 401,0.1470588235294119,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.12765957446808507,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.26086956521739113,negative
ICD9 401,0.1276595744680855,negative
ICD9 401,0.16363636363636358,negative
ICD9 401,0.16363636363636358,negative
ICD9 401,0.17025862068965503,negative
ICD9 401,0.0,negative
ICD9 401,0.1875,negative
ICD9 401,0.20000000000000007,negative
ICD9 401,0.268041237113402,negative
ICD9 401,0.11888111888111874,negative
ICD9 401,0.07272727272727275,negative
ICD9 401,0.09523809523809534,negative
ICD9 401,0.2073170731707321,negative
ICD9 401,0.13559322033898313,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.08163265306122458,negative
ICD9 401,0.13333333333333353,negative
ICD9 401,0.3333333333333335,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.07692307692307665,negative
ICD9 401,0.11061946902654873,negative
ICD9 401,0.15000000000000013,negative
ICD9 401,0.125,negative
ICD9 401,0.09230769230769231,negative
ICD9 401,0.1298701298701299,negative
ICD9 401,0.17460317460317454,negative
ICD9 401,0.2407407407407407,negative
ICD9 401,0.21153846153846134,negative
ICD9 401,0.20754716981132082,negative
ICD9 401,0.20754716981132082,negative
ICD9 401,0.20833333333333326,negative
ICD9 401,0.2058823529411764,negative
ICD9 401,0.16176470588235292,negative
ICD9 401,0.19354838709677435,negative
ICD9 401,0.15135135135135136,negative
ICD9 401,0.1691542288557213,negative
ICD9 401,0.0,negative
ICD9 401,0.16666666666666674,negative
ICD9 401,0.16666666666666674,negative
ICD9 401,0.0,negative
ICD9 401,0.0909090909090906,negative
ICD9 401,0.14583333333333348,negative
ICD9 401,0.1875,negative
ICD9 401,0.1153846153846152,negative
ICD9 401,0.3333333333333335,negative
ICD9 401,0.125,negative
ICD9 401,0.10344827586206895,negative
ICD9 401,0.0,negative
ICD9 401,0.14285714285714302,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.18518518518518534,negative
ICD9 401,0.10526315789473695,negative
ICD9 401,0.17073170731707354,negative
ICD9 401,0.0,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.0,negative
ICD9 401,0.2131147540983609,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.010416666666666699,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.06629834254143663,negative
ICD9 401,0.06703910614525121,negative
ICD9 401,0.06818181818181823,negative
ICD9 401,0.06741573033707882,negative
ICD9 401,0.05622489959839361,negative
ICD9 401,0.0625,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.125,negative
ICD9 401,0.17391304347826086,negative
ICD9 401,0.19148936170212782,negative
ICD9 401,0.11347517730496448,negative
ICD9 401,0.07333333333333336,negative
ICD9 401,0.11111111111111116,negative
ICD9 401,0.034482758620689724,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.17142857142857149,negative
ICD9 401,0.07692307692307698,negative
ICD9 401,0.0,negative
ICD9 401,0.16666666666666674,negative
ICD9 401,0.25,negative
ICD9 401,0.03448275862068961,negative
ICD9 401,0.08333333333333326,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.25,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.3333333333333335,negative
ICD9 401,0.09090909090909094,negative
ICD9 401,0.09999999999999998,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.19999999999999996,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.25,negative
ICD9 401,0.11111111111111116,negative
ICD9 401,0.09090909090909083,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.22222222222222232,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.19999999999999996,negative
ICD9 401,0.050000000000000044,negative
ICD9 401,0.0843373493975903,negative
ICD9 401,0.1250000000000001,negative
ICD9 401,0.05882352941176472,negative
ICD9 401,0.11428571428571432,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.09999999999999998,negative
ICD9 401,0.11764705882352933,negative
ICD9 401,0.08333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.0625,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.1111111111111111,negative
ICD9 401,0.25,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.28,negative
ICD9 401,0.2424242424242422,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.18181818181818166,negative
ICD9 401,0.25,negative
ICD9 401,0.33333333333333326,negative
ICD9 401,1.0,negative
ICD9 401,0.5,negative
ICD9 401,0.0,negative
ICD9 401,0.06896551724137945,negative
ICD9 401,0.05555555555555558,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.07291666666666663,negative
ICD9 401,0.06451612903225801,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.25,negative
ICD9 401,0.09473684210526323,negative
ICD9 401,0.050000000000000044,negative
ICD9 401,0.06024096385542166,negative
ICD9 401,0.0,negative
ICD9 401,0.14423076923076916,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.08695652173913015,negative
ICD9 401,0.14814814814814792,negative
ICD9 401,0.0,negative
ICD9 401,0.05434782608695654,negative
ICD9 401,0.07272727272727275,negative
ICD9 401,0.08333333333333337,negative
ICD9 401,0.0,negative
ICD9 401,0.125,negative
ICD9 401,0.0,negative
ICD9 401,0.19999999999999996,negative
ICD9 401,0.0,negative
ICD9 401,0.16666666666666674,negative
ICD9 401,0.1428571428571428,negative
ICD9 401,0.18181818181818177,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.08771929824561409,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.1464968152866244,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.16666666666666674,negative
ICD9 401,0.0,negative
ICD9 401,0.5,negative
ICD9 401,0.0,negative
ICD9 401,0.06542056074766367,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.1428571428571429,negative
ICD9 401,0.33333333333333326,negative
ICD9 401,0.16666666666666652,negative
ICD9 401,0.0,negative
ICD9 401,0.05405405405405417,negative
ICD9 401,0.17647058823529427,negative
ICD9 401,0.14285714285714302,negative
ICD9 401,0.12068965517241392,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.20000000000000018,negative
ICD9 401,0.0,negative
ICD9 401,0.09090909090909094,negative
ICD9 401,0.02222222222222192,negative
ICD9 401,0.11428571428571455,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.1123595505617978,negative
ICD9 401,0.11956521739130466,negative
ICD9 401,0.0,negative
ICD9 401,0.33333333333333326,negative
ICD9 401,0.36363636363636354,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.33333333333333326,negative
ICD9 401,0.25,negative
ICD9 401,0.125,negative
ICD9 401,0.18181818181818188,negative
ICD9 401,0.0,negative
ICD9 401,0.07142857142857129,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.07894736842105265,negative
ICD9 401,0.125,negative
ICD9 401,0.12837837837837807,negative
ICD9 401,0.141509433962264,negative
ICD9 401,0.1095890410958904,negative
ICD9 401,0.16666666666666696,negative
ICD9 401,0.17045454545454541,negative
ICD9 401,0.08333333333333337,negative
ICD9 401,0.125,negative
ICD9 401,0.11818181818181817,negative
ICD9 401,0.2142857142857144,negative
ICD9 401,0.17142857142857149,negative
ICD9 401,0.07407407407407396,negative
ICD9 401,0.12307692307692308,negative
ICD9 401,0.15000000000000013,negative
ICD9 401,0.2514619883040934,negative
ICD9 401,0.1862068965517245,negative
ICD9 401,0.2222222222222221,negative
ICD9 401,0.10280373831775691,negative
ICD9 401,0.16738197424892687,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.30000000000000004,negative
ICD9 401,0.0,negative
ICD9 401,0.33333333333333326,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.24,negative
ICD9 401,0.0,negative
ICD9 401,0.13661202185792343,negative
ICD9 401,0.19999999999999996,negative
ICD9 401,0.023809523809523836,negative
ICD9 401,0.03333333333333355,negative
ICD9 401,0.18181818181818177,negative
ICD9 401,0.037037037037037035,negative
ICD9 401,0.23076923076923073,negative
ICD9 401,0.11764705882352944,negative
ICD9 401,0.16666666666666669,negative
ICD9 401,0.05555555555555558,negative
ICD9 401,0.0,negative
ICD9 401,0.02127659574468077,negative
ICD9 401,0.0,negative
ICD9 401,0.19999999999999996,negative
ICD9 401,0.4285714285714284,negative
ICD9 401,0.05999999999999994,negative
ICD9 401,0.0,negative
ICD9 401,0.1071428571428571,negative
ICD9 401,1.0,negative
ICD9 401,0.0,negative
ICD9 401,0.11111111111111072,negative
ICD9 401,0.06666666666666643,negative
ICD9 401,0.0,negative
ICD9 401,0.0,negative
ICD9 401,0.14197530864197527,negative
ICD9 401,0.33333333333333337,negative
ICD9 401,0.21052631578947367,positive
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.25,negative
ICD9 403,0.23076923076923084,negative
ICD9 403,0.25,negative
ICD9 403,0.25,negative
ICD9 403,0.25,negative
ICD9 403,0.25,negative
ICD9 403,0.25,negative
ICD9 403,0.25,negative
ICD9 403,0.25,negative
ICD9 403,1.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.11111111111111094,negative
ICD9 403,0.0909090909090906,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.5,negative
ICD9 403,0.1359223300970871,negative
ICD9 403,1.0,negative
ICD9 403,0.09090909090909083,negative
ICD9 403,0.25,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.20000000000000007,negative
ICD9 403,0.1428571428571428,negative
ICD9 403,0.16666666666666652,negative
ICD9 403,0.18181818181818177,negative
ICD9 403,0.04999999999999993,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.33333333333333326,negative
ICD9 403,0.0,negative
ICD9 403,0.5,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.125,negative
ICD9 403,0.08695652173913049,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10810810810810834,negative
ICD9 403,0.18018018018018034,negative
ICD9 403,0.10144927536231885,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.13913043478260878,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10294117647058831,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.11594202898550732,negative
ICD9 403,0.10144927536231885,negative
ICD9 403,0.1574803149606303,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.1837381203801478,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.17277486910994777,negative
ICD9 403,0.08974358974358987,negative
ICD9 403,0.125,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10126582278481,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.11594202898550732,negative
ICD9 403,0.14507772020725374,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10000000000000009,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.1467889908256883,negative
ICD9 403,0.10810810810810834,negative
ICD9 403,0.10280373831775669,negative
ICD9 403,0.10144927536231885,negative
ICD9 403,0.21355617455896003,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10294117647058831,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.14473684210526283,negative
ICD9 403,0.10000000000000009,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.09302325581395343,negative
ICD9 403,0.171875,negative
ICD9 403,0.10294117647058809,negative
ICD9 403,0.18950437317784274,negative
ICD9 403,0.11235955056179758,negative
ICD9 403,0.10000000000000009,negative
ICD9 403,0.16216216216216206,negative
ICD9 403,0.12757201646090532,negative
ICD9 403,0.09859154929577452,negative
ICD9 403,0.13076923076923053,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10909090909090935,negative
ICD9 403,0.13829787234042556,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.09302325581395321,negative
ICD9 403,0.12598425196850394,negative
ICD9 403,0.10227272727272729,negative
ICD9 403,0.1420118343195267,negative
ICD9 403,0.09999999999999987,negative
ICD9 403,0.14814814814814814,negative
ICD9 403,0.14716981132075468,negative
ICD9 403,0.13084112149532712,negative
ICD9 403,0.10000000000000009,negative
ICD9 403,0.14202898550724652,negative
ICD9 403,0.11538461538461564,negative
ICD9 403,0.11111111111111116,negative
ICD9 403,0.17830609212481452,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10294117647058831,negative
ICD9 403,0.1200000000000001,negative
ICD9 403,0.11594202898550732,negative
ICD9 403,0.11111111111111116,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10810810810810811,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10294117647058831,negative
ICD9 403,0.08750000000000013,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.11458333333333326,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.1095890410958904,negative
ICD9 403,0.12162162162162193,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.101123595505618,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.09638554216867434,negative
ICD9 403,0.10447761194029836,negative
ICD9 403,0.11842105263157876,negative
ICD9 403,0.07476635514018692,negative
ICD9 403,0.13978494623655924,negative
ICD9 403,0.15283842794759828,negative
ICD9 403,0.13178294573643412,negative
ICD9 403,0.25,negative
ICD9 403,0.36363636363636354,negative
ICD9 403,0.3500000000000001,negative
ICD9 403,0.25,negative
ICD9 403,0.2758620689655171,negative
ICD9 403,0.3571428571428572,negative
ICD9 403,0.33333333333333326,negative
ICD9 403,0.11858974358974361,negative
ICD9 403,0.17647058823529427,negative
ICD9 403,0.09999999999999998,negative
ICD9 403,0.20895522388059695,negative
ICD9 403,0.16279069767441867,negative
ICD9 403,0.21379310344827585,negative
ICD9 403,0.0,negative
ICD9 403,0.33333333333333326,negative
ICD9 403,0.16666666666666674,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
ICD9 403,0.0,negative
