ICD,Protein,Protein_PPI,Protein_Num,Protein_PPI_Num
333,"[6530, 2566, 51083, 1678, 5649, 1813, 114327, 9496, 1816, 4763, 3356, 5789, 4128, 4129, 1827, 2596, 7080, 4137, 6697, 56616, 9131, 5173, 84152, 3064, 23230, 170302, 80704, 5443, 6908, 1861, 1356, 8910, 2512, 2643, 64342, 114781, 478, 140767, 25953, 4968, 5354, 7018, 4204, 2668, 2030, 6515, 1268, 5621, 4211, 51447, 2166, 57338, 4988]","[6530, 2566, 4988, 51083, 1678, 5649, 1813, 114327, 9496, 1816, 4763, 3356, 5789, 4128, 4129, 1827, 2596, 56616, 4137, 6697, 9131, 7080, 5173, 84152, 170302, 23230, 80704, 5443, 1861, 1356, 8910, 2512, 2643, 64342, 114781, 478, 140767, 25953, 4968, 5354, 7018, 2668, 4204, 2030, 6515, 4211, 5621, 1268, 51447, 3064, 2166, 57338, 6908]",53,53
334,"[5376, 773, 4359, 4361, 5521, 11160, 10908, 6310, 6311, 25894, 9895, 6314, 6315, 79152, 5428, 80821, 3897, 4287, 6908, 23111, 51271, 1356, 9420, 5582, 113612, 2259, 26580, 3798, 215, 472, 2395, 55775, 724066, 10084, 10613, 64374, 51062, 4860]","[5376, 4860, 773, 4359, 4361, 5521, 11160, 10908, 6310, 25894, 6311, 9895, 6314, 79152, 5428, 80821, 3897, 4287, 23111, 51271, 1356, 9420, 5582, 2259, 26580, 3798, 215, 472, 2395, 55775, 10084, 10613, 64374, 51062, 6908]",38,35
335,"[9217, 3074, 6529, 899, 2950, 7431, 4744, 10891, 1804, 23435, 4750, 2066, 400916, 10133, 55830, 23064, 29978, 64283, 283, 10908, 6687, 6647, 5630, 6311, 10280, 9896, 55210, 6648, 2733, 8878, 3508, 9782, 311, 29110, 2617, 10935, 4671, 51008, 959, 54209, 5444, 5445, 5446, 5321, 1610, 59341, 6606, 57679, 6607, 2130, 57172, 26580, 8148, 23256, 2521, 51163, 203228, 5216, 1639, 3178, 6506, 27242, 3181, 2670, 367, 5743, 4336, 23025, 1778, 755, 7157, 7415, 2936, 25978, 2043, 113278]","[9217, 3074, 899, 6529, 2950, 7431, 4744, 10891, 23435, 1804, 4750, 2066, 400916, 10133, 55830, 23064, 29978, 64283, 10908, 283, 6687, 6311, 10280, 9896, 55210, 2733, 8878, 3508, 2936, 9782, 29110, 311, 10935, 2617, 7415, 959, 51008, 4671, 54209, 5444, 5445, 5446, 5321, 1610, 59341, 6606, 6607, 57679, 2130, 57172, 8148, 26580, 23256, 2521, 51163, 203228, 5216, 1639, 3178, 27242, 6506, 3181, 2670, 367, 5743, 4336, 1778, 755, 23025, 7157, 6647, 6648, 25978, 2043, 5630]",76,75
336,"[100, 4524, 351]","[4524, 100, 351]",3,3
337,"[1889, 8518, 1815]","[1889, 8518, 1815]",3,3
338,"[133, 10887, 7432, 3082, 3084, 781, 4878, 4879, 4881, 7442, 6548, 1813, 3350, 5020, 8989, 1437, 3231, 1312, 1440, 7200, 3363, 551, 27185, 5173, 4923, 5179, 6335, 5443, 23236, 3269, 207, 6863, 2643, 7124, 213, 2902, 9177, 3557, 358, 3558, 623, 624, 1392, 1906, 3440, 1268, 3060, 3827, 5368, 4986]","[133, 7432, 3082, 3084, 781, 4878, 4879, 4881, 7442, 6548, 1813, 3350, 5020, 1437, 8989, 3231, 1312, 1440, 7200, 3363, 551, 27185, 5173, 4923, 5179, 6335, 5443, 23236, 3269, 207, 6863, 2643, 7124, 213, 2902, 9177, 3557, 358, 3558, 623, 624, 3440, 1906, 3827, 1392, 1268, 3060, 5368, 4986]",50,49
340,"[3456, 6401, 3458, 3586, 7297, 3592, 5133, 5010, 3605, 923, 6556, 5788, 5027, 8740, 4261, 6775, 3115, 3119, 3122, 3123, 3766, 3383, 23095, 5819, 3516, 958, 834, 3394, 4162, 965, 5443, 590, 2638, 7128, 348, 7132, 3553, 868, 3557, 3559, 23274, 1268, 7412, 3574, 3575, 114548, 7421]","[3456, 6401, 3586, 3458, 7297, 3592, 5133, 5010, 3605, 923, 5788, 6556, 5027, 8740, 4261, 6775, 3115, 3119, 3122, 3123, 3766, 23095, 3383, 5819, 3516, 958, 3394, 5443, 834, 965, 4162, 590, 2638, 7128, 7132, 348, 3553, 868, 3557, 3559, 23274, 7412, 114548, 3574, 3575, 1268, 7421]",47,47
341,"[361, 2670, 5428, 1302, 4155]","[361, 2670, 5428, 1302, 4155]",5,5
342,"[1081, 477]","[1081, 477]",2,2
343,"[1081, 5443]","[1081, 5443]",2,2
344,"[5376, 54822, 6687, 590, 3630, 146862, 23411, 4340, 6904, 1081, 538, 1144, 351]","[5376, 54822, 6687, 590, 3630, 146862, 23411, 4340, 6904, 1081, 538, 1144, 351]",13,13
345,"[2561, 2562, 26115, 378884, 2566, 2056, 9739, 51733, 3611, 2081, 2596, 9254, 124454, 8242, 10803, 8243, 6709, 340533, 23096, 6714, 71, 79944, 150094, 7248, 7249, 1106, 3162, 51294, 6751, 6752, 6753, 6754, 6755, 4200, 1128, 1129, 2668, 4204, 2670, 5743, 4208, 1137, 1139, 627, 1141, 112755, 1654, 3192, 5243, 57468, 8831, 7296, 9863, 6792, 2185, 3725, 3726, 3727, 729230, 60558, 57492, 150, 81562, 6812, 1181, 5277, 5283, 8869, 3751, 7337, 3756, 6323, 6324, 8884, 5813, 6326, 57526, 2746, 7355, 6334, 6335, 3778, 4803, 23236, 6853, 3785, 3786, 6347, 6348, 57038, 207, 1232, 1236, 1237, 213, 2261, 2775, 8404, 116442, 1244, 1756, 3295, 1759, 4842, 9451, 4843, 2290, 3315, 1268, 4852, 6904, 7416, 7417, 7422, 2826, 2316, 6415, 785, 7957, 4887, 7965, 1822, 288, 4908, 2348, 2353, 2354, 4915, 4916, 5428, 348980, 2876, 170302, 834, 5443, 836, 1859, 8514, 841, 2891, 847, 3920, 6487, 2904, 2903, 5979, 112476, 2911, 2915, 10087, 361, 6505, 6506, 6507, 1392, 8566, 4985, 10617, 55163, 4988, 1917, 7040, 6529, 9091, 79751, 11152, 6546, 6547, 343450, 6558, 5025, 22953, 51114, 79868, 1965, 1968, 80816, 8629, 392636, 958, 26047, 57282, 29123, 1476, 8645, 26053, 10695, 460, 7124, 6616, 83939, 3557, 8678, 488, 1000, 5610, 6640, 2554, 9211, 221692, 27133]","[2561, 2562, 26115, 378884, 2566, 2056, 9739, 51733, 3611, 2081, 2596, 9254, 124454, 8242, 8243, 10803, 6709, 23096, 6714, 71, 79944, 150094, 7248, 7249, 1106, 3162, 51294, 6751, 6752, 6753, 6754, 6755, 4200, 1129, 1128, 2668, 4204, 2670, 5743, 4208, 1137, 627, 112755, 1141, 1654, 1139, 3192, 5243, 57468, 8831, 7296, 9863, 6792, 2185, 3725, 3726, 3727, 60558, 729230, 57492, 150, 81562, 6812, 5277, 1181, 5283, 8869, 3751, 7337, 3756, 6323, 8884, 5813, 57526, 6326, 6324, 2746, 7355, 6334, 6335, 3778, 4803, 23236, 6853, 3785, 3786, 6347, 6348, 57038, 207, 1232, 1236, 2261, 213, 2775, 8404, 1237, 116442, 1244, 1756, 1759, 3295, 4842, 4843, 9451, 2290, 3315, 4852, 1268, 6904, 7416, 7417, 221692, 7422, 2826, 2316, 6415, 785, 7957, 4887, 7965, 1822, 288, 4908, 2348, 2353, 2354, 4915, 5428, 348980, 4916, 2876, 170302, 834, 1859, 5443, 836, 8514, 841, 2891, 847, 3920, 2903, 2904, 6487, 5979, 112476, 2911, 2915, 10087, 6505, 361, 6507, 6506, 1392, 8566, 10617, 4985, 55163, 4988, 1917, 7040, 6529, 9091, 79751, 11152, 6546, 6547, 343450, 6558, 5025, 22953, 51114, 1965, 80816, 1968, 8629, 392636, 958, 26047, 57282, 29123, 1476, 8645, 26053, 10695, 460, 7124, 6616, 83939, 3557, 8678, 1000, 488, 5610, 6640, 2554, 9211, 79868, 27133]",201,200
346,"[1282, 773, 7048, 3356, 796, 79783, 2099, 4035, 55879, 23245, 79054, 6863, 7124, 477, 63976, 9457, 4209, 1909, 4854, 221692]","[1282, 773, 7048, 796, 3356, 79783, 2099, 4035, 55879, 23245, 79054, 6863, 7124, 477, 63976, 9457, 4209, 1909, 4854, 221692]",20,20
347,"[1120, 7200, 8835, 1512, 5032, 6955, 22891, 6863, 3119, 3123, 3060, 4340, 3062, 8666, 5179, 7292, 1375]","[7200, 1120, 8835, 1512, 5032, 22891, 6955, 3119, 6863, 3123, 4340, 3060, 8666, 5179, 7292, 1375]",17,16
348,"[3456, 3073, 3458, 7040, 4353, 7298, 1548, 11277, 7054, 6285, 5009, 8851, 5274, 10398, 4638, 80169, 4143, 23474, 8635, 9152, 6341, 1352, 3785, 1356, 10319, 7248, 7249, 5328, 9423, 7124, 213, 477, 4318, 351, 5728, 1376, 4968, 6505, 7915, 4843, 4854, 10617, 3708, 3709]","[3456, 7040, 3458, 7298, 3073, 4353, 1548, 6285, 11277, 7054, 5009, 8851, 5274, 4638, 10398, 80169, 4143, 23474, 8635, 9152, 6341, 1352, 3785, 1356, 10319, 7248, 7249, 5328, 9423, 7124, 213, 477, 4318, 351, 5728, 1376, 4968, 6505, 4843, 7915, 4854, 10617, 3708, 3709]",44,44
349,"[2570, 1558, 1559, 1577, 43, 5179, 590, 598, 7274, 2670, 5743, 1137, 627, 6772, 116, 54902, 120, 5243, 7298, 147, 4760, 10392, 154, 10908, 4773, 6315, 4780, 1719, 6334, 1728, 4803, 3785, 5327, 9429, 1244, 4842, 241, 2290, 4851, 83716, 1806, 6414, 6430, 84254, 2353, 54583, 836, 5444, 6470, 3399, 842, 6489, 6513, 885, 6531, 7051, 915, 6039, 6555, 5023, 27040, 1440, 7078, 2475, 4524, 429, 2990, 6571, 6573, 55738, 5054, 4552, 5580, 467, 7124, 2019, 10728, 388585, 6647, 5625]","[2570, 1558, 1559, 1577, 43, 5179, 590, 598, 7274, 2670, 5743, 1137, 627, 6772, 116, 54902, 120, 5243, 7298, 147, 4760, 10392, 154, 10908, 4773, 4780, 1719, 6334, 1728, 4803, 3785, 5327, 9429, 1244, 4842, 241, 2290, 4851, 1806, 6414, 84254, 6430, 2353, 54583, 836, 5444, 6470, 3399, 842, 6489, 6513, 885, 6531, 7051, 915, 6039, 6555, 5023, 27040, 1440, 7078, 2475, 4524, 6573, 6571, 429, 2990, 55738, 5054, 4552, 5580, 467, 7124, 2019, 10728, 388585, 6647, 5625]",80,78
350,"[5376, 1029, 774, 9990, 2950, 6790, 4744, 4363, 6925, 1806, 3725, 19, 2067, 2707, 1558, 2071, 2072, 3479, 3480, 9499, 796, 10908, 1440, 4644, 2735, 2353, 7345, 126129, 23221, 3383, 5689, 4153, 5055, 4288, 4803, 199, 842, 8139, 1612, 5581, 5582, 7504, 8912, 467, 7124, 1493, 2902, 4314, 5467, 30812, 8797, 5594, 5595, 5599, 3553, 5601, 1130, 100126572, 2670, 239, 3569, 1780, 4852, 6648, 5243]","[5376, 1029, 6790, 2950, 774, 9990, 4744, 4363, 6925, 3725, 1806, 2067, 2707, 19, 1558, 2071, 3480, 2072, 3479, 9499, 10908, 796, 1440, 4644, 2735, 2353, 7345, 23221, 3383, 5689, 4153, 5055, 4288, 4803, 199, 842, 8139, 1612, 5581, 5582, 8912, 7504, 467, 7124, 1493, 2902, 5594, 5595, 5467, 8797, 30812, 5599, 4314, 5601, 3553, 1130, 2670, 239, 3569, 1780, 4852, 6648, 5243]",65,63
351,"[5376, 1029, 2950, 774, 4744, 6790, 9990, 4363, 3725, 1806, 6925, 19, 2067, 2707, 1558, 3479, 3480, 2071, 2072, 9499, 10908, 1440, 8481, 4644, 2735, 7345, 126129, 23221, 3383, 4153, 5689, 5055, 4288, 4803, 3785, 842, 8139, 1612, 5581, 7504, 8912, 467, 1493, 4314, 5467, 30812, 8797, 1130, 100126572, 2670, 239, 3569, 1780, 4852, 6648, 5243]","[5376, 1029, 6790, 2950, 774, 9990, 4744, 4363, 3725, 6925, 1806, 2067, 2707, 19, 1558, 2071, 3480, 2072, 3479, 9499, 10908, 1440, 8481, 4644, 2735, 7345, 23221, 3383, 5689, 4153, 5055, 4288, 4803, 3785, 842, 8139, 1612, 5581, 8912, 7504, 467, 1493, 4314, 5467, 30812, 8797, 1130, 2670, 239, 3569, 1780, 4852, 6648, 5243]",56,54
352,"[5376, 1029, 2950, 774, 4744, 6790, 9990, 4363, 3725, 1806, 6925, 19, 2067, 2707, 1558, 3479, 3480, 2071, 2072, 9499, 10908, 1440, 4644, 2735, 7345, 126129, 23221, 3383, 4153, 5689, 5055, 4288, 4803, 842, 8139, 1612, 5581, 7504, 8912, 467, 1493, 4314, 5467, 30812, 8797, 1130, 100126572, 2670, 239, 3569, 1780, 4852, 6648, 5243]","[5376, 1029, 6790, 2950, 774, 9990, 4744, 4363, 3725, 6925, 1806, 2067, 2707, 19, 1558, 2071, 3480, 2072, 3479, 9499, 10908, 1440, 4644, 2735, 7345, 23221, 3383, 5689, 4153, 5055, 4288, 4803, 842, 8139, 1612, 5581, 8912, 7504, 467, 1493, 4314, 5467, 30812, 8797, 1130, 2670, 239, 3569, 1780, 4852, 6648, 5243]",54,52
353,"[5376, 1029, 2950, 774, 4744, 6790, 9990, 4363, 3725, 1806, 6925, 19, 2067, 2707, 1558, 3479, 3480, 2071, 2072, 9499, 10908, 1440, 4644, 2735, 7345, 126129, 10801, 23221, 3383, 4153, 5689, 5055, 4288, 4803, 842, 8139, 1612, 5581, 7504, 8912, 467, 1493, 4314, 5467, 30812, 8797, 1130, 100126572, 2670, 239, 3569, 1780, 4852, 6648, 5243]","[5376, 1029, 6790, 2950, 774, 9990, 4744, 4363, 3725, 6925, 1806, 2067, 2707, 19, 1558, 2071, 3480, 2072, 3479, 9499, 10908, 1440, 4644, 2735, 10801, 7345, 23221, 3383, 5689, 4153, 5055, 4288, 4803, 842, 8139, 1612, 5581, 8912, 7504, 467, 1493, 4314, 5467, 30812, 8797, 1130, 2670, 239, 3569, 1780, 4852, 6648, 5243]",55,53
354,"[5376, 1029, 2950, 774, 4744, 6790, 9990, 4363, 3725, 1806, 6925, 19, 2067, 2707, 1558, 3479, 3480, 2071, 2072, 9499, 10908, 1440, 4644, 2735, 7345, 126129, 23221, 3383, 4153, 5689, 5055, 4288, 4803, 842, 8139, 1612, 5581, 7504, 8912, 467, 1493, 4314, 5467, 30812, 8797, 1130, 7276, 100126572, 2670, 239, 3569, 1780, 4852, 6648, 5243]","[5376, 1029, 6790, 2950, 774, 9990, 4744, 4363, 6925, 3725, 1806, 2067, 2707, 19, 1558, 2071, 3480, 2072, 3479, 9499, 10908, 1440, 4644, 2735, 7345, 23221, 3383, 5689, 4153, 5055, 4288, 4803, 842, 8139, 1612, 5581, 8912, 7504, 467, 1493, 4314, 5467, 30812, 8797, 1130, 7276, 2670, 239, 3569, 1780, 4852, 6648, 5243]",55,53
355,"[5376, 1029, 9990, 774, 4359, 2950, 6790, 4363, 4744, 6925, 1806, 3725, 19, 2067, 2707, 1558, 2071, 2072, 3479, 5914, 5915, 9499, 796, 3480, 10908, 1440, 4644, 1959, 2735, 7345, 126129, 23221, 3383, 4153, 5689, 10558, 5055, 4288, 4803, 842, 8139, 1612, 5581, 7504, 8912, 467, 1493, 4314, 5467, 30812, 8797, 1130, 100126572, 2670, 239, 6256, 26353, 3569, 3315, 1780, 4852, 6648, 5243]","[5376, 1029, 6790, 2950, 774, 9990, 4744, 4363, 4359, 3725, 6925, 1806, 2067, 2707, 19, 1558, 2071, 3480, 2072, 5914, 5915, 10908, 3479, 796, 9499, 1440, 4644, 1959, 2735, 7345, 23221, 3383, 5689, 4153, 10558, 5055, 4288, 4803, 842, 8139, 1612, 5581, 8912, 7504, 467, 1493, 4314, 5467, 30812, 8797, 1130, 2670, 239, 6256, 3569, 26353, 3315, 1780, 4852, 6648, 5243]",63,61
356,"[91137, 1029, 19, 2067, 1558, 2071, 23064, 2072, 4644, 4137, 90678, 23095, 2617, 4153, 5689, 54332, 5189, 5191, 1612, 30812, 8797, 1130, 2670, 5243, 6790, 4744, 4747, 3725, 5264, 2705, 2707, 10908, 10397, 3236, 9896, 2735, 7345, 126129, 23221, 6335, 4288, 54463, 8898, 4803, 5828, 7879, 9927, 8912, 4314, 239, 3315, 1780, 4852, 1785, 1786, 5376, 774, 4359, 9990, 4363, 79628, 6925, 1806, 9499, 9516, 9517, 4914, 3383, 10558, 842, 7504, 5467, 22880, 1890, 100126572, 57716, 55670, 51062, 2950, 3479, 3480, 1440, 1959, 81846, 5055, 8139, 5581, 59341, 467, 1493, 3569, 6648]","[91137, 1029, 2067, 19, 1558, 2071, 2072, 23064, 4644, 4137, 90678, 23095, 5689, 4153, 2617, 54332, 5189, 5191, 1612, 30812, 8797, 1130, 2670, 5243, 6790, 4744, 4747, 3725, 5264, 2705, 2707, 10908, 10397, 3236, 9896, 2735, 7345, 23221, 6335, 4288, 54463, 8898, 4803, 5828, 7879, 9927, 8912, 4314, 239, 3315, 1780, 4852, 1785, 1786, 5376, 774, 9990, 4359, 4363, 79628, 6925, 1806, 9499, 9516, 9517, 4914, 3383, 10558, 842, 7504, 5467, 22880, 1890, 57716, 51062, 55670, 2950, 3479, 3480, 1440, 1959, 81846, 5055, 8139, 5581, 59341, 467, 1493, 3569, 6648]",92,90
357,"[5376, 7040, 1029, 774, 9990, 2056, 2950, 3082, 4363, 6790, 6925, 1806, 4744, 3725, 19, 2067, 2707, 1558, 2071, 2072, 3479, 3480, 9499, 10908, 1440, 4644, 4908, 6446, 2735, 7345, 126129, 23221, 3383, 4153, 5689, 3643, 7099, 5055, 4288, 4803, 836, 6342, 842, 8139, 1612, 5581, 847, 7504, 8912, 467, 1493, 4311, 4313, 4314, 5467, 30812, 8797, 4318, 2915, 1129, 1130, 100126572, 2670, 239, 3953, 3569, 1780, 4852, 6648, 5243]","[5376, 7040, 1029, 6790, 2950, 774, 9990, 3082, 4363, 4744, 6925, 3725, 1806, 2056, 2067, 2707, 19, 1558, 2071, 3480, 2072, 3479, 9499, 10908, 1440, 4644, 4908, 6446, 2735, 7345, 23221, 3383, 5689, 4153, 7099, 3643, 5055, 4288, 4803, 836, 6342, 842, 8139, 1612, 5581, 847, 8912, 7504, 467, 1493, 4311, 4313, 4314, 5467, 30812, 8797, 4318, 2915, 1129, 1130, 2670, 239, 3569, 3953, 1780, 4852, 6648, 5243]",70,68
358,"[5376, 1029, 2950, 774, 4744, 6790, 9990, 4363, 3725, 1806, 6925, 19, 2067, 2707, 1558, 3479, 3480, 2071, 2072, 9499, 10908, 1440, 3106, 4644, 3115, 2735, 7345, 126129, 23221, 3383, 4153, 5689, 5055, 4288, 4803, 5443, 842, 8139, 1612, 5581, 7504, 8912, 467, 1493, 4314, 5467, 30812, 8797, 5339, 355, 1130, 100126572, 9581, 2670, 239, 3569, 4593, 1780, 4852, 629, 6648, 5243, 7167]","[5376, 1029, 6790, 2950, 774, 9990, 4744, 4363, 3725, 6925, 1806, 2067, 2707, 19, 1558, 2071, 3480, 2072, 3479, 9499, 10908, 1440, 3106, 4644, 3115, 2735, 7345, 23221, 3383, 5689, 4153, 5055, 4288, 5443, 4803, 842, 8139, 1612, 5581, 8912, 7504, 467, 1493, 4314, 5339, 5467, 8797, 30812, 355, 1130, 9581, 2670, 239, 3569, 4593, 1780, 629, 4852, 6648, 5243, 7167]",63,61
359,"[7169, 7170, 1029, 4618, 4620, 4625, 19, 2067, 1558, 2071, 2072, 3094, 4128, 4644, 79912, 3630, 5689, 58, 4153, 1612, 596, 3156, 30812, 8797, 3679, 4703, 8291, 7273, 1130, 2670, 2673, 6261, 2170, 5243, 10367, 6790, 4744, 1674, 3725, 2707, 1180, 10908, 2720, 2218, 2735, 3759, 7345, 126129, 23221, 6329, 4288, 4803, 5837, 3791, 8912, 213, 4314, 5339, 1756, 1760, 239, 1780, 4852, 7415, 9469, 7422, 6399, 5376, 1280, 1282, 774, 9990, 1291, 1292, 1293, 779, 4363, 2316, 6925, 1806, 3339, 270, 1297, 2321, 50964, 10008, 1301, 5913, 9499, 291, 10020, 3363, 6442, 79147, 6444, 6445, 6443, 5428, 3383, 825, 729920, 3908, 55624, 842, 56652, 7504, 10585, 5465, 859, 5467, 1376, 57190, 10599, 100126572, 8557, 383, 7040, 1410, 7555, 2950, 3479, 3480, 51099, 1440, 22954, 8106, 4534, 10683, 5055, 4549, 1482, 8139, 5581, 59341, 467, 440275, 1493, 9177, 7136, 3553, 7138, 1508, 487, 3569, 84466, 9719, 6648, 4089, 9215]","[7169, 7170, 1029, 4618, 4620, 4625, 2067, 19, 1558, 3094, 2071, 2072, 4128, 4644, 79912, 3630, 5689, 58, 4153, 1612, 596, 3156, 30812, 8797, 4703, 3679, 8291, 7273, 1130, 2670, 2673, 6261, 2170, 5243, 10367, 6790, 4744, 1674, 3725, 2707, 10908, 1180, 2720, 2218, 2735, 3759, 7345, 23221, 6329, 4288, 4803, 5837, 3791, 8912, 213, 4314, 5339, 1756, 1760, 239, 1780, 4852, 7415, 9469, 7422, 6399, 5376, 1280, 1282, 774, 9990, 4363, 2316, 6925, 1292, 270, 3339, 2321, 1297, 1806, 50964, 1301, 1293, 10008, 5913, 9499, 291, 10020, 3363, 6442, 6443, 6444, 6445, 79147, 5428, 3383, 825, 729920, 3908, 55624, 842, 56652, 779, 7504, 5465, 10585, 5467, 859, 1376, 1291, 57190, 10599, 8557, 383, 7040, 1410, 7555, 2950, 3479, 3480, 51099, 1440, 8106, 22954, 4534, 10683, 5055, 1482, 8139, 5581, 59341, 467, 440275, 1493, 9177, 7136, 3553, 7138, 1508, 487, 3569, 84466, 9719, 6648, 4089, 9215]",149,146
360,"[6657, 23554, 8195, 55812, 283652, 375298, 2055, 1545, 26121, 9227, 26123, 91147, 4117, 54806, 24, 5145, 5146, 5148, 5149, 3614, 5158, 4647, 65062, 4653, 8754, 23090, 92211, 169522, 10806, 1593, 51259, 582, 583, 5191, 585, 64072, 79947, 8787, 24148, 4693, 79955, 60506, 84059, 64093, 54880, 1121, 83552, 261734, 6247, 27241, 345193, 440435, 158326, 54903, 7287, 6785, 8322, 7299, 84100, 123016, 341640, 7306, 8842, 652, 1678, 5264, 6295, 2202, 7840, 55975, 84140, 124590, 1200, 1201, 57010, 1203, 3769, 5308, 5309, 200894, 65217, 23746, 25794, 54982, 9927, 57545, 5322, 768206, 4308, 114902, 64218, 2779, 2780, 10461, 64220, 65250, 7399, 7401, 1258, 1259, 1261, 79600, 2296, 762, 50939, 2301, 1280, 154881, 1282, 4867, 285440, 25861, 57096, 84233, 778, 167691, 7439, 11023, 1297, 1298, 10002, 80144, 1301, 1302, 10518, 145173, 23322, 8481, 4901, 7466, 28982, 80184, 54585, 5949, 5950, 7490, 5443, 4935, 5959, 5961, 145226, 388939, 4942, 80207, 2896, 4948, 129880, 3420, 10594, 10083, 2916, 84839, 23400, 5995, 4976, 51057, 6010, 23418, 79738, 1406, 374654, 6017, 23426, 9094, 26504, 93589, 5015, 27031, 346007, 2978, 2979, 5538, 7078, 79867, 9129, 22954, 55212, 388531, 1462, 3000, 9657, 54714, 79809, 83394, 4547, 95681, 4041, 6094, 51151, 6100, 6101, 6102, 6103, 5080, 22999, 157657, 3035, 256471, 10210, 9187, 83938, 1509, 338917, 1001, 6121, 26090, 3052, 23020, 166379, 27130, 343035, 130557]","[6657, 375298, 8195, 55812, 23554, 283652, 2055, 26121, 1545, 91147, 26123, 9227, 4117, 54806, 24, 5145, 5146, 5148, 5149, 3614, 65062, 4647, 5158, 4653, 23090, 169522, 8754, 92211, 10806, 1593, 51259, 582, 583, 5191, 585, 64072, 79947, 8787, 24148, 4693, 79955, 60506, 84059, 64093, 54880, 1121, 83552, 261734, 6247, 27241, 440435, 158326, 54903, 7287, 6785, 8322, 7299, 84100, 123016, 341640, 8842, 7306, 652, 1678, 5264, 6295, 2202, 7840, 55975, 84140, 124590, 1200, 1201, 57010, 1203, 3769, 5308, 5309, 200894, 23746, 25794, 54982, 9927, 57545, 4308, 114902, 64218, 2779, 2780, 10461, 64220, 65250, 7399, 7401, 1258, 1259, 1261, 79600, 2296, 762, 1280, 154881, 1282, 4867, 285440, 25861, 57096, 84233, 778, 167691, 11023, 80144, 1297, 10002, 1298, 7439, 1301, 1302, 145173, 10518, 23322, 8481, 4901, 7466, 28982, 80184, 54585, 5949, 5950, 7490, 5443, 5959, 4935, 5961, 145226, 4942, 80207, 2896, 4948, 129880, 3420, 10594, 10083, 84839, 23400, 5995, 4976, 51057, 79738, 6010, 23418, 1406, 374654, 6017, 23426, 9094, 26504, 27031, 5015, 2978, 5538, 2979, 7078, 9129, 22954, 55212, 388531, 1462, 3000, 9657, 79809, 95681, 4547, 83394, 343035, 4041, 6094, 51151, 6100, 6101, 6102, 22999, 5080, 256471, 6103, 3035, 157657, 83938, 10210, 9187, 1509, 338917, 6121, 26090, 166379, 3052, 23020, 1001, 27130, 79867, 130557]",212,201
361,"[1280, 836, 6247, 3240, 842, 9131, 80781, 27151, 3440, 5588, 23418, 317]","[1280, 836, 6247, 3240, 842, 9131, 80781, 27151, 3440, 5588, 23418, 317]",12,12
362,"[375298, 3075, 3078, 3080, 26121, 9227, 2572, 11277, 407053, 23568, 3090, 5654, 24, 5145, 2074, 3614, 100506658, 5155, 5158, 4647, 10806, 4166, 64072, 1103, 4693, 3162, 8797, 30813, 7274, 629, 7287, 10877, 10878, 6785, 8322, 387715, 8842, 2202, 4763, 5788, 6310, 8878, 124590, 183, 185, 5311, 65217, 23746, 25794, 717, 718, 114902, 10461, 4318, 735, 7399, 1258, 1259, 4843, 64761, 762, 7422, 25861, 7431, 57096, 7439, 1297, 10002, 10516, 64802, 4901, 80169, 3383, 836, 5444, 5959, 5961, 145226, 348, 10594, 3426, 10083, 84839, 5995, 3440, 23411, 1401, 23418, 6010, 1406, 6017, 7057, 7070, 83872, 2978, 7078, 9129, 55213, 406958, 406959, 3000, 54714, 7099, 4543, 4041, 6094, 1491, 6100, 6101, 7124, 6103, 6121, 23539, 6647]","[375298, 3075, 3078, 3080, 26121, 9227, 2572, 11277, 407053, 23568, 3090, 5654, 24, 5145, 2074, 3614, 100506658, 5155, 5158, 4647, 10806, 4166, 64072, 1103, 4693, 3162, 8797, 30813, 7274, 629, 7287, 10877, 10878, 6785, 8322, 8842, 2202, 4763, 5788, 6310, 124590, 8878, 183, 185, 5311, 23746, 25794, 717, 718, 114902, 10461, 4318, 735, 7399, 1258, 4843, 1259, 64761, 762, 7422, 25861, 7431, 57096, 7439, 1297, 10002, 10516, 64802, 4901, 80169, 3383, 836, 5444, 5959, 5961, 145226, 348, 10594, 10083, 3426, 84839, 5995, 3440, 23411, 1401, 6010, 23418, 1406, 6017, 7057, 7070, 83872, 2978, 7078, 9129, 55213, 406959, 3000, 7099, 4543, 4041, 6094, 1491, 7124, 6100, 6101, 6103, 6121, 23539, 6647]",114,110
363,"[1121, 355, 120227, 1678, 26191, 3440, 3000, 23418]","[1121, 355, 1678, 26191, 3440, 3000, 23418]",8,7
364,"[3440, 355, 120227, 26191]","[3440, 355, 26191]",4,3
365,"[23424, 7042, 773, 1029, 1030, 1545, 64778, 27151, 100048912, 10133, 4638, 134430, 6311, 27303, 51371, 4653, 4016, 10554, 4053, 4312, 857, 858, 10587, 2908, 8671, 54499, 6505, 5743, 4976, 1649, 7159, 2296, 219902]","[23424, 7042, 1029, 1030, 773, 1545, 64778, 27151, 10133, 4638, 134430, 6311, 27303, 51371, 4653, 4016, 10554, 4053, 4312, 857, 858, 10587, 2908, 8671, 54499, 6505, 5743, 4976, 1649, 7159, 2296]",33,31
