"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","2/9","93/18870",0.000845809741795196,0.00349715273711953,0.00080039412035909,"3586/7124",2
"BP","GO:1990874","vascular associated smooth muscle cell proliferation","2/9","95/18870",0.000882344817859618,0.00363503630921496,0.000831951563998282,"3586/7124",2
"BP","GO:0030098","lymphocyte differentiation","3/9","429/18870",0.000885078059002667,0.00363503630921496,0.000831951563998282,"3553/3569/3586",3
"BP","GO:0034109","homotypic cell-cell adhesion","2/9","96/18870",0.000900895057227741,0.00367541239294241,0.000841192447210375,"2778/3569",2
"BP","GO:0070664","negative regulation of leukocyte proliferation","2/9","96/18870",0.000900895057227741,0.00367541239294241,0.000841192447210375,"3586/7356",2
"BP","GO:0009615","response to virus","3/9","436/18870",0.000927651241308568,0.00377203882227457,0.000863307359461093,"3553/3569/7124",3
"BP","GO:0002709","regulation of T cell mediated immunity","2/9","99/18870",0.000957674859794319,0.00388126972880338,0.000888307061195356,"3553/3569",2
"BP","GO:0048732","gland development","3/9","443/18870",0.000971516815308416,0.00392441660920636,0.000898182097255357,"3569/3586/7124",3
"BP","GO:0050764","regulation of phagocytosis","2/9","100/18870",0.000976977344518363,0.00393353501333951,0.000900269028425895,"3553/7124",2
"BP","GO:0033138","positive regulation of peptidyl-serine phosphorylation","2/9","104/18870",0.0010560628859554,0.00423805628742886,0.000969964879773278,"3569/7124",2
"BP","GO:0010586","miRNA metabolic process","2/9","105/18870",0.001076302457077,0.00429123187432001,0.000982135188105127,"3586/7124",2
"BP","GO:0042102","positive regulation of T cell proliferation","2/9","105/18870",0.001076302457077,0.00429123187432001,0.000982135188105127,"3553/3569",2
"BP","GO:0002532","production of molecular mediator involved in inflammatory response","2/9","106/18870",0.0010967290167961,0.00435852178843239,0.000997535845629563,"3569/7124",2
"BP","GO:0051960","regulation of nervous system development","3/9","466/18870",0.00112494559772319,0.00445623610969057,0.00101989974394598,"3553/3569/7124",3
"BP","GO:0006935","chemotaxis","3/9","468/18870",0.00113897343486387,0.00449729703541104,0.00102929736709648,"3553/3569/3586",3
"BP","GO:0042330","taxis","3/9","470/18870",0.00115311271625666,0.00453853338321531,0.00103873513913808,"3553/3569/3586",3
"BP","GO:0010469","regulation of signaling receptor activity","2/9","110/18870",0.00118030228802314,0.00463070674023135,0.00105983087574299,"3586/7124",2
"BP","GO:0010717","regulation of epithelial to mesenchymal transition","2/9","111/18870",0.0012016616511148,0.00465501737403461,0.00106539485587797,"3553/3569",2
"BP","GO:0032611","interleukin-1 beta production","2/9","111/18870",0.0012016616511148,0.00465501737403461,0.00106539485587797,"3569/7124",2
"BP","GO:0032651","regulation of interleukin-1 beta production","2/9","111/18870",0.0012016616511148,0.00465501737403461,0.00106539485587797,"3569/7124",2
"BP","GO:0071347","cellular response to interleukin-1","2/9","111/18870",0.0012016616511148,0.00465501737403461,0.00106539485587797,"3553/3569",2
"BP","GO:0045833","negative regulation of lipid metabolic process","2/9","112/18870",0.0012232071474405,0.00470283126628476,0.00107633803197157,"3553/7124",2
"BP","GO:0031349","positive regulation of defense response","3/9","480/18870",0.0012254934895856,0.00470283126628476,0.00107633803197157,"3553/3569/7124",3
"BP","GO:0050673","epithelial cell proliferation","3/9","480/18870",0.0012254934895856,0.00470283126628476,0.00107633803197157,"3569/3586/7124",3
"BP","GO:1903131","mononuclear cell differentiation","3/9","481/18870",0.00123288704347277,0.00471646507596436,0.00107945840500813,"3553/3569/3586",3
"BP","GO:1901222","regulation of non-canonical NF-kappaB signal transduction","2/9","113/18870",0.00124493863468082,0.00474777839561503,0.00108662509140169,"3553/7124",2
"BP","GO:0023061","signal release","3/9","484/18870",0.00125523857422776,0.00477223829458726,0.00109222323388891,"3553/3569/7124",3
"BP","GO:1904659","glucose transmembrane transport","2/9","117/18870",0.00133372164880801,0.00505496970597604,0.00115693203454106,"3553/7124",2
"BP","GO:0007088","regulation of mitotic nuclear division","2/9","118/18870",0.00135638095823807,0.00512503328220416,0.00117296750072734,"3553/7124",2
"BP","GO:0008645","hexose transmembrane transport","2/9","120/18870",0.00140225485058785,0.00528211336356406,0.0012089184536873,"3553/7124",2
"BP","GO:0071887","leukocyte apoptotic process","2/9","121/18870",0.00142546914989998,0.00535313796965495,0.0012251738709908,"3569/3586",2
"BP","GO:0022612","gland morphogenesis","2/9","122/18870",0.00144886816234626,0.00540793344486687,0.00123771492352088,"3569/7124",2
"BP","GO:0032874","positive regulation of stress-activated MAPK cascade","2/9","122/18870",0.00144886816234626,0.00540793344486687,0.00123771492352088,"3553/7124",2
"BP","GO:0002286","T cell activation involved in immune response","2/9","123/18870",0.00147245174629447,0.00546275149380547,0.00125026114250477,"3383/3569",2
"BP","GO:0015749","monosaccharide transmembrane transport","2/9","123/18870",0.00147245174629447,0.00546275149380547,0.00125026114250477,"3553/7124",2
"BP","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","2/9","124/18870",0.00149621976018099,0.00553421043825979,0.00126661596692557,"3553/7124",2
"BP","GO:0002698","negative regulation of immune effector process","2/9","125/18870",0.00152017206251072,0.00560591979808758,0.00128302810396827,"3586/7124",2
"BP","GO:0050864","regulation of B cell activation","2/9","130/18870",0.00164269295327624,0.00603960163659648,0.00138228496225892,"3569/3586",2
"BP","GO:0046328","regulation of JNK cascade","2/9","132/18870",0.00169298638402922,0.00620593217787428,0.00142035307002609,"3553/7124",2
"BP","GO:0050868","negative regulation of T cell activation","2/9","133/18870",0.00171840790830127,0.00628037176010108,0.00143739007367306,"3586/7356",2
"BP","GO:0034219","carbohydrate transmembrane transport","2/9","136/18870",0.00179577002635509,0.00652427690048536,0.00149321269709377,"3553/7124",2
"BP","GO:0098781","ncRNA transcription","2/9","136/18870",0.00179577002635509,0.00652427690048536,0.00149321269709377,"3586/7124",2
"BP","GO:0033135","regulation of peptidyl-serine phosphorylation","2/9","138/18870",0.00184825798550114,0.00669516462004543,0.00153232380726224,"3569/7124",2
"BP","GO:0070555","response to interleukin-1","2/9","140/18870",0.00190147520350506,0.00684754120206514,0.00156719826928801,"3553/3569",2
"BP","GO:0071902","positive regulation of protein serine/threonine kinase activity","2/9","140/18870",0.00190147520350506,0.00684754120206514,0.00156719826928801,"3553/7124",2
"BP","GO:0045727","positive regulation of translation","2/9","141/18870",0.00192835693344735,0.00692404185460041,0.0015847069905523,"3569/7124",2
"BP","GO:0043405","regulation of MAP kinase activity","2/9","142/18870",0.00195542055688278,0.00700074764971445,0.00160226266284395,"3553/7124",2
"BP","GO:0034763","negative regulation of transmembrane transport","2/9","144/18870",0.00201009292324059,0.00717556427249839,0.00164227298196217,"3553/7124",2
"BP","GO:0045834","positive regulation of lipid metabolic process","2/9","145/18870",0.00203770138583694,0.00723207312661202,0.0016552061759004,"3553/7124",2
"BP","GO:0050671","positive regulation of lymphocyte proliferation","2/9","145/18870",0.00203770138583694,0.00723207312661202,0.0016552061759004,"3553/3569",2
"BP","GO:0045598","regulation of fat cell differentiation","2/9","146/18870",0.00206549118127432,0.00728857232932434,0.00166813716092028,"3569/7124",2
"BP","GO:0051783","regulation of nuclear division","2/9","146/18870",0.00206549118127432,0.00728857232932434,0.00166813716092028,"3553/7124",2
"BP","GO:0062013","positive regulation of small molecule metabolic process","2/9","147/18870",0.00209346216955985,0.00736610757656015,0.00168588267010249,"3553/7124",2
"BP","GO:0032946","positive regulation of mononuclear cell proliferation","2/9","148/18870",0.0021216142107686,0.00742262749522462,0.00169881839638691,"3553/3569",2
"BP","GO:0038061","non-canonical NF-kappaB signal transduction","2/9","148/18870",0.0021216142107686,0.00742262749522462,0.00169881839638691,"3553/7124",2
"BP","GO:0045667","regulation of osteoblast differentiation","2/9","150/18870",0.00217846089259605,0.00757832854421514,0.00173445372990352,"3569/7124",2
"BP","GO:0051092","positive regulation of NF-kappaB transcription factor activity","2/9","150/18870",0.00217846089259605,0.00757832854421514,0.00173445372990352,"3553/7124",2
"BP","GO:1903038","negative regulation of leukocyte cell-cell adhesion","2/9","152/18870",0.0022360301087165,0.00775662421893745,0.00177526030040828,"3586/7356",2
"BP","GO:0030183","B cell differentiation","2/9","153/18870",0.00226508531804615,0.00783528104383288,0.00179326250531749,"3569/3586",2
"BP","GO:0045807","positive regulation of endocytosis","2/9","155/18870",0.0023237362416572,0.00801558456391866,0.00183452861183463,"3553/7124",2
"BP","GO:0007043","cell-cell junction assembly","2/9","157/18870",0.00238310690921236,0.00819735373813104,0.00187613016293587,"3553/7124",2
"BP","GO:0008643","carbohydrate transport","2/9","159/18870",0.00244319620647062,0.00838057246241879,0.00191806347288344,"3553/7124",2
"BP","GO:0007254","JNK cascade","2/9","163/18870",0.00256552623855027,0.0087756719246232,0.00200848997417658,"3553/7124",2
"BP","GO:0070665","positive regulation of leukocyte proliferation","2/9","166/18870",0.002659151894348,0.00907066257294261,0.00207600454909624,"3553/3569",2
"BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","2/9","168/18870",0.00272246126557689,0.00926089316933081,0.00211954266776215,"3569/7124",2
"BP","GO:0034250","positive regulation of amide metabolic process","2/9","169/18870",0.00275438321569041,0.00931785837153671,0.00213258030618918,"3569/7124",2
"BP","GO:0051250","negative regulation of lymphocyte activation","2/9","169/18870",0.00275438321569041,0.00931785837153671,0.00213258030618918,"3586/7356",2
"BP","GO:0030856","regulation of epithelial cell differentiation","2/9","171/18870",0.00281876095274033,0.00948339301360309,0.00217046625632781,"3553/7124",2
"BP","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","2/9","171/18870",0.00281876095274033,0.00948339301360309,0.00217046625632781,"6403/7124",2
"BP","GO:0051048","negative regulation of secretion","2/9","172/18870",0.00285121646300894,0.00956637654801905,0.00218945871620186,"3553/7124",2
"BP","GO:1903034","regulation of response to wounding","2/9","173/18870",0.0028838495501071,0.00964950203687064,0.00220848366521898,"3586/7124",2
"BP","GO:0001837","epithelial to mesenchymal transition","2/9","178/18870",0.00304967380460815,0.0101766288914641,0.0023291273050068,"3553/3569",2
"BP","GO:0015718","monocarboxylic acid transport","2/9","179/18870",0.00308336945356601,0.0102611861489948,0.00234847994323813,"3553/7124",2
"BP","GO:0001936","regulation of endothelial cell proliferation","2/9","181/18870",0.00315129044704219,0.0104588774836968,0.0023937256027319,"3586/7124",2
"BP","GO:0045766","positive regulation of angiogenesis","2/9","185/18870",0.00328924736314047,0.0107991762427599,0.00247160985497763,"3553/3586",2
"BP","GO:1902107","positive regulation of leukocyte differentiation","2/9","185/18870",0.00328924736314047,0.0107991762427599,0.00247160985497763,"3586/7124",2
"BP","GO:1903708","positive regulation of hemopoiesis","2/9","185/18870",0.00328924736314047,0.0107991762427599,0.00247160985497763,"3586/7124",2
"BP","GO:1904018","positive regulation of vasculature development","2/9","185/18870",0.00328924736314047,0.0107991762427599,0.00247160985497763,"3553/3586",2
"BP","GO:0007565","female pregnancy","2/9","186/18870",0.00332417640045868,0.0107991762427599,0.00247160985497763,"3553/7356",2
"BP","GO:0032640","tumor necrosis factor production","2/9","186/18870",0.00332417640045868,0.0107991762427599,0.00247160985497763,"3569/3586",2
"BP","GO:0032680","regulation of tumor necrosis factor production","2/9","186/18870",0.00332417640045868,0.0107991762427599,0.00247160985497763,"3569/3586",2
"BP","GO:0032872","regulation of stress-activated MAPK cascade","2/9","186/18870",0.00332417640045868,0.0107991762427599,0.00247160985497763,"3553/7124",2
"BP","GO:0061138","morphogenesis of a branching epithelium","2/9","187/18870",0.00335928108641013,0.0108844252615083,0.00249112081675185,"3586/7124",2
"BP","GO:0046890","regulation of lipid biosynthetic process","2/9","189/18870",0.00343001685538051,0.0110552774236411,0.00253022378888409,"3553/7124",2
"BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","2/9","189/18870",0.00343001685538051,0.0110552774236411,0.00253022378888409,"3553/7124",2
"BP","GO:0071706","tumor necrosis factor superfamily cytokine production","2/9","191/18870",0.00350145357305722,0.0112265926572174,0.00256943274428,"3569/3586",2
"BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","2/9","191/18870",0.00350145357305722,0.0112265926572174,0.00256943274428,"3569/3586",2
"BP","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","2/9","196/18870",0.0036831048284788,0.0117782623160728,0.00269569350110702,"3553/7124",2
"BP","GO:0009746","response to hexose","2/9","198/18870",0.00375698624325762,0.0119833223551178,0.0027426256375934,"3383/7124",2
"BP","GO:0001935","endothelial cell proliferation","2/9","202/18870",0.00390683605813917,0.0123968854764726,0.00283727792063962,"3586/7124",2
"BP","GO:0002695","negative regulation of leukocyte activation","2/9","202/18870",0.00390683605813917,0.0123968854764726,0.00283727792063962,"3586/7356",2
"BP","GO:0001763","morphogenesis of a branching structure","2/9","203/18870",0.00394473250515839,0.0124848750420992,0.00285741611198397,"3586/7124",2
"BP","GO:0000302","response to reactive oxygen species","2/9","205/18870",0.00402104523783322,0.0126287558876194,0.00289034615291821,"3569/7356",2
"BP","GO:0016064","immunoglobulin mediated immune response","2/9","205/18870",0.00402104523783322,0.0126287558876194,0.00289034615291821,"3586/7124",2
"BP","GO:0022408","negative regulation of cell-cell adhesion","2/9","205/18870",0.00402104523783322,0.0126287558876194,0.00289034615291821,"3586/7356",2
"BP","GO:0034284","response to monosaccharide","2/9","206/18870",0.00405946125137756,0.0126845252333121,0.00290311009540059,"3383/7124",2
"BP","GO:0044703","multi-organism reproductive process","2/9","206/18870",0.00405946125137756,0.0126845252333121,0.00290311009540059,"3553/7356",2
"BP","GO:0019724","B cell mediated immunity","2/9","208/18870",0.00413681189310127,0.0128934137175847,0.00295091844899289,"3586/7124",2
"BP","GO:0019722","calcium-mediated signaling","2/9","210/18870",0.00421485311540956,0.0130703020851589,0.00299140292879945,"6403/7124",2
"BP","GO:0045732","positive regulation of protein catabolic process","2/9","210/18870",0.00421485311540956,0.0130703020851589,0.00299140292879945,"3553/7124",2
"BP","GO:0009612","response to mechanical stimulus","2/9","213/18870",0.00433320741260737,0.0133697957353815,0.00305994810676056,"3553/7124",2
"BP","GO:1901888","regulation of cell junction assembly","2/9","213/18870",0.00433320741260737,0.0133697957353815,0.00305994810676056,"3553/7124",2
"BP","GO:0045216","cell-cell junction organization","2/9","214/18870",0.00437300295970903,0.01345876600131,0.00308031075119987,"3553/7124",2
"BP","GO:0044706","multi-multicellular organism process","2/9","216/18870",0.00445310941332219,0.0136710458988991,0.00312889529830796,"3553/7356",2
"BP","GO:0050679","positive regulation of epithelial cell proliferation","2/9","218/18870",0.00453390211076241,0.0138498303283986,0.00316981373022666,"3586/7124",2
"BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade","2/9","218/18870",0.00453390211076241,0.0138498303283986,0.00316981373022666,"3383/7124",2
"BP","GO:0050866","negative regulation of cell activation","2/9","223/18870",0.00473887907614189,0.0141201749515648,0.00323168756391891,"3586/7356",2
"BP","GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","1/9","10/18870",0.00476038471494122,0.0141201749515648,0.00323168756391891,"3383",1
"BP","GO:0010572","positive regulation of platelet activation","1/9","10/18870",0.00476038471494122,0.0141201749515648,0.00323168756391891,"6403",1
"BP","GO:0042368","vitamin D biosynthetic process","1/9","10/18870",0.00476038471494122,0.0141201749515648,0.00323168756391891,"7124",1
"BP","GO:0044650","adhesion of symbiont to host cell","1/9","10/18870",0.00476038471494122,0.0141201749515648,0.00323168756391891,"3383",1
"BP","GO:0071803","positive regulation of podosome assembly","1/9","10/18870",0.00476038471494122,0.0141201749515648,0.00323168756391891,"7124",1
"BP","GO:0097050","type B pancreatic cell apoptotic process","1/9","10/18870",0.00476038471494122,0.0141201749515648,0.00323168756391891,"3569",1
"BP","GO:1901856","negative regulation of cellular respiration","1/9","10/18870",0.00476038471494122,0.0141201749515648,0.00323168756391891,"7124",1
"BP","GO:1903596","regulation of gap junction assembly","1/9","10/18870",0.00476038471494122,0.0141201749515648,0.00323168756391891,"3553",1
"BP","GO:1903799","negative regulation of miRNA processing","1/9","10/18870",0.00476038471494122,0.0141201749515648,0.00323168756391891,"3569",1
"BP","GO:2000347","positive regulation of hepatocyte proliferation","1/9","10/18870",0.00476038471494122,0.0141201749515648,0.00323168756391891,"7124",1
"BP","GO:2000659","regulation of interleukin-1-mediated signaling pathway","1/9","10/18870",0.00476038471494122,0.0141201749515648,0.00323168756391891,"3569",1
"BP","GO:0051403","stress-activated MAPK cascade","2/9","230/18870",0.00503300892398537,0.0148928553220579,0.00340853109119618,"3553/7124",2
"BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","2/9","231/18870",0.0050757072445127,0.0149830973467827,0.00342918480335246,"3569/7124",2
"BP","GO:0043523","regulation of neuron apoptotic process","2/9","232/18870",0.00511857510455442,0.015073405823484,0.0034498537243873,"3586/7124",2
"BP","GO:0032966","negative regulation of collagen biosynthetic process","1/9","11/18870",0.00523531348151396,0.0150914670312186,0.00345398739699587,"3569",1
"BP","GO:0034115","negative regulation of heterotypic cell-cell adhesion","1/9","11/18870",0.00523531348151396,0.0150914670312186,0.00345398739699587,"3586",1
"BP","GO:0070587","regulation of cell-cell adhesion involved in gastrulation","1/9","11/18870",0.00523531348151396,0.0150914670312186,0.00345398739699587,"3586",1
"BP","GO:0071609","chemokine (C-C motif) ligand 5 production","1/9","11/18870",0.00523531348151396,0.0150914670312186,0.00345398739699587,"3586",1
"BP","GO:0071649","regulation of chemokine (C-C motif) ligand 5 production","1/9","11/18870",0.00523531348151396,0.0150914670312186,0.00345398739699587,"3586",1
"BP","GO:1900222","negative regulation of amyloid-beta clearance","1/9","11/18870",0.00523531348151396,0.0150914670312186,0.00345398739699587,"7124",1
"BP","GO:1901731","positive regulation of platelet aggregation","1/9","11/18870",0.00523531348151396,0.0150914670312186,0.00345398739699587,"3569",1
"BP","GO:1902510","regulation of apoptotic DNA fragmentation","1/9","11/18870",0.00523531348151396,0.0150914670312186,0.00345398739699587,"3569",1
"BP","GO:2000343","positive regulation of chemokine (C-X-C motif) ligand 2 production","1/9","11/18870",0.00523531348151396,0.0150914670312186,0.00345398739699587,"7124",1
"BP","GO:0045861","negative regulation of proteolysis","2/9","235/18870",0.00524819457976363,0.0150931684870017,0.00345437680955722,"3586/7124",2
"BP","GO:0006909","phagocytosis","2/9","237/18870",0.00533545280162415,0.0153082617766226,0.00350360525832181,"3553/7124",2
"BP","GO:0031098","stress-activated protein kinase signaling cascade","2/9","238/18870",0.00537933508216187,0.0153981899321557,0.00352418713516678,"3553/7124",2
"BP","GO:0097529","myeloid leukocyte migration","2/9","242/18870",0.00555654887957701,0.0158640952070579,0.00363081897847117,"3553/3569",2
"BP","GO:0050807","regulation of synapse organization","2/9","244/18870",0.00564616471224342,0.0158640952070579,0.00363081897847117,"3586/7124",2
"BP","GO:0010459","negative regulation of heart rate","1/9","12/18870",0.00571004078299642,0.0158640952070579,0.00363081897847117,"7124",1
"BP","GO:0010713","negative regulation of collagen metabolic process","1/9","12/18870",0.00571004078299642,0.0158640952070579,0.00363081897847117,"3569",1
"BP","GO:0014854","response to inactivity","1/9","12/18870",0.00571004078299642,0.0158640952070579,0.00363081897847117,"3586",1
"BP","GO:0030656","regulation of vitamin metabolic process","1/9","12/18870",0.00571004078299642,0.0158640952070579,0.00363081897847117,"7124",1
"BP","GO:0032782","bile acid secretion","1/9","12/18870",0.00571004078299642,0.0158640952070579,0.00363081897847117,"7124",1
"BP","GO:0033083","regulation of immature T cell proliferation","1/9","12/18870",0.00571004078299642,0.0158640952070579,0.00363081897847117,"3553",1
"BP","GO:0033084","regulation of immature T cell proliferation in thymus","1/9","12/18870",0.00571004078299642,0.0158640952070579,0.00363081897847117,"3553",1
"BP","GO:0051798","positive regulation of hair follicle development","1/9","12/18870",0.00571004078299642,0.0158640952070579,0.00363081897847117,"7124",1
"BP","GO:0060965","negative regulation of miRNA-mediated gene silencing","1/9","12/18870",0.00571004078299642,0.0158640952070579,0.00363081897847117,"3569",1
"BP","GO:0070586","cell-cell adhesion involved in gastrulation","1/9","12/18870",0.00571004078299642,0.0158640952070579,0.00363081897847117,"3586",1
"BP","GO:1900121","negative regulation of receptor binding","1/9","12/18870",0.00571004078299642,0.0158640952070579,0.00363081897847117,"3586",1
"BP","GO:0045444","fat cell differentiation","2/9","248/18870",0.00582740890643563,0.0160810295215797,0.00368046878301198,"3569/7124",2
"BP","GO:0045930","negative regulation of mitotic cell cycle","2/9","248/18870",0.00582740890643563,0.0160810295215797,0.00368046878301198,"3586/7124",2
"BP","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","2/9","248/18870",0.00582740890643563,0.0160810295215797,0.00368046878301198,"6403/7124",2
"BP","GO:0050803","regulation of synapse structure or activity","2/9","250/18870",0.00591903513548865,0.016158825320094,0.00369827392462292,"3586/7124",2
"BP","GO:0042593","glucose homeostasis","2/9","251/18870",0.00596509881704235,0.016158825320094,0.00369827392462292,"3383/3569",2
"BP","GO:0050870","positive regulation of T cell activation","2/9","251/18870",0.00596509881704235,0.016158825320094,0.00369827392462292,"3553/3569",2
"BP","GO:0033500","carbohydrate homeostasis","2/9","252/18870",0.00601132936594628,0.016158825320094,0.00369827392462292,"3383/3569",2
"BP","GO:0002863","positive regulation of inflammatory response to antigenic stimulus","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"7124",1
"BP","GO:0031392","regulation of prostaglandin biosynthetic process","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3553",1
"BP","GO:0032306","regulation of prostaglandin secretion","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3553",1
"BP","GO:0032308","positive regulation of prostaglandin secretion","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3553",1
"BP","GO:0032494","response to peptidoglycan","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3569",1
"BP","GO:0033079","immature T cell proliferation","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3553",1
"BP","GO:0033080","immature T cell proliferation in thymus","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3553",1
"BP","GO:0035745","T-helper 2 cell cytokine production","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3569",1
"BP","GO:0042362","fat-soluble vitamin biosynthetic process","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"7124",1
"BP","GO:0044406","adhesion of symbiont to host","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3383",1
"BP","GO:0060149","negative regulation of post-transcriptional gene silencing","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3569",1
"BP","GO:0060670","branching involved in labyrinthine layer morphogenesis","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3586",1
"BP","GO:0060967","negative regulation of gene silencing by regulatory ncRNA","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3569",1
"BP","GO:0070486","leukocyte aggregation","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3553",1
"BP","GO:0071801","regulation of podosome assembly","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"7124",1
"BP","GO:0072683","T cell extravasation","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3383",1
"BP","GO:1900369","negative regulation of post-transcriptional gene silencing by regulatory ncRNA","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3569",1
"BP","GO:1903238","positive regulation of leukocyte tethering or rolling","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"6403",1
"BP","GO:1903377","negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3586",1
"BP","GO:1903624","regulation of DNA catabolic process","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3569",1
"BP","GO:2000551","regulation of T-helper 2 cell cytokine production","1/9","13/18870",0.00618456669417278,0.016158825320094,0.00369827392462292,"3569",1
"BP","GO:0001649","osteoblast differentiation","2/9","257/18870",0.00624498047084102,0.0162820297626174,0.00372647175263058,"3569/7124",2
"BP","GO:0048762","mesenchymal cell differentiation","2/9","262/18870",0.00648278334942754,0.0168305664970339,0.0038520154763484,"3553/3569",2
"BP","GO:0090068","positive regulation of cell cycle process","2/9","262/18870",0.00648278334942754,0.0168305664970339,0.0038520154763484,"3553/7124",2
"BP","GO:0043122","regulation of canonical NF-kappaB signal transduction","2/9","265/18870",0.00662745104165357,0.0171069424767264,0.00391526970794271,"3553/7124",2
"BP","GO:0030213","hyaluronan biosynthetic process","1/9","14/18870",0.00665889128980068,0.0171069424767264,0.00391526970794271,"3553",1
"BP","GO:0042994","cytoplasmic sequestering of transcription factor","1/9","14/18870",0.00665889128980068,0.0171069424767264,0.00391526970794271,"3586",1
"BP","GO:0045348","positive regulation of MHC class II biosynthetic process","1/9","14/18870",0.00665889128980068,0.0171069424767264,0.00391526970794271,"3586",1
"BP","GO:0061043","regulation of vascular wound healing","1/9","14/18870",0.00665889128980068,0.0171069424767264,0.00391526970794271,"7124",1
"BP","GO:0032868","response to insulin","2/9","269/18870",0.00682265085672283,0.0174910548059616,0.00400318158168332,"3553/3586",2
"BP","GO:0140014","mitotic nuclear division","2/9","274/18870",0.00707035054771532,0.01802333741479,0.00412500522008308,"3553/7124",2
"BP","GO:0032725","positive regulation of granulocyte macrophage colony-stimulating factor production","1/9","15/18870",0.00713301464461558,0.01802333741479,0.00412500522008308,"3553",1
"BP","GO:0050966","detection of mechanical stimulus involved in sensory perception of pain","1/9","15/18870",0.00713301464461558,0.01802333741479,0.00412500522008308,"7124",1
"BP","GO:0071639","positive regulation of monocyte chemotactic protein-1 production","1/9","15/18870",0.00713301464461558,0.01802333741479,0.00412500522008308,"3553",1
"BP","GO:1902065","response to L-glutamate","1/9","15/18870",0.00713301464461558,0.01802333741479,0.00412500522008308,"7124",1
"BP","GO:1902563","regulation of neutrophil activation","1/9","15/18870",0.00713301464461558,0.01802333741479,0.00412500522008308,"7124",1
"BP","GO:2001279","regulation of unsaturated fatty acid biosynthetic process","1/9","15/18870",0.00713301464461558,0.01802333741479,0.00412500522008308,"3553",1
"BP","GO:0018108","peptidyl-tyrosine phosphorylation","2/9","276/18870",0.00717057813206553,0.0180810471174055,0.00413821325248351,"3569/7124",2
"BP","GO:0018212","peptidyl-tyrosine modification","2/9","278/18870",0.00727145997230183,0.0182231690734421,0.00417074073599267,"3569/7124",2
"BP","GO:0042113","B cell activation","2/9","278/18870",0.00727145997230183,0.0182231690734421,0.00417074073599267,"3569/3586",2
"BP","GO:0051402","neuron apoptotic process","2/9","278/18870",0.00727145997230183,0.0182231690734421,0.00417074073599267,"3586/7124",2
"BP","GO:0045860","positive regulation of protein kinase activity","2/9","282/18870",0.00747518222123511,0.0184246911860514,0.00421686314647327,"3553/7124",2
"BP","GO:0010715","regulation of extracellular matrix disassembly","1/9","16/18870",0.00760693683332903,0.0184246911860514,0.00421686314647327,"3569",1
"BP","GO:0010958","regulation of amino acid import across plasma membrane","1/9","16/18870",0.00760693683332903,0.0184246911860514,0.00421686314647327,"7124",1
"BP","GO:0031645","negative regulation of nervous system process","1/9","16/18870",0.00760693683332903,0.0184246911860514,0.00421686314647327,"7124",1
"BP","GO:0034112","positive regulation of homotypic cell-cell adhesion","1/9","16/18870",0.00760693683332903,0.0184246911860514,0.00421686314647327,"3569",1
"BP","GO:0035729","cellular response to hepatocyte growth factor stimulus","1/9","16/18870",0.00760693683332903,0.0184246911860514,0.00421686314647327,"3586",1
