edge,protein
"['ICD9 366', 'ICD9 585']",218
"['ICD9 366', 'ICD9 585']",231
"['ICD9 366', 'ICD9 585']",472
"['ICD9 366', 'ICD9 585']",490
"['ICD9 366', 'ICD9 585']",631
"['ICD9 366', 'ICD9 585']",1280
"['ICD9 366', 'ICD9 585']",1409
"['ICD9 366', 'ICD9 585']",1410
"['ICD9 366', 'ICD9 585']",1411
"['ICD9 366', 'ICD9 585']",1412
"['ICD9 366', 'ICD9 585']",1414
"['ICD9 366', 'ICD9 585']",1415
"['ICD9 366', 'ICD9 585']",1417
"['ICD9 366', 'ICD9 585']",1420
"['ICD9 366', 'ICD9 585']",1421
"['ICD9 366', 'ICD9 585']",1427
"['ICD9 366', 'ICD9 585']",1717
"['ICD9 366', 'ICD9 585']",1969
"['ICD9 366', 'ICD9 585']",2074
"['ICD9 366', 'ICD9 585']",2584
"['ICD9 366', 'ICD9 585']",2592
"['ICD9 366', 'ICD9 585']",2700
"['ICD9 366', 'ICD9 585']",2703
"['ICD9 366', 'ICD9 585']",3299
"['ICD9 366', 'ICD9 585']",3982
"['ICD9 366', 'ICD9 585']",4094
"['ICD9 366', 'ICD9 585']",4284
"['ICD9 366', 'ICD9 585']",4627
"['ICD9 366', 'ICD9 585']",4810
"['ICD9 366', 'ICD9 585']",5080
"['ICD9 366', 'ICD9 585']",5308
"['ICD9 366', 'ICD9 585']",5309
"['ICD9 366', 'ICD9 585']",6309
"['ICD9 366', 'ICD9 585']",6513
"['ICD9 366', 'ICD9 585']",7431
"['ICD9 366', 'ICD9 585']",7466
"['ICD9 366', 'ICD9 585']",8419
"['ICD9 366', 'ICD9 585']",8671
"['ICD9 366', 'ICD9 585']",9197
"['ICD9 366', 'ICD9 585']",23424
"['ICD9 366', 'ICD9 585']",23761
"['ICD9 366', 'ICD9 585']",26007
"['ICD9 366', 'ICD9 585']",26173
"['ICD9 366', 'ICD9 585']",27151
"['ICD9 366', 'ICD9 585']",57447
"['ICD9 366', 'ICD9 585']",79443
"['ICD9 366', 'ICD9 585']",80781
"['ICD9 366', 'ICD9 585']",146862
