edge,protein
"['ICD9 428', 'ICD9 079']",31
"['ICD9 428', 'ICD9 079']",35
"['ICD9 428', 'ICD9 079']",47
"['ICD9 428', 'ICD9 079']",146
"['ICD9 428', 'ICD9 079']",152
"['ICD9 428', 'ICD9 079']",153
"['ICD9 428', 'ICD9 079']",155
"['ICD9 428', 'ICD9 079']",156
"['ICD9 428', 'ICD9 079']",183
"['ICD9 428', 'ICD9 079']",185
"['ICD9 428', 'ICD9 079']",213
"['ICD9 428', 'ICD9 079']",246
"['ICD9 428', 'ICD9 079']",325
"['ICD9 428', 'ICD9 079']",341
"['ICD9 428', 'ICD9 079']",478
"['ICD9 428', 'ICD9 079']",487
"['ICD9 428', 'ICD9 079']",488
"['ICD9 428', 'ICD9 079']",551
"['ICD9 428', 'ICD9 079']",554
"['ICD9 428', 'ICD9 079']",687
"['ICD9 428', 'ICD9 079']",847
"['ICD9 428', 'ICD9 079']",994
"['ICD9 428', 'ICD9 079']",1149
"['ICD9 428', 'ICD9 079']",1282
"['ICD9 428', 'ICD9 079']",1291
"['ICD9 428', 'ICD9 079']",1295
"['ICD9 428', 'ICD9 079']",1401
"['ICD9 428', 'ICD9 079']",1431
"['ICD9 428', 'ICD9 079']",1437
"['ICD9 428', 'ICD9 079']",1440
"['ICD9 428', 'ICD9 079']",1490
"['ICD9 428', 'ICD9 079']",1536
"['ICD9 428', 'ICD9 079']",1636
"['ICD9 428', 'ICD9 079']",1675
"['ICD9 428', 'ICD9 079']",1906
"['ICD9 428', 'ICD9 079']",1909
"['ICD9 428', 'ICD9 079']",1910
"['ICD9 428', 'ICD9 079']",2004
"['ICD9 428', 'ICD9 079']",2053
"['ICD9 428', 'ICD9 079']",2194
"['ICD9 428', 'ICD9 079']",2273
"['ICD9 428', 'ICD9 079']",2628
"['ICD9 428', 'ICD9 079']",2641
"['ICD9 428', 'ICD9 079']",2660
"['ICD9 428', 'ICD9 079']",2879
"['ICD9 428', 'ICD9 079']",2920
"['ICD9 428', 'ICD9 079']",2921
"['ICD9 428', 'ICD9 079']",2932
"['ICD9 428', 'ICD9 079']",3084
"['ICD9 428', 'ICD9 079']",3091
"['ICD9 428', 'ICD9 079']",3162
"['ICD9 428', 'ICD9 079']",3315
"['ICD9 428', 'ICD9 079']",3357
"['ICD9 428', 'ICD9 079']",3458
"['ICD9 428', 'ICD9 079']",3553
"['ICD9 428', 'ICD9 079']",3569
"['ICD9 428', 'ICD9 079']",3576
"['ICD9 428', 'ICD9 079']",3630
"['ICD9 428', 'ICD9 079']",3688
"['ICD9 428', 'ICD9 079']",4306
"['ICD9 428', 'ICD9 079']",4624
"['ICD9 428', 'ICD9 079']",4625
"['ICD9 428', 'ICD9 079']",4780
"['ICD9 428', 'ICD9 079']",4843
"['ICD9 428', 'ICD9 079']",4846
"['ICD9 428', 'ICD9 079']",4878
"['ICD9 428', 'ICD9 079']",4879
"['ICD9 428', 'ICD9 079']",4881
"['ICD9 428', 'ICD9 079']",4973
"['ICD9 428', 'ICD9 079']",5037
"['ICD9 428', 'ICD9 079']",5054
"['ICD9 428', 'ICD9 079']",5105
"['ICD9 428', 'ICD9 079']",5156
"['ICD9 428', 'ICD9 079']",5170
"['ICD9 428', 'ICD9 079']",5294
"['ICD9 428', 'ICD9 079']",5327
"['ICD9 428', 'ICD9 079']",5349
"['ICD9 428', 'ICD9 079']",5443
"['ICD9 428', 'ICD9 079']",5444
"['ICD9 428', 'ICD9 079']",5468
"['ICD9 428', 'ICD9 079']",5502
"['ICD9 428', 'ICD9 079']",5577
"['ICD9 428', 'ICD9 079']",5609
"['ICD9 428', 'ICD9 079']",5617
"['ICD9 428', 'ICD9 079']",5741
"['ICD9 428', 'ICD9 079']",5742
"['ICD9 428', 'ICD9 079']",5743
"['ICD9 428', 'ICD9 079']",5774
"['ICD9 428', 'ICD9 079']",5879
"['ICD9 428', 'ICD9 079']",5950
"['ICD9 428', 'ICD9 079']",5972
"['ICD9 428', 'ICD9 079']",6347
"['ICD9 428', 'ICD9 079']",6422
"['ICD9 428', 'ICD9 079']",6548
"['ICD9 428', 'ICD9 079']",6647
"['ICD9 428', 'ICD9 079']",6648
"['ICD9 428', 'ICD9 079']",6649
"['ICD9 428', 'ICD9 079']",6659
"['ICD9 428', 'ICD9 079']",7097
"['ICD9 428', 'ICD9 079']",7124
"['ICD9 428', 'ICD9 079']",7132
"['ICD9 428', 'ICD9 079']",7139
"['ICD9 428', 'ICD9 079']",7350
"['ICD9 428', 'ICD9 079']",7422
"['ICD9 428', 'ICD9 079']",7450
"['ICD9 428', 'ICD9 079']",7498
"['ICD9 428', 'ICD9 079']",8073
"['ICD9 428', 'ICD9 079']",8204
"['ICD9 428', 'ICD9 079']",8804
"['ICD9 428', 'ICD9 079']",8862
"['ICD9 428', 'ICD9 079']",9370
"['ICD9 428', 'ICD9 079']",9464
"['ICD9 428', 'ICD9 079']",9475
"['ICD9 428', 'ICD9 079']",9518
"['ICD9 428', 'ICD9 079']",10345
"['ICD9 428', 'ICD9 079']",10516
"['ICD9 428', 'ICD9 079']",10891
"['ICD9 428', 'ICD9 079']",11034
"['ICD9 428', 'ICD9 079']",11152
"['ICD9 428', 'ICD9 079']",23129
"['ICD9 428', 'ICD9 079']",23411
"['ICD9 428', 'ICD9 079']",25805
"['ICD9 428', 'ICD9 079']",25959
"['ICD9 428', 'ICD9 079']",26037
"['ICD9 428', 'ICD9 079']",26471
"['ICD9 428', 'ICD9 079']",27035
"['ICD9 428', 'ICD9 079']",50507
"['ICD9 428', 'ICD9 079']",51571
"['ICD9 428', 'ICD9 079']",51738
"['ICD9 428', 'ICD9 079']",55040
"['ICD9 428', 'ICD9 079']",56672
"['ICD9 428', 'ICD9 079']",56729
"['ICD9 428', 'ICD9 079']",57057
"['ICD9 428', 'ICD9 079']",57817
"['ICD9 428', 'ICD9 079']",64231
"['ICD9 428', 'ICD9 079']",79071
"['ICD9 428', 'ICD9 079']",81608
"['ICD9 428', 'ICD9 079']",84148
"['ICD9 428', 'ICD9 079']",90226
"['ICD9 428', 'ICD9 079']",113791
"['ICD9 428', 'ICD9 079']",200539
