edge,protein
"['ICD9 426', 'ICD9 294']",287
"['ICD9 426', 'ICD9 294']",1482
"['ICD9 426', 'ICD9 294']",1543
"['ICD9 426', 'ICD9 294']",2697
"['ICD9 426', 'ICD9 294']",2771
"['ICD9 426', 'ICD9 294']",3753
"['ICD9 426', 'ICD9 294']",3757
"['ICD9 426', 'ICD9 294']",3759
"['ICD9 426', 'ICD9 294']",3762
"['ICD9 426', 'ICD9 294']",3784
"['ICD9 426', 'ICD9 294']",4000
"['ICD9 426', 'ICD9 294']",5443
"['ICD9 426', 'ICD9 294']",5728
"['ICD9 426', 'ICD9 294']",6262
"['ICD9 426', 'ICD9 294']",6324
"['ICD9 426', 'ICD9 294']",6330
"['ICD9 426', 'ICD9 294']",6331
"['ICD9 426', 'ICD9 294']",9992
"['ICD9 426', 'ICD9 294']",10008
"['ICD9 426', 'ICD9 294']",11216
"['ICD9 426', 'ICD9 294']",51422
"['ICD9 426', 'ICD9 294']",54795
"['ICD9 426', 'ICD9 294']",78987
