edge,protein
"['ICD9 332', 'ICD9 519']",105
"['ICD9 332', 'ICD9 519']",126
"['ICD9 332', 'ICD9 519']",142
"['ICD9 332', 'ICD9 519']",199
"['ICD9 332', 'ICD9 519']",216
"['ICD9 332', 'ICD9 519']",478
"['ICD9 332', 'ICD9 519']",590
"['ICD9 332', 'ICD9 519']",627
"['ICD9 332', 'ICD9 519']",683
"['ICD9 332', 'ICD9 519']",1269
"['ICD9 332', 'ICD9 519']",1356
"['ICD9 332', 'ICD9 519']",1565
"['ICD9 332', 'ICD9 519']",1571
"['ICD9 332', 'ICD9 519']",1639
"['ICD9 332', 'ICD9 519']",1644
"['ICD9 332', 'ICD9 519']",1728
"['ICD9 332', 'ICD9 519']",1812
"['ICD9 332', 'ICD9 519']",1813
"['ICD9 332', 'ICD9 519']",1906
"['ICD9 332', 'ICD9 519']",2026
"['ICD9 332', 'ICD9 519']",2203
"['ICD9 332', 'ICD9 519']",2208
"['ICD9 332', 'ICD9 519']",2244
"['ICD9 332', 'ICD9 519']",2580
"['ICD9 332', 'ICD9 519']",2629
"['ICD9 332', 'ICD9 519']",2668
"['ICD9 332', 'ICD9 519']",2670
"['ICD9 332', 'ICD9 519']",2747
"['ICD9 332', 'ICD9 519']",2876
"['ICD9 332', 'ICD9 519']",2936
"['ICD9 332', 'ICD9 519']",2941
"['ICD9 332', 'ICD9 519']",2944
"['ICD9 332', 'ICD9 519']",2950
"['ICD9 332', 'ICD9 519']",3047
"['ICD9 332', 'ICD9 519']",3077
"['ICD9 332', 'ICD9 519']",3082
"['ICD9 332', 'ICD9 519']",3122
"['ICD9 332', 'ICD9 519']",3127
"['ICD9 332', 'ICD9 519']",3162
"['ICD9 332', 'ICD9 519']",3303
"['ICD9 332', 'ICD9 519']",3313
"['ICD9 332', 'ICD9 519']",3480
"['ICD9 332', 'ICD9 519']",3481
"['ICD9 332', 'ICD9 519']",3482
"['ICD9 332', 'ICD9 519']",3569
"['ICD9 332', 'ICD9 519']",3630
"['ICD9 332', 'ICD9 519']",3643
"['ICD9 332', 'ICD9 519']",3761
"['ICD9 332', 'ICD9 519']",4099
"['ICD9 332', 'ICD9 519']",4128
"['ICD9 332', 'ICD9 519']",4129
"['ICD9 332', 'ICD9 519']",4133
"['ICD9 332', 'ICD9 519']",4137
"['ICD9 332', 'ICD9 519']",4217
"['ICD9 332', 'ICD9 519']",4524
"['ICD9 332', 'ICD9 519']",4680
"['ICD9 332', 'ICD9 519']",4803
"['ICD9 332', 'ICD9 519']",4842
"['ICD9 332', 'ICD9 519']",4843
"['ICD9 332', 'ICD9 519']",4929
"['ICD9 332', 'ICD9 519']",5071
"['ICD9 332', 'ICD9 519']",5173
"['ICD9 332', 'ICD9 519']",5243
"['ICD9 332', 'ICD9 519']",5368
"['ICD9 332', 'ICD9 519']",5428
"['ICD9 332', 'ICD9 519']",5444
"['ICD9 332', 'ICD9 519']",5580
"['ICD9 332', 'ICD9 519']",5617
"['ICD9 332', 'ICD9 519']",5819
"['ICD9 332', 'ICD9 519']",5997
"['ICD9 332', 'ICD9 519']",6128
"['ICD9 332', 'ICD9 519']",6147
"['ICD9 332', 'ICD9 519']",6202
"['ICD9 332', 'ICD9 519']",6311
"['ICD9 332', 'ICD9 519']",6469
"['ICD9 332', 'ICD9 519']",6531
"['ICD9 332', 'ICD9 519']",6571
"['ICD9 332', 'ICD9 519']",6622
"['ICD9 332', 'ICD9 519']",6647
"['ICD9 332', 'ICD9 519']",6648
"['ICD9 332', 'ICD9 519']",6888
"['ICD9 332', 'ICD9 519']",6908
"['ICD9 332', 'ICD9 519']",7019
"['ICD9 332', 'ICD9 519']",7054
"['ICD9 332', 'ICD9 519']",7124
"['ICD9 332', 'ICD9 519']",7226
"['ICD9 332', 'ICD9 519']",8575
"['ICD9 332', 'ICD9 519']",8854
"['ICD9 332', 'ICD9 519']",9045
"['ICD9 332', 'ICD9 519']",9112
"['ICD9 332', 'ICD9 519']",9529
"['ICD9 332', 'ICD9 519']",9623
"['ICD9 332', 'ICD9 519']",9627
"['ICD9 332', 'ICD9 519']",10059
"['ICD9 332', 'ICD9 519']",10891
"['ICD9 332', 'ICD9 519']",11315
"['ICD9 332', 'ICD9 519']",23317
"['ICD9 332', 'ICD9 519']",23400
"['ICD9 332', 'ICD9 519']",26047
"['ICD9 332', 'ICD9 519']",27429
"['ICD9 332', 'ICD9 519']",29058
"['ICD9 332', 'ICD9 519']",54541
"['ICD9 332', 'ICD9 519']",54892
"['ICD9 332', 'ICD9 519']",55532
"['ICD9 332', 'ICD9 519']",55737
"['ICD9 332', 'ICD9 519']",65018
"['ICD9 332', 'ICD9 519']",120892
"['ICD9 332', 'ICD9 519']",144195
"['ICD9 332', 'ICD9 519']",154791
"['ICD9 332', 'ICD9 519']",374946
