OMIMID,geneID
109720,"[213, 643, 915, 941, 954, 1003, 1244, 1432, 3091, 3385, 3484, 3575, 3592, 3593, 3594, 3627, 3663, 3855, 4015, 4017, 4283, 4780, 4790, 4843, 4846, 5244, 5450, 5970, 6352, 6522, 6689, 6775, 7040, 7132, 7297, 9429, 9817, 9966, 10412, 10537, 23274, 23534, 79258, 114757, 123264, 163486, 200931]"
109730,"[207, 1482, 4091, 4851, 6574, 7157, 140628]"
109740,[158326]
109800,"[9, 10, 43, 267, 290, 330, 355, 360, 387, 472, 513, 675, 688, 898, 999, 1026, 1029, 1387, 1440, 1463, 1580, 1728, 1890, 1956, 2026, 2033, 2065, 2068, 2072, 2099, 2100, 2175, 2176, 2186, 2261, 2475, 2735, 2876, 2944, 2950, 2954, 3149, 3205, 3265, 3440, 3456, 3479, 3486, 3488, 3558, 3576, 3670, 3845, 3868, 3908, 3978, 4016, 4108, 4194, 4297, 4313, 4318, 4353, 4489, 4502, 4504, 4524, 4609, 4851, 4853, 5423, 5447, 5533, 5646, 5690, 5743, 5819, 5925, 6573, 6648, 6657, 6714, 7015, 7037, 7077, 7124, 7157, 7248, 7364, 7403, 7442, 7799, 7874, 8000, 8085, 8243, 8289, 8314, 8320, 8821, 8836, 9582, 9611, 9649, 9700, 9759, 10460, 10723, 10735, 10979, 11186, 26259, 26986, 27127, 50807, 51479, 55252, 57412, 58508, 79366, 79718, 81037, 84171, 84181, 84966, 119391, 140767, 146177, 225689, 255022, 341568, 374887, 389289, 406892, 406937, 407026, 407041, 407055, 693120, 693124, 100422979]"
109820,[]
110100,[668]
110450,[]
111150,[10661]
111400,[]
111620,[]
112010,[6521]
112050,[6521]
112200,[7010]
112240,[5034]
112250,[4507]
112310,[2317]
112410,[5139]
112500,"[658, 3549, 8200]"
112600,"[650, 658, 1758, 8200]"
112800,[]
113000,[4920]
113100,"[658, 1758, 8200]"
113200,[3239]
113300,"[3239, 9759]"
113475,[]
113500,[59341]
113600,[]
113620,"[2138, 6495, 7020, 147912]"
113650,"[2138, 6495, 7020, 147912]"
113700,[5792]
113705,[]
113750,[283652]
113800,"[2068, 2707, 3848, 3858, 127534]"
113900,"[1482, 6324, 6331, 54795]"
113970,"[25, 387, 581, 613, 861, 1029, 2120, 2322, 2625, 3107, 3131, 3399, 3492, 4297, 4299, 4609, 5079, 5087, 5091, 5156, 5295, 5305, 5979, 6597, 6929, 7157, 8289, 10320, 10672, 10693, 10841, 26053, 27086, 27113, 27164, 53947]"
114000,[1277]
114030,[]
114290,[6662]
114300,[63895]
114480,"[10, 21, 24, 25, 34, 43, 50, 59, 90, 95, 102, 103, 142, 148, 174, 182, 196, 207, 208, 226, 238, 267, 286, 287, 318, 325, 329, 332, 343, 346, 353, 357, 367, 369, 374, 375, 396, 435, 472, 489, 533, 540, 554, 573, 580, 581, 590, 595, 596, 597, 633, 643, 649, 650, 652, 659, 672, 673, 675, 695, 708, 713, 741, 840, 841, 847, 857, 865, 898, 902, 914, 958, 972, 978, 987, 996, 999, 1000, 1003, 1008, 1027, 1029, 1031, 1040, 1063, 1072, 1073, 1111, 1144, 1180, 1192, 1260, 1269, 1294, 1301, 1310, 1312, 1364, 1374, 1386, 1394, 1406, 1409, 1435, 1436, 1437, 1440, 1453, 1472, 1474, 1499, 1523, 1543, 1545, 1565, 1576, 1586, 1588, 1591, 1608, 1627, 1649, 1654, 1662, 1674, 1719, 1728, 1735, 1756, 1770, 1776, 1786, 1788, 1789, 1798, 1806, 1825, 1857, 1869, 1894, 1902, 1909, 1910, 1933, 1938, 1942, 1950, 1956, 1974, 1983, 1990, 2004, 2023, 2028, 2033, 2050, 2057, 2063, 2064, 2065, 2066, 2069, 2071, 2074, 2091, 2099, 2100, 2101, 2114, 2118, 2122, 2146, 2152, 2166, 2167, 2173, 2194, 2202, 2218, 2248, 2249, 2255, 2260, 2263, 2274, 2305, 2316, 2317, 2321, 2335, 2350, 2353, 2475, 2521, 2538, 2549, 2557, 2568, 2625, 2662, 2697, 2735, 2771, 2804, 2817, 2821, 2831, 2837, 2852, 2876, 2877, 2879, 2886, 2898, 2899, 2906, 2916, 2920, 2921, 2934, 2950, 2956, 2957, 2977, 2986, 3002, 3006, 3014, 3032, 3069, 3084, 3087, 3090, 3091, 3101, 3141, 3161, 3162, 3169, 3190, 3191, 3200, 3201, 3219, 3237, 3240, 3265, 3273, 3280, 3290, 3304, 3320, 3381, 3394, 3431, 3440, 3456, 3458, 3476, 3479, 3480, 3488, 3490, 3551, 3553, 3569, 3576, 3586, 3620, 3680, 3692, 3714, 3725, 3741, 3756, 3758, 3772, 3791, 3815, 3841, 3845, 3852, 3856, 3861, 3875, 3895, 3908, 3925, 3945, 3952, 3953, 3957, 3973, 3991, 3993, 3996, 4007, 4017, 4046, 4072, 4100, 4103, 4118, 4123, 4128, 4193, 4194, 4211, 4214, 4240, 4253, 4282, 4283, 4288, 4292, 4299, 4311, 4312, 4313, 4314, 4318, 4319, 4323, 4361, 4363, 4436, 4440, 4485, 4504, 4524, 4548, 4595, 4619, 4627, 4654, 4660, 4683, 4695, 4696, 4702, 4722, 4734, 4763, 4771, 4792, 4802, 4810, 4829, 4835, 4843, 4846, 4851, 4853, 4854, 4855, 4897, 4904, 4919, 4928, 4948, 5002, 5047, 5055, 5058, 5100, 5138, 5154, 5170, 5174, 5187, 5199, 5205, 5210, 5241, 5243, 5245, 5257, 5268, 5270, 5290, 5291, 5292, 5300, 5321, 5338, 5351, 5358, 5364, 5395, 5407, 5429, 5435, 5451, 5464, 5506, 5562, 5563, 5609, 5625, 5631, 5638, 5655, 5728, 5742, 5743, 5744, 5784, 5788, 5789, 5819, 5880, 5888, 5889, 5890, 5892, 5894, 5902, 5909, 5914, 5915, 5916, 5924, 5925, 5935, 5965, 5970, 5984, 5990, 5997, 6007, 6091, 6147, 6160, 6181, 6191, 6194, 6197, 6199, 6201, 6202, 6203, 6236, 6249, 6257, 6338, 6342, 6364, 6387, 6416, 6422, 6423, 6425, 6426, 6470, 6492, 6499, 6504, 6513, 6514, 6518, 6528, 6531, 6547, 6549, 6591, 6602, 6615, 6623, 6648, 6653, 6683, 6696, 6709, 6714, 6721, 6772, 6774, 6775, 6776, 6790, 6811, 6817, 6834, 6916, 6926, 6935, 6944, 6950, 7007, 7010, 7015, 7016, 7020, 7025, 7037, 7052, 7057, 7059, 7087, 7090, 7092, 7106, 7124, 7145, 7150, 7153, 7157, 7158, 7159, 7161, 7171, 7179, 7223, 7267, 7295, 7298, 7348, 7355, 7372, 7421, 7423, 7424, 7431, 7450, 7453, 7468, 7480, 7490, 7494, 7498, 7516, 7517, 7570, 7627, 7818, 7852, 7913, 7916, 7923, 7980, 8021, 8029, 8038, 8065, 8076, 8085, 8087, 8202, 8204, 8289, 8291, 8314, 8320, 8347, 8359, 8412, 8438, 8493, 8518, 8526, 8528, 8542, 8563, 8614, 8636, 8648, 8743, 8821, 8863, 8864, 8871, 8886, 8887, 8894, 8897, 8899, 8907, 8914, 8924, 8997, 9048, 9055, 9056, 9064, 9076, 9118, 9123, 9136, 9152, 9154, 9156, 9175, 9185, 9208, 9260, 9282, 9381, 9411, 9429, 9462, 9472, 9473, 9510, 9540, 9563, 9564, 9576, 9582, 9590, 9611, 9623, 9635, 9647, 9668, 9726, 9744, 9754, 9759, 9801, 9811, 9817, 9821, 9824, 9839, 9877, 9884, 9901, 9908, 9940, 9968, 9986, 10010, 10016, 10045, 10058, 10111, 10139, 10142, 10160, 10178, 10236, 10270, 10276, 10297, 10318, 10343, 10371, 10381, 10397, 10413, 10457, 10468, 10480, 10481, 10499, 10537, 10542, 10551, 10558, 10564, 10579, 10580, 10599, 10660, 10712, 10855, 10916, 10940, 11009, 11018, 11041, 11065, 11067, 11118, 11129, 11179, 11188, 11193, 11194, 11200, 11227, 11250, 11309, 22795, 22843, 22844, 22878, 22891, 22943, 22948, 22982, 23008, 23013, 23033, 23054, 23061, 23101, 23127, 23136, 23152, 23163, 23174, 23179, 23210, 23224, 23236, 23245, 23301, 23339, 23345, 23352, 23387, 23406, 23411, 23456, 23462, 23493, 23499, 23503, 23522, 23528, 23650, 23673, 23678, 23705, 24149, 25800, 25824, 25836, 26037, 26038, 26040, 26060, 26088, 26092, 26150, 26227, 26269, 26280, 26286, 26504, 26508, 26528, 26986, 27037, 27098, 27246, 27250, 27255, 27324, 27333, 27340, 28316, 28514, 28957, 28998, 29072, 29789, 29942, 30818, 30849, 50485, 50618, 50649, 50838, 50943, 51076, 51081, 51112, 51129, 51167, 51176, 51182, 51314, 51350, 51361, 51388, 51433, 51438, 51466, 51533, 51535, 51564, 51649, 51692, 51702, 51741, 51763, 51804, 53335, 54210, 54437, 54475, 54498, 54567, 54584, 54600, 54848, 54929, 54995, 55005, 55110, 55140, 55146, 55183, 55193, 55197, 55205, 55206, 55214, 55245, 55248, 55254, 55294, 55342, 55554, 55613, 55614, 55728, 55734, 55746, 55760, 55809, 55818, 55876, 55959, 56100, 56121, 56180, 56287, 56666, 56929, 56942, 56945, 56946, 57084, 57178, 57192, 57452, 57492, 57535, 57554, 57561, 57595, 57643, 57692, 57724, 58189, 58505, 59352, 60487, 60561, 60626, 63035, 63926, 63939, 63943, 63967, 64411, 64755, 64778, 64780, 64881, 65005, 65059, 65125, 79068, 79072, 79648, 79659, 79677, 79694, 79723, 79728, 79759, 79770, 79813, 79836, 79842, 80018, 80230, 80304, 80306, 80324, 80332, 80774, 80818, 80863, 81031, 81037, 81494, 81628, 81797, 83416, 83439, 83479, 83548, 83729, 83734, 83741, 83990, 84033, 84075, 84142, 84146, 84166, 84215, 84258, 84273, 84376, 84445, 84456, 84464, 84541, 84680, 84725, 84804, 84866, 84870, 84899, 85236, 85377, 90353, 90355, 90529, 90853, 91074, 91179, 91289, 91433, 91608, 91653, 91801, 92014, 92140, 92270, 92483, 93587, 94005, 94234, 113179, 113510, 113828, 114571, 114815, 114885, 115352, 116113, 116135, 116986, 117156, 120526, 124989, 125228, 126205, 126248, 127707, 127795, 128218, 130540, 130872, 131408, 131965, 132112, 132671, 133522, 134218, 134510, 135228, 136647, 137872, 138046, 138883, 145447, 146862, 147463, 148022, 148266, 148789, 149563, 150483, 151636, 151647, 152273, 157680, 158056, 159195, 160897, 161424, 164656, 164781, 165904, 167465, 170575, 171019, 196403, 200035, 200315, 203328, 219749, 220929, 221074, 221078, 221393, 221458, 221687, 221749, 221914, 222389, 252983, 253012, 254122, 256714, 256957, 257044, 259173, 259282, 267004, 282973, 283120, 283310, 283849, 284119, 284615, 284996, 286053, 317772, 337975, 337977, 338321, 338323, 339327, 339976, 340205, 342908, 343450, 345274, 348180, 348654, 348793, 374955, 374977, 375444, 378938, 386681, 387119, 388387, 389197, 389400, 400224, 400500, 404037, 404281, 406894, 406902, 406903, 406913, 406914, 406921, 406933, 406937, 406938, 406943, 406984, 406985, 406988, 406989, 406996, 407006, 407007, 407013, 407021, 407027, 442909, 442910, 474170, 554202, 554210, 574442, 644246, 645249, 647979, 100128252, 100144748, 100506658]"
114500,"[19, 21, 24, 31, 105, 114, 125, 134, 140, 142, 207, 217, 225, 270, 287, 324, 332, 338, 368, 405, 529, 540, 595, 596, 650, 652, 654, 657, 668, 673, 678, 688, 699, 701, 782, 783, 790, 811, 827, 841, 862, 863, 894, 928, 999, 1003, 1005, 1036, 1080, 1105, 1244, 1272, 1281, 1288, 1294, 1363, 1404, 1434, 1437, 1487, 1499, 1501, 1512, 1523, 1544, 1545, 1548, 1620, 1630, 1649, 1669, 1719, 1728, 1741, 1756, 1769, 1776, 1798, 1800, 1806, 1808, 1890, 1896, 1902, 1956, 1981, 2030, 2033, 2041, 2042, 2045, 2051, 2068, 2070, 2074, 2100, 2110, 2115, 2153, 2182, 2189, 2195, 2199, 2201, 2202, 2219, 2220, 2237, 2261, 2275, 2318, 2335, 2346, 2356, 2553, 2559, 2588, 2597, 2626, 2692, 2737, 2778, 2832, 2879, 2894, 2895, 2899, 2903, 2911, 2944, 2947, 2956, 2959, 2972, 2977, 2984, 3008, 3009, 3067, 3101, 3225, 3231, 3235, 3269, 3361, 3417, 3439, 3440, 3481, 3486, 3572, 3576, 3604, 3652, 3671, 3744, 3752, 3791, 3845, 3914, 3915, 3977, 3978, 3980, 3992, 4008, 4035, 4036, 4087, 4088, 4089, 4092, 4093, 4094, 4131, 4133, 4163, 4179, 4288, 4292, 4306, 4312, 4313, 4320, 4353, 4363, 4430, 4436, 4512, 4513, 4519, 4524, 4539, 4552, 4595, 4609, 4694, 4745, 4763, 4772, 4811, 4830, 4831, 4838, 4891, 4893, 4897, 4913, 4929, 4953, 5007, 5016, 5027, 5126, 5157, 5178, 5187, 5236, 5243, 5244, 5268, 5290, 5314, 5316, 5373, 5395, 5424, 5426, 5468, 5498, 5519, 5553, 5579, 5581, 5587, 5590, 5627, 5631, 5644, 5683, 5705, 5728, 5743, 5789, 5799, 5802, 5825, 5826, 5858, 5878, 5900, 5915, 5924, 5949, 5954, 5979, 6009, 6059, 6128, 6198, 6241, 6338, 6340, 6414, 6422, 6423, 6424, 6425, 6431, 6447, 6499, 6512, 6525, 6573, 6578, 6579, 6629, 6648, 6653, 6678, 6712, 6714, 6790, 6792, 6794, 6820, 6833, 6899, 6929, 6934, 6948, 6949, 7037, 7040, 7046, 7048, 7052, 7074, 7083, 7087, 7097, 7099, 7124, 7157, 7280, 7296, 7298, 7372, 7374, 7385, 7403, 7479, 7486, 7515, 7594, 7681, 7711, 7764, 7775, 7802, 7849, 7903, 7980, 8027, 8029, 8079, 8125, 8241, 8289, 8313, 8322, 8328, 8342, 8388, 8471, 8520, 8549, 8556, 8626, 8642, 8647, 8667, 8714, 8728, 8741, 8743, 8836, 8842, 8861, 8888, 8928, 8991, 8997, 9138, 9148, 9156, 9197, 9201, 9202, 9312, 9348, 9365, 9415, 9429, 9437, 9444, 9462, 9472, 9474, 9499, 9590, 9619, 9647, 9668, 9744, 9746, 9754, 9770, 9832, 9839, 9924, 9934, 10057, 10058, 10076, 10084, 10135, 10142, 10155, 10178, 10202, 10241, 10257, 10278, 10286, 10291, 10297, 10342, 10349, 10350, 10351, 10365, 10391, 10395, 10413, 10445, 10457, 10467, 10497, 10565, 10566, 10631, 10666, 10681, 10714, 10752, 10840, 11034, 11086, 11122, 11132, 11171, 11197, 11200, 11257, 22797, 22843, 22854, 22866, 22918, 22974, 22982, 22985, 22992, 23020, 23036, 23101, 23154, 23175, 23199, 23230, 23271, 23287, 23314, 23345, 23415, 23456, 23460, 23461, 23468, 23533, 23600, 23643, 23682, 23742, 24139, 25827, 25902, 26009, 26015, 26038, 26040, 26098, 26140, 26154, 26256, 26278, 26585, 27013, 27030, 27036, 27111, 27151, 27164, 27328, 28234, 29108, 29886, 29945, 29951, 29980, 30833, 50944, 50945, 51005, 51086, 51147, 51150, 51176, 51201, 51203, 51224, 51247, 51322, 51339, 51384, 51466, 51550, 51555, 51614, 51703, 53836, 54084, 54093, 54106, 54436, 54465, 54474, 54520, 54680, 54739, 54790, 54822, 54894, 54959, 55023, 55160, 55229, 55237, 55281, 55294, 55356, 55567, 55616, 55625, 55669, 55726, 55749, 55800, 55806, 56479, 56884, 56924, 56947, 57007, 57016, 57124, 57140, 57142, 57175, 57178, 57188, 57338, 57453, 57468, 57470, 57502, 57547, 57573, 57614, 57617, 58508, 59269, 59345, 59352, 60385, 60412, 63904, 63951, 64084, 64101, 64151, 64232, 64321, 64359, 64377, 64396, 64399, 64405, 64411, 64748, 64919, 64946, 65012, 65125, 66037, 78996, 78997, 79149, 79608, 79668, 79695, 79750, 79812, 79973, 80034, 80054, 80148, 80243, 80310, 80317, 80341, 80342, 80345, 80714, 80736, 81887, 83667, 84033, 84085, 84134, 84187, 84343, 84445, 84660, 84720, 84823, 84896, 84951, 84966, 85415, 85417, 90362, 91653, 91752, 91768, 91807, 92126, 92140, 92736, 93099, 93145, 94081, 94274, 112479, 114571, 114788, 115209, 115426, 116135, 116328, 122011, 122258, 124872, 124936, 126205, 126695, 130749, 132884, 135228, 137209, 140628, 143162, 143187, 143384, 143425, 144717, 145270, 147657, 147741, 148266, 150000, 150962, 151254, 151790, 152330, 152789, 154664, 154865, 157697, 163255, 164832, 167127, 170572, 170689, 170692, 196740, 200162, 201163, 201283, 201305, 204474, 219287, 219770, 221687, 222894, 223075, 254173, 256536, 282974, 284217, 284382, 286410, 319101, 340273, 340706, 342510, 386681, 387496, 388115, 389799, 400073, 401138, 406900, 406920, 407017, 407050, 728116, 100289255, 100302203, 100422821, 100499467]"
