OMIMID,geneID
163400,[]
163500,[5158]
163600,[]
163700,[]
163729,[]
163800,[10021]
163950,"[673, 867, 1969, 3265, 3845, 4763, 4893, 5500, 5604, 5605, 5781, 5894, 5921, 5922, 6016, 6237, 6654, 6655, 8036, 8216, 22800, 22808, 23522, 144568]"
164185,[5733]
164200,"[2697, 5727, 8643, 51684]"
164210,[4661]
164220,[5727]
164230,"[887, 3218, 3352, 3356, 6532, 26050]"
164280,"[4613, 407975]"
164300,"[8106, 29967, 101060691]"
164310,[]
164330,[]
164400,"[773, 2296, 2672, 2895, 2911, 4311, 5521, 5582, 6310, 6311, 6314, 6712, 7222, 8913, 9711, 10273, 10528, 10939, 23152, 51567, 51741, 55129, 55280, 57231, 57410, 60481, 79876, 84991, 146057, 200403, 255928, 342371, 343641, 440193]"
164500,"[773, 2296, 2672, 2895, 2911, 4311, 5521, 5582, 6310, 6311, 6314, 6712, 7222, 8913, 9711, 10273, 10528, 10939, 23152, 51567, 51741, 55129, 55280, 57231, 57410, 60481, 79876, 84991, 146057, 200403, 255928, 342371, 343641, 440193]"
164745,[2535]
164757,[]
164761,[]
164790,[4893]
164920,[]
165300,[80207]
165360,[]
165500,"[4976, 10059, 80207]"
165550,[5080]
165700,[]
165720,[2487]
165800,[176]
166000,"[3417, 3418, 5745, 5781]"
166200,"[1277, 1278, 6678, 10491, 64175]"
166210,"[1277, 1278, 5479, 10491, 64175]"
166220,"[1277, 1278, 5176, 5479, 6678, 7471, 10491, 55151, 60681, 121340]"
166250,[2260]
166260,[203859]
166300,[9935]
166350,[2778]
166600,"[1186, 8600, 83706]"
166700,[23592]
166710,"[71, 111, 302, 471, 760, 799, 847, 1277, 1278, 1588, 1591, 2023, 2243, 2244, 2597, 2820, 2876, 2934, 3418, 3553, 3569, 3570, 4041, 4057, 4860, 4982, 5019, 5034, 5315, 5341, 5443, 5683, 5686, 5741, 5972, 6251, 6320, 6648, 7040, 7094, 7124, 7167, 7171, 7307, 7414, 7421, 7471, 8544, 8572, 8600, 9365, 9948, 10014, 10082, 10376, 10487, 10576, 10935, 11315, 11343, 23500, 25796, 54503, 92344, 118429, 338382]"
166750,"[2248, 8772]"
166760,[]
166780,[2138]
166800,[]
166900,[6521]
166950,[]
166970,[]
167000,"[207, 208, 240, 242, 306, 331, 332, 360, 374, 467, 540, 545, 607, 672, 673, 675, 857, 894, 898, 902, 999, 1027, 1499, 1545, 1647, 1796, 1801, 1909, 1956, 2064, 2069, 2072, 2074, 2099, 2122, 2194, 2246, 2348, 2475, 2516, 2898, 2956, 3219, 3231, 3235, 3237, 3569, 3572, 3576, 3590, 3845, 4072, 4233, 4288, 4292, 4361, 4436, 4609, 4831, 4978, 5071, 5290, 5295, 5378, 5395, 5501, 5594, 5595, 5604, 5655, 5728, 5819, 5889, 5892, 5934, 6502, 6513, 6528, 6597, 6647, 6648, 6678, 6774, 6794, 6935, 7015, 7099, 7157, 7158, 7298, 7476, 8314, 8516, 8626, 8631, 8725, 8743, 8991, 9055, 9149, 9474, 10013, 10232, 10381, 10395, 10413, 10533, 10645, 10772, 10775, 11170, 22800, 23210, 23213, 25803, 25976, 29086, 51029, 51755, 54796, 54801, 54894, 55379, 56952, 60487, 79084, 79156, 83636, 83990, 90355, 90506, 92421, 94025, 115761, 284058, 285601, 387775]"
167030,"[847, 2950, 5443, 6647, 6696, 10861, 23562, 54822]"
167100,"[3248, 6578]"
167200,"[3853, 3854, 3868, 3872]"
167210,"[3853, 3854, 3868, 3872]"
167250,[8878]
167300,[]
167320,"[3178, 3181, 7415]"
167400,"[6335, 6336, 11280]"
167500,[]
167700,"[18, 1141, 5376, 6314, 7274]"
167730,[]
167750,[]
167800,"[846, 1080, 1357, 5644, 5645, 6690, 11330]"
167900,[]
167959,[3260]
167960,[3261]
168000,"[2034, 4191, 5728, 6390, 6391, 6392, 6752, 7157, 7428, 8314, 54583, 54949, 55654]"
168300,[6329]
168400,[59341]
168461,[]
168500,"[4488, 60529]"
168550,[4488]
168600,"[126, 2629, 2747, 4137, 4929, 5071, 6311, 6315, 6908, 9627, 23317, 29058]"
168601,[6622]
168605,[1639]
168820,[]
168860,[]
169100,[7021]
169150,"[1495, 5961, 7867]"
169300,[]
169400,[3930]
169500,[4001]
169600,[27032]
170100,[5184]
170280,"[355, 596, 604, 635, 673, 843, 875, 973, 974, 1387, 1437, 1440, 1571, 2052, 2356, 3123, 3440, 3551, 4524, 4683, 4869, 5079, 5551, 6470, 7037, 7298, 8438, 8915, 11200, 23013, 25788, 79718]"
170390,"[3759, 3762]"
170400,"[779, 6329, 100134444]"
170500,"[1180, 6329, 10008]"
170600,[]
170650,[1075]
170700,"[5144, 5573]"
170900,[]
170998,[]
171000,[7040]
171200,[5726]
171300,"[1113, 1312, 1621, 1644, 2668, 4128, 4129, 4149, 4763, 5979, 6390, 6391, 6392, 7054, 7157, 7428, 23095, 54583, 55654]"
171400,[5979]
171834,[5290]
172150,[]
172425,[]
172700,"[4137, 5663]"
172800,"[3815, 6591]"
172870,[23418]
173000,[]
173100,"[2688, 5449]"
173200,[79092]
173400,[]
173490,[]
173600,[201163]
173650,[55612]
173800,[]
173900,"[4609, 5310, 5311, 5468, 23193, 23476, 79796, 80114, 203286]"
174000,[4582]
174050,"[4609, 5310, 5311, 5468, 5589, 23193, 23476, 203286]"
174200,"[894, 2737, 7700, 23288, 79867, 137392, 285600]"
174300,[83479]
174310,[]
174400,[2735]
174500,"[6469, 64327]"
174700,[2737]
174763,[]
174770,[]
174800,[2778]
174810,[8792]
174900,"[657, 2022, 4089, 5728]"
175020,[]
175050,[4089]
175100,"[207, 324, 960, 1592, 1956, 2153, 2328, 3700, 4163, 4437, 4595, 4913, 5743, 6648, 7276, 26585, 116844]"
175200,"[1670, 6794]"
175500,[6794]
175505,[]
175510,[]
175700,[2737]
175780,"[1282, 1284]"
175800,"[4598, 10654]"
175850,[]
175860,[]
175900,[4598]
176000,[3145]
176090,[]
176100,"[1371, 1544, 3077, 7389]"
176200,"[3077, 5498]"
176250,[]
176270,"[3653, 4692, 6638, 7681, 8924, 10108, 23742, 54551, 112609, 145624, 338433, 791114, 100033413]"
176305,[3209]
176400,[84634]
176410,"[3623, 3625, 3973]"
176430,[701]
176450,"[3110, 3248, 5125, 80199, 81839]"
176500,[9445]
176670,"[288, 4000, 5831, 10269, 83932]"
176700,[]
176780,[]
176807,"[9, 10, 12, 28, 29, 43, 142, 154, 196, 207, 210, 240, 242, 301, 306, 307, 316, 324, 328, 332, 354, 356, 367, 384, 463, 467, 472, 540, 545, 563, 567, 572, 581, 595, 596, 632, 655, 658, 664, 672, 673, 675, 678, 780, 796, 811, 826, 842, 857, 858, 861, 873, 894, 902, 928, 996, 999, 1010, 1012, 1026, 1027, 1063, 1105, 1107, 1191, 1200, 1266, 1289, 1306, 1312, 1316, 1317, 1365, 1366, 1387, 1410, 1465, 1469, 1474, 1488, 1499, 1508, 1509, 1543, 1545, 1548, 1557, 1562, 1571, 1576, 1577, 1585, 1586, 1588, 1605, 1636, 1647, 1672, 1728, 1775, 1786, 1789, 1902, 1950, 1956, 1958, 1962, 2012, 2014, 2048, 2052, 2064, 2065, 2068, 2077, 2078, 2099, 2100, 2115, 2117, 2118, 2119, 2130, 2146, 2182, 2192, 2247, 2255, 2264, 2272, 2296, 2308, 2346, 2591, 2650, 2678, 2690, 2697, 2787, 2803, 2878, 2886, 2908, 2923, 2925, 2932, 2938, 2944, 2947, 2950, 2952, 3047, 3048, 3091, 3148, 3162, 3169, 3171, 3187, 3219, 3232, 3248, 3249, 3265, 3283, 3284, 3292, 3293, 3303, 3326, 3383, 3399, 3417, 3479, 3482, 3486, 3489, 3490, 3557, 3558, 3569, 3572, 3576, 3586, 3603, 3606, 3630, 3667, 3690, 3708, 3716, 3717, 3728, 3817, 3845, 3913, 3915, 3925, 3945, 3952, 3977, 4023, 4036, 4072, 4074, 4152, 4158, 4193, 4214, 4233, 4282, 4292, 4297, 4311, 4318, 4322, 4353, 4437, 4477, 4481, 4502, 4507, 4524, 4585, 4601, 4609, 4610, 4669, 4683, 4780, 4782, 4804, 4824, 4846, 4849, 4878, 4883, 4925, 4968, 5034, 5054, 5074, 5080, 5100, 5144, 5160, 5172, 5174, 5176, 5179, 5224, 5273, 5290, 5291, 5293, 5295, 5296, 5309, 5328, 5329, 5371, 5378, 5396, 5420, 5444, 5465, 5493, 5520, 5530, 5567, 5590, 5591, 5595, 5610, 5611, 5621, 5652, 5728, 5743, 5744, 5788, 5796, 5817, 5819, 5887, 5896, 5925, 5926, 6019, 6038, 6041, 6091, 6092, 6134, 6135, 6136, 6185, 6223, 6237, 6256, 6293, 6296, 6376, 6387, 6414, 6453, 6462, 6522, 6528, 6541, 6558, 6581, 6594, 6648, 6657, 6690, 6695, 6715, 6716, 6746, 6757, 6768, 6774, 6783, 6790, 6817, 6820, 6822, 6836, 6885, 6890, 6916, 6926, 6928, 6948, 6950, 7001, 7012, 7015, 7039, 7040, 7048, 7079, 7099, 7100, 7110, 7111, 7113, 7114, 7153, 7157, 7162, 7163, 7164, 7178, 7184, 7185, 7263, 7298, 7307, 7352, 7366, 7367, 7371, 7372, 7403, 7415, 7421, 7422, 7430, 7431, 7432, 7480, 7514, 7515, 7546, 7704, 7763, 7862, 7874, 7984, 7994, 8000, 8085, 8086, 8202, 8289, 8314, 8339, 8365, 8379, 8405, 8409, 8452, 8495, 8509, 8537, 8560, 8615, 8644, 8648, 8661, 8667, 8702, 8720, 8743, 8754, 8785, 8797, 8804, 8829, 8854, 8895, 8932, 9080, 9189, 9203, 9380, 9420, 9446, 9480, 9516, 9518, 9538, 9564, 9611, 9687, 9709, 9817, 9869, 9968, 9985, 10013, 10040, 10158, 10207, 10257, 10263, 10333, 10397, 10417, 10439, 10451, 10481, 10499, 10514, 10516, 10551, 10587, 10625, 10645, 10659, 10809, 10810, 10857, 10863, 10928, 10945, 10948, 10951, 10955, 10961, 11005, 11009, 11095, 11176, 11178, 11187, 11200, 11214, 22853, 22907, 23013, 23036, 23071, 23197, 23204, 23210, 23244, 23248, 23269, 23301, 23338, 23382, 23411, 23451, 23476, 23600, 23635, 23671, 23753, 25792, 25818, 25932, 26054, 26137, 26227, 26239, 26298, 26499, 27134, 27173, 27232, 27242, 27294, 28999, 29072, 29087, 29893, 30008, 50508, 50509, 50618, 51084, 51132, 51135, 51181, 51227, 51322, 51341, 51426, 51651, 51655, 51755, 53353, 53916, 54361, 54363, 54431, 54535, 54704, 54756, 54790, 54795, 54809, 54894, 54897, 55035, 55072, 55198, 55210, 55256, 55312, 55357, 55576, 55577, 55636, 55819, 55827, 55829, 55840, 55870, 56288, 56616, 56849, 56916, 56924, 57185, 57646, 58508, 59084, 59344, 60526, 60528, 64240, 64374, 64579, 64816, 79366, 79574, 79689, 79718, 79728, 79784, 79807, 80381, 81037, 81567, 83259, 83606, 84181, 84519, 84818, 90338, 90355, 92105, 93611, 113189, 114609, 116113, 118429, 124222, 132671, 135112, 136991, 138474, 143686, 148327, 149628, 150084, 153090, 196528, 201294, 221895, 222546, 246778, 283131, 283237, 285704, 373156, 389058, 406899, 406991, 606293, 100750225, 101669767]"
176860,[5624]
176920,"[207, 5728]"
176943,[2263]
177000,"[374, 685, 2069, 2235]"
177050,[]
177170,[1311]
177200,"[5972, 6337, 6338, 6340]"
177650,"[773, 4016, 10554, 27303, 51371, 219902]"
177735,"[2778, 4306, 6337, 6338, 6340, 8675, 26249, 65125, 65266, 149775]"
177800,[]
177820,[2811]
177850,"[368, 64131, 64132]"
177900,[3107]
178000,[]
178110,[4621]
178200,[23362]
178300,[79776]
178370,[]
178400,[2982]
178500,"[21, 1832, 2099, 2852, 3091, 4314, 5073, 5328, 6440, 6774, 7012, 7015, 7474, 10144, 23250, 51750, 79991, 91039, 653509, 727897, 729238]"
178600,"[94, 658, 659, 857, 2034, 3065, 3741, 3777, 4086, 4089, 4093, 7428, 9496, 9759, 10014, 440275]"
179010,[]
179280,[]
179300,"[4091, 50945]"
179600,"[2944, 2952, 3440]"
179613,[]
179615,"[5896, 5897]"
179800,"[525, 6521, 8671, 50617, 256764]"
179830,"[6521, 8671]"
179840,[55213]
179850,"[102, 3852, 23509, 55851, 56983]"
180000,[1282]
180020,[]
180050,"[317, 836, 842, 1280, 3240, 3440, 5588, 9131, 23418, 27151, 80781]"
180100,[6101]
180104,[6100]
180105,[3614]
180200,"[4194, 5925, 54880]"
180295,[23405]
180300,"[135, 156, 176, 177, 196, 240, 306, 356, 412, 471, 597, 624, 633, 639, 640, 652, 654, 800, 847, 858, 860, 861, 914, 916, 921, 940, 958, 1021, 1235, 1244, 1280, 1356, 1401, 1404, 1437, 1490, 1493, 1509, 1656, 1687, 1719, 1776, 1827, 2023, 2147, 2212, 2289, 2356, 2618, 2625, 2638, 2870, 2920, 3059, 3115, 3118, 3123, 3236, 3237, 3239, 3290, 3394, 3458, 3486, 3491, 3516, 3553, 3557, 3559, 3560, 3569, 3570, 3572, 3576, 3586, 3606, 3654, 3655, 3663, 3798, 3899, 3934, 4082, 4218, 4261, 4282, 4313, 4319, 4321, 4353, 4524, 4688, 4794, 4795, 4982, 5243, 5341, 5444, 5453, 5588, 5673, 5742, 5743, 5747, 5771, 5788, 5911, 5966, 6355, 6366, 6372, 6556, 6583, 6611, 6648, 6772, 6775, 7090, 7097, 7112, 7124, 7127, 7128, 7185, 7189, 7297, 7422, 7852, 7980, 8013, 8200, 8604, 8714, 8740, 8764, 8836, 9052, 9308, 9355, 9370, 9429, 10057, 10125, 10257, 10586, 10628, 10678, 22806, 23569, 23643, 26191, 50943, 51561, 51744, 54541, 54826, 54899, 55971, 56901, 57007, 79258, 79722, 81567, 81849, 84159, 84709, 84752, 117289, 122618, 151056, 160364, 200734, 285704, 653361]"
180350,[]
180500,"[1282, 2296, 5080, 5308]"
180550,[5308]
180600,[]
180700,"[1855, 1857, 2535, 4920, 7474]"
180750,[7291]
180800,"[3236, 4359, 5376, 9896, 22880, 59341, 90678, 91137]"
180849,"[1387, 2033]"
180860,"[1028, 1442, 2689, 3481, 3484, 3486, 5324, 8091, 93986, 283120]"
180870,[]
180920,[2255]
181030,"[5324, 8091]"
181270,[284252]
181350,"[2010, 4000, 23224, 23345, 79188]"
181400,[1674]
181405,"[6606, 6607, 59341]"
181430,"[2010, 2273, 4000, 4625, 23224, 23345, 79188]"
181440,[]
181450,[6926]
181500,"[1, 19, 43, 52, 60, 104, 113, 116, 117, 132, 133, 134, 135, 148, 150, 159, 175, 177, 182, 207, 216, 218, 221, 238, 239, 288, 321, 324, 337, 347, 348, 350, 355, 361, 392, 421, 427, 468, 472, 488, 551, 552, 573, 595, 596, 607, 627, 637, 672, 685, 688, 694, 713, 774, 775, 778, 780, 783, 793, 816, 836, 837, 857, 875, 885, 886, 890, 894, 989, 995, 998, 1020, 1028, 1068, 1103, 1108, 1111, 1113, 1114, 1116, 1128, 1129, 1132, 1133, 1136, 1137, 1138, 1139, 1141, 1152, 1191, 1234, 1267, 1268, 1269, 1270, 1281, 1312, 1356, 1385, 1392, 1400, 1401, 1432, 1437, 1438, 1439, 1454, 1463, 1493, 1496, 1499, 1501, 1506, 1513, 1544, 1565, 1571, 1576, 1577, 1610, 1627, 1630, 1636, 1735, 1739, 1740, 1741, 1742, 1745, 1759, 1786, 1789, 1806, 1812, 1813, 1814, 1815, 1902, 1948, 1959, 1960, 1961, 1965, 1983, 1993, 2011, 2018, 2019, 2020, 2026, 2053, 2065, 2066, 2099, 2100, 2147, 2171, 2173, 2203, 2247, 2260, 2263, 2332, 2346, 2414, 2475, 2530, 2534, 2550, 2554, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2566, 2569, 2571, 2572, 2596, 2638, 2643, 2647, 2668, 2670, 2674, 2676, 2694, 2703, 2729, 2739, 2752, 2774, 2775, 2778, 2784, 2823, 2847, 2870, 2873, 2885, 2887, 2890, 2891, 2892, 2893, 2894, 2896, 2897, 2898, 2899, 2900, 2901, 2903, 2904, 2905, 2906, 2908, 2911, 2912, 2913, 2914, 2915, 2917, 2918, 2931, 2932, 2934, 2938, 2944, 2946, 2950, 2952, 2953, 3008, 3009, 3014, 3029, 3061, 3065, 3066, 3084, 3094, 3098, 3105, 3106, 3107, 3119, 3123, 3133, 3137, 3159, 3162, 3240, 3269, 3303, 3304, 3305, 3313, 3350, 3355, 3356, 3358, 3359, 3360, 3361, 3362, 3363, 3383, 3416, 3458, 3481, 3553, 3558, 3559, 3561, 3562, 3563, 3565, 3569, 3570, 3586, 3587, 3593, 3606, 3613, 3632, 3684, 3690, 3697, 3699, 3714, 3720, 3725, 3745, 3757, 3760, 3782, 3785, 3786, 3790, 3791, 3796, 3836, 3839, 3843, 3908, 3927, 3934, 3952, 3977, 4009, 4010, 4023, 4035, 4036, 4045, 4049, 4090, 4099, 4128, 4129, 4135, 4154, 4155, 4161, 4190, 4192, 4200, 4233, 4277, 4297, 4308, 4314, 4318, 4340, 4482, 4522, 4524, 4538, 4543, 4548, 4645, 4650, 4684, 4693, 4719, 4723, 4729, 4747, 4762, 4804, 4835, 4837, 4842, 4852, 4855, 4861, 4862, 4886, 4900, 4908, 4914, 4915, 4916, 4922, 4923, 4929, 4976, 4978, 4988, 5020, 5021, 5048, 5053, 5062, 5074, 5080, 5100, 5105, 5108, 5116, 5127, 5141, 5142, 5144, 5159, 5173, 5174, 5243, 5245, 5274, 5289, 5290, 5291, 5297, 5305, 5309, 5319, 5321, 5327, 5340, 5348, 5354, 5362, 5371, 5375, 5444, 5465, 5478, 5533, 5534, 5578, 5594, 5595, 5599, 5609, 5617, 5625, 5649, 5662, 5664, 5733, 5742, 5743, 5770, 5777, 5786, 5803, 5816, 5914, 5947, 5970, 5978, 5997, 6002, 6007, 6280, 6285, 6311, 6347, 6389, 6426, 6470, 6482, 6505, 6506, 6507, 6511, 6529, 6530, 6531, 6532, 6536, 6538, 6539, 6558, 6570, 6571, 6586, 6595, 6620, 6648, 6660, 6663, 6667, 6671, 6712, 6716, 6720, 6721, 6750, 6804, 6812, 6853, 6854, 6855, 6863, 6870, 6890, 6891, 6892, 6899, 6908, 6925, 6934, 6999, 7018, 7040, 7052, 7057, 7097, 7098, 7099, 7101, 7103, 7122, 7124, 7132, 7133, 7148, 7157, 7166, 7167, 7178, 7299, 7351, 7353, 7432, 7434, 7436, 7444, 7447, 7494, 7515, 7518, 7531, 7546, 7625, 7781, 7804, 7976, 8038, 8128, 8204, 8214, 8220, 8224, 8295, 8315, 8379, 8398, 8443, 8490, 8516, 8528, 8553, 8564, 8605, 8633, 8678, 8741, 8787, 8809, 8831, 8835, 8841, 8843, 8851, 8854, 8929, 8932, 8940, 8991, 9019, 9145, 9152, 9168, 9177, 9201, 9223, 9228, 9229, 9248, 9253, 9332, 9342, 9348, 9369, 9373, 9378, 9379, 9415, 9444, 9455, 9456, 9463, 9481, 9508, 9575, 9588, 9600, 9638, 9644, 9699, 9722, 9732, 9734, 9739, 9743, 9759, 9783, 9821, 9826, 9863, 9869, 9900, 9901, 9943, 9947, 9968, 9993, 10048, 10097, 10151, 10215, 10279, 10280, 10326, 10327, 10369, 10371, 10400, 10602, 10611, 10641, 10644, 10645, 10659, 10664, 10675, 10678, 10718, 10743, 10752, 10772, 10806, 10814, 10815, 10859, 10891, 11099, 11167, 11278, 11337, 22850, 22854, 22871, 22874, 22904, 22906, 23026, 23040, 23043, 23114, 23191, 23208, 23209, 23228, 23236, 23237, 23245, 23305, 23339, 23362, 23394, 23395, 23405, 23411, 23413, 23500, 23551, 23600, 23621, 23731, 23774, 23780, 25830, 26011, 26047, 26053, 26223, 26468, 26528, 27013, 27020, 27037, 27087, 27091, 27115, 27121, 27122, 27184, 27185, 27189, 27201, 27253, 27306, 27349, 29115, 29801, 29947, 29949, 29968, 30816, 50632, 50944, 51090, 51150, 51299, 51473, 51586, 51734, 51735, 53335, 53826, 54210, 54407, 54487, 54584, 54659, 54719, 54805, 54806, 54808, 54820, 54986, 55163, 55193, 55206, 55213, 55300, 55626, 55717, 55733, 55737, 55741, 55752, 55784, 55808, 55824, 55879, 56301, 56990, 57030, 57084, 57088, 57128, 57142, 57188, 57468, 57532, 57555, 57576, 58510, 59283, 60493, 63826, 63876, 64067, 64288, 64478, 64850, 65018, 65078, 65267, 79080, 79137, 79837, 80025, 80312, 80323, 80832, 81033, 81562, 81565, 81567, 81792, 83999, 84062, 84148, 84152, 84466, 84539, 84547, 84628, 84678, 84687, 84867, 84952, 85358, 85439, 85458, 86123, 89781, 89796, 89832, 90139, 90141, 90273, 90952, 91752, 93663, 93664, 93986, 114781, 114784, 115111, 115207, 116285, 116369, 116443, 118490, 119749, 121278, 127933, 131177, 134829, 134864, 135152, 140902, 146279, 147657, 147929, 149111, 149420, 151295, 154664, 161436, 166378, 169166, 200909, 200933, 202333, 203062, 203228, 219790, 220988, 221393, 222698, 223117, 246744, 255101, 255239, 259173, 259217, 266553, 266727, 266743, 267012, 282617, 282706, 284217, 285242, 338442, 339230, 347730, 348327, 387032, 387129, 387509, 388552, 400765, 406901, 406928, 406952, 406961, 406989, 407003, 407034, 442721, 442900, 442901, 442911, 449489, 494331, 574451, 574456, 594857, 613212, 619465, 641372, 692200, 100131814, 100137049, 100188856, 100302690, 100303453, 100616452, 100616496]"
181510,"[6999, 100303453]"
181600,[56916]
181700,[2703]
181750,"[857, 1235, 1490, 3123, 3663, 79932]"
181800,[57211]
182000,"[2261, 5290]"
182170,[3313]
182200,[]
182212,"[2200, 6497]"
182230,"[2260, 5015, 6657, 6658, 8820, 9915, 128674]"
182250,"[23586, 64135]"
182260,[]
182280,"[107, 207, 429, 551, 862, 1152, 1284, 1387, 1440, 1760, 1956, 1993, 2033, 2045, 2049, 2241, 2260, 2899, 2918, 3398, 3642, 3815, 4297, 4610, 5728, 5925, 6597, 6657, 7157, 7161, 7273, 8570, 9353, 9425, 9699, 9774, 10397, 11228, 22982, 23314, 26047, 51347, 55605, 56164, 56924, 57088, 57683, 84197, 84700, 121256, 138474, 146057, 169044, 201229]"
182290,"[2314, 10522, 10743, 23096]"
182410,[51816]
182600,[51062]
182601,[6683]
182900,[286]
182920,[9499]
182940,"[1072, 1119, 2263, 4524, 5077, 5110, 5130, 5156, 5444, 6347, 6862, 9620, 23513, 25828, 51339, 56288, 57216, 80199, 81839]"
182960,[]
182970,[]
182980,[9217]
183086,"[773, 2296, 2672, 2895, 2911, 4311, 5521, 5582, 6310, 6311, 6314, 6712, 7222, 8913, 9711, 10273, 10528, 10939, 23152, 51567, 51741, 55129, 55280, 57231, 57410, 60481, 79876, 84991, 146057, 200403, 255928, 342371, 343641, 440193]"
183090,"[773, 2296, 2672, 2895, 2911, 4311, 5521, 5582, 6310, 6311, 6314, 6712, 7222, 8913, 9711, 10273, 10528, 10939, 23152, 51567, 51741, 55129, 55280, 57231, 57410, 60481, 79876, 84991, 146057, 200403, 255928, 342371, 343641, 440193]"
183600,"[1750, 7979]"
183700,"[6469, 64327]"
183900,[1280]
184095,[59341]
184200,[]
184250,[1280]
184252,[59341]
184253,[1280]
184255,"[1280, 2335]"
184260,[9321]
184300,[]
184400,[]
184450,"[23431, 26047]"
184460,[9241]
184500,[3872]
184700,"[104, 466, 563, 581, 596, 817, 864, 891, 990, 1013, 1164, 1364, 1588, 1645, 1646, 1742, 1756, 1995, 2324, 2492, 2529, 2549, 2661, 2778, 2812, 3070, 3084, 3161, 3283, 3284, 3500, 3630, 3850, 3952, 3972, 3976, 3977, 4000, 4058, 4085, 4544, 4603, 4796, 5140, 5724, 5733, 5862, 5950, 6102, 6168, 6241, 6286, 6337, 6343, 6440, 6665, 6715, 6770, 6899, 6939, 7037, 7110, 7153, 7272, 7328, 7755, 8463, 8572, 8644, 8817, 9134, 9200, 9205, 9210, 10058, 10454, 10772, 11173, 22924, 23112, 23162, 23658, 23671, 25865, 29127, 29997, 30000, 50943, 51477, 53335, 54206, 54443, 54947, 55165, 55503, 55721, 55783, 55872, 56946, 57104, 57449, 57455, 57636, 57731, 79039, 79685, 79694, 79906, 80127, 80264, 84376, 90326, 90668, 91608, 93611, 93659, 113251, 114822, 116840, 126306, 131566, 144577, 146433, 146664, 147906, 151354, 158314, 164395, 170394, 171558, 256472, 256933, 257106, 259266, 338324, 347088, 349565, 374920, 374955, 378938, 388552, 440836, 441151, 653545]"
184705,[]
184840,[1302]
184850,[9496]
184900,[2200]
185000,[6005]
185020,[6521]
185050,[8328]
185069,[]
185070,"[6786, 84876]"
185300,"[2776, 5921]"
185500,[2006]
185800,"[8200, 9241]"
185900,[3549]
186000,[3239]
186100,[2697]
186200,"[6469, 64327]"
186300,[3239]
186500,"[2254, 8200, 9241]"
186550,"[5307, 9555]"
186570,[9241]
186580,[64127]
186850,[]
187050,[]
187100,[]
187260,[]
187300,"[94, 2022, 2658, 4089]"
187350,[]
187360,[26191]
187370,[]
187395,[]
187400,[]
187500,"[182, 1482, 2296, 2303, 2324, 2626, 2627, 2657, 2702, 6899, 8928, 9464, 10370, 23414, 137814, 140628]"
187600,[2261]
187601,[2261]
187800,"[3674, 3690]"
187900,[8328]
187950,"[811, 7066]"
188000,[22852]
188020,[]
188025,[2313]
188030,"[9103, 11093]"
188050,"[462, 1437, 2056, 2147, 2152, 2153, 2155, 2157, 2162, 2165, 2243, 3026, 3053, 3717, 3791, 4018, 4524, 5327, 5328, 5340, 5624, 7035, 7124, 51156, 93183]"
188055,"[2153, 5627, 7035]"
188100,"[6125, 6135]"
188400,"[421, 1312, 1399, 1714, 2253, 2812, 6239, 6899, 7290, 7353, 8214, 8220, 9632, 9993, 54487, 221037]"
188470,"[3265, 4893, 5728, 9562, 57522]"
188545,[7201]
188550,"[238, 673, 750, 1735, 1778, 1964, 2120, 2304, 2846, 3265, 3845, 4893, 4914, 4916, 5108, 5468, 5527, 5979, 5987, 6591, 6615, 6935, 7080, 7175, 7453, 7849, 8030, 8031, 8805, 9839, 9950, 10342, 23085, 51079, 51592, 57596, 64150, 91833, 406914, 406924, 406927, 406946, 407023, 442897, 442905, 442913, 442914, 442915, 494325, 494326, 494328, 494329, 494330, 494331, 574034, 574038, 574408, 574410, 574413, 574433, 574434, 574435, 574436, 574450, 574451, 574452, 574453, 574454, 619555, 664612, 664615, 664616, 693121, 724024, 724025, 724026, 729582, 768212, 768222, 100126297, 100126335, 100126345, 100302145, 100302250, 100422837, 100886964]"
188560,[]
188570,[7068]
188580,[779]
188740,[64327]
188890,"[627, 1136, 1137, 1138, 1142, 1548, 1555, 3094, 6531, 8973, 9568, 112398]"
189500,[4487]
189600,[1816]
189800,"[183, 308, 1356, 1636, 1906, 2052, 2321, 3075, 3162, 3240, 3426, 3624, 4179, 4846, 5054, 6337, 10699, 23526, 23564, 219736, 101101692]"
189960,[]
190020,[]
190100,[]
190300,[1814]
190320,[1747]
190330,[2250]
190340,[]
190350,[7227]
190351,[7227]
190400,"[199, 796, 2353, 2670, 2902, 3553, 5582, 5594, 5595, 5599, 5601, 7124]"
190440,[2260]
190685,"[796, 1637, 1827, 2146, 2623, 2946, 3576, 4524, 4893, 4908, 5885, 6285, 6573, 6647, 7001, 7157, 7432, 9588, 10238, 10664, 10735, 284058, 406885, 406912, 406947, 407055, 768219]"
190900,"[611, 1261, 2780, 5149, 22926, 54714]"
191100,"[3458, 7248, 7249]"
191440,[]
191480,"[7053, 7062, 51702]"
191600,[196]
191650,[]
191830,"[5979, 7380, 8516]"
191900,"[4311, 5336, 9839, 58484, 114548]"
192000,[]
192100,"[7314, 57822]"
192200,"[1805, 3371, 3782, 4256, 7076, 7428]"
192315,[11277]
192350,"[3239, 10131]"
192430,"[421, 1312, 1399, 1714, 2253, 2812, 6239, 6899, 7290, 7353, 8214, 8220, 9632, 9993, 54487, 221037]"
