edge,protein
"['ICD9 379', 'ICD9 250']",32
"['ICD9 379', 'ICD9 250']",111
"['ICD9 379', 'ICD9 250']",153
"['ICD9 379', 'ICD9 250']",154
"['ICD9 379', 'ICD9 250']",183
"['ICD9 379', 'ICD9 250']",196
"['ICD9 379', 'ICD9 250']",208
"['ICD9 379', 'ICD9 250']",213
"['ICD9 379', 'ICD9 250']",217
"['ICD9 379', 'ICD9 250']",231
"['ICD9 379', 'ICD9 250']",355
"['ICD9 379', 'ICD9 250']",367
"['ICD9 379', 'ICD9 250']",412
"['ICD9 379', 'ICD9 250']",467
"['ICD9 379', 'ICD9 250']",488
"['ICD9 379', 'ICD9 250']",489
"['ICD9 379', 'ICD9 250']",547
"['ICD9 379', 'ICD9 250']",558
"['ICD9 379', 'ICD9 250']",596
"['ICD9 379', 'ICD9 250']",598
"['ICD9 379', 'ICD9 250']",635
"['ICD9 379', 'ICD9 250']",673
"['ICD9 379', 'ICD9 250']",718
"['ICD9 379', 'ICD9 250']",834
"['ICD9 379', 'ICD9 250']",836
"['ICD9 379', 'ICD9 250']",841
"['ICD9 379', 'ICD9 250']",847
"['ICD9 379', 'ICD9 250']",857
"['ICD9 379', 'ICD9 250']",875
"['ICD9 379', 'ICD9 250']",894
"['ICD9 379', 'ICD9 250']",948
"['ICD9 379', 'ICD9 250']",958
"['ICD9 379', 'ICD9 250']",968
"['ICD9 379', 'ICD9 250']",969
"['ICD9 379', 'ICD9 250']",1026
"['ICD9 379', 'ICD9 250']",1036
"['ICD9 379', 'ICD9 250']",1129
"['ICD9 379', 'ICD9 250']",1282
"['ICD9 379', 'ICD9 250']",1356
"['ICD9 379', 'ICD9 250']",1363
"['ICD9 379', 'ICD9 250']",1374
"['ICD9 379', 'ICD9 250']",1401
"['ICD9 379', 'ICD9 250']",1489
"['ICD9 379', 'ICD9 250']",1512
"['ICD9 379', 'ICD9 250']",1535
"['ICD9 379', 'ICD9 250']",1536
"['ICD9 379', 'ICD9 250']",1544
"['ICD9 379', 'ICD9 250']",1636
"['ICD9 379', 'ICD9 250']",1649
"['ICD9 379', 'ICD9 250']",1889
"['ICD9 379', 'ICD9 250']",1906
"['ICD9 379', 'ICD9 250']",1909
"['ICD9 379', 'ICD9 250']",1910
"['ICD9 379', 'ICD9 250']",1956
"['ICD9 379', 'ICD9 250']",1968
"['ICD9 379', 'ICD9 250']",2113
"['ICD9 379', 'ICD9 250']",2335
"['ICD9 379', 'ICD9 250']",2621
"['ICD9 379', 'ICD9 250']",2641
"['ICD9 379', 'ICD9 250']",2642
"['ICD9 379', 'ICD9 250']",2645
"['ICD9 379', 'ICD9 250']",2646
"['ICD9 379', 'ICD9 250']",2688
"['ICD9 379', 'ICD9 250']",2740
"['ICD9 379', 'ICD9 250']",2778
"['ICD9 379', 'ICD9 250']",2784
"['ICD9 379', 'ICD9 250']",2813
"['ICD9 379', 'ICD9 250']",2820
"['ICD9 379', 'ICD9 250']",2876
"['ICD9 379', 'ICD9 250']",2878
"['ICD9 379', 'ICD9 250']",2888
"['ICD9 379', 'ICD9 250']",2915
"['ICD9 379', 'ICD9 250']",2944
"['ICD9 379', 'ICD9 250']",3039
"['ICD9 379', 'ICD9 250']",3082
"['ICD9 379', 'ICD9 250']",3087
"['ICD9 379', 'ICD9 250']",3091
"['ICD9 379', 'ICD9 250']",3098
"['ICD9 379', 'ICD9 250']",3117
"['ICD9 379', 'ICD9 250']",3119
"['ICD9 379', 'ICD9 250']",3123
"['ICD9 379', 'ICD9 250']",3127
"['ICD9 379', 'ICD9 250']",3159
"['ICD9 379', 'ICD9 250']",3162
"['ICD9 379', 'ICD9 250']",3164
"['ICD9 379', 'ICD9 250']",3172
"['ICD9 379', 'ICD9 250']",3240
"['ICD9 379', 'ICD9 250']",3263
"['ICD9 379', 'ICD9 250']",3290
"['ICD9 379', 'ICD9 250']",3291
"['ICD9 379', 'ICD9 250']",3375
"['ICD9 379', 'ICD9 250']",3383
"['ICD9 379', 'ICD9 250']",3397
"['ICD9 379', 'ICD9 250']",3458
"['ICD9 379', 'ICD9 250']",3479
"['ICD9 379', 'ICD9 250']",3483
"['ICD9 379', 'ICD9 250']",3485
"['ICD9 379', 'ICD9 250']",3559
"['ICD9 379', 'ICD9 250']",3569
"['ICD9 379', 'ICD9 250']",3586
"['ICD9 379', 'ICD9 250']",3597
"['ICD9 379', 'ICD9 250']",3630
"['ICD9 379', 'ICD9 250']",3636
