edge,protein
"['ICD9 366', 'ICD9 197']",9
"['ICD9 366', 'ICD9 197']",196
"['ICD9 366', 'ICD9 197']",472
"['ICD9 366', 'ICD9 197']",672
"['ICD9 366', 'ICD9 197']",823
"['ICD9 366', 'ICD9 197']",847
"['ICD9 366', 'ICD9 197']",1029
"['ICD9 366', 'ICD9 197']",1386
"['ICD9 366', 'ICD9 197']",1436
"['ICD9 366', 'ICD9 197']",1728
"['ICD9 366', 'ICD9 197']",1869
"['ICD9 366', 'ICD9 197']",1969
"['ICD9 366', 'ICD9 197']",2067
"['ICD9 366', 'ICD9 197']",2194
"['ICD9 366', 'ICD9 197']",2740
"['ICD9 366', 'ICD9 197']",2878
"['ICD9 366', 'ICD9 197']",2923
"['ICD9 366', 'ICD9 197']",2952
"['ICD9 366', 'ICD9 197']",3297
"['ICD9 366', 'ICD9 197']",3397
"['ICD9 366', 'ICD9 197']",3553
"['ICD9 366', 'ICD9 197']",3558
"['ICD9 366', 'ICD9 197']",3606
"['ICD9 366', 'ICD9 197']",3757
"['ICD9 366', 'ICD9 197']",3845
"['ICD9 366', 'ICD9 197']",3934
"['ICD9 366', 'ICD9 197']",4057
"['ICD9 366', 'ICD9 197']",4609
"['ICD9 366', 'ICD9 197']",4846
"['ICD9 366', 'ICD9 197']",5243
"['ICD9 366', 'ICD9 197']",5329
"['ICD9 366', 'ICD9 197']",5465
"['ICD9 366', 'ICD9 197']",5743
"['ICD9 366', 'ICD9 197']",6502
"['ICD9 366', 'ICD9 197']",6528
"['ICD9 366', 'ICD9 197']",6648
"['ICD9 366', 'ICD9 197']",6722
"['ICD9 366', 'ICD9 197']",6750
"['ICD9 366', 'ICD9 197']",7015
"['ICD9 366', 'ICD9 197']",7150
"['ICD9 366', 'ICD9 197']",7403
"['ICD9 366', 'ICD9 197']",7421
"['ICD9 366', 'ICD9 197']",7422
"['ICD9 366', 'ICD9 197']",7442
"['ICD9 366', 'ICD9 197']",7528
"['ICD9 366', 'ICD9 197']",8091
"['ICD9 366', 'ICD9 197']",8797
"['ICD9 366', 'ICD9 197']",9290
"['ICD9 366', 'ICD9 197']",9446
"['ICD9 366', 'ICD9 197']",9582
"['ICD9 366', 'ICD9 197']",10232
"['ICD9 366', 'ICD9 197']",10370
"['ICD9 366', 'ICD9 197']",10395
"['ICD9 366', 'ICD9 197']",10495
"['ICD9 366', 'ICD9 197']",23526
"['ICD9 366', 'ICD9 197']",26799
"['ICD9 366', 'ICD9 197']",54431
"['ICD9 366', 'ICD9 197']",54663
"['ICD9 366', 'ICD9 197']",57016
"['ICD9 366', 'ICD9 197']",57448
"['ICD9 366', 'ICD9 197']",79727
"['ICD9 366', 'ICD9 197']",79949
"['ICD9 366', 'ICD9 197']",112939
"['ICD9 366', 'ICD9 197']",200315
"['ICD9 366', 'ICD9 197']",389421
"['ICD9 366', 'ICD9 197']",692088
"['ICD9 366', 'ICD9 197']",100506658
