edge,protein
"['ICD9 218', 'ICD9 780']",18
"['ICD9 218', 'ICD9 780']",38
"['ICD9 218', 'ICD9 780']",43
"['ICD9 218', 'ICD9 780']",116
"['ICD9 218', 'ICD9 780']",135
"['ICD9 218', 'ICD9 780']",147
"['ICD9 218', 'ICD9 780']",183
"['ICD9 218', 'ICD9 780']",210
"['ICD9 218', 'ICD9 780']",249
"['ICD9 218', 'ICD9 780']",328
"['ICD9 218', 'ICD9 780']",348
"['ICD9 218', 'ICD9 780']",351
"['ICD9 218', 'ICD9 780']",477
"['ICD9 218', 'ICD9 780']",538
"['ICD9 218', 'ICD9 780']",551
"['ICD9 218', 'ICD9 780']",590
"['ICD9 218', 'ICD9 780']",596
"['ICD9 218', 'ICD9 780']",627
"['ICD9 218', 'ICD9 780']",775
"['ICD9 218', 'ICD9 780']",779
"['ICD9 218', 'ICD9 780']",847
"['ICD9 218', 'ICD9 780']",885
"['ICD9 218', 'ICD9 780']",1103
"['ICD9 218', 'ICD9 780']",1105
"['ICD9 218', 'ICD9 780']",1128
"['ICD9 218', 'ICD9 780']",1136
"['ICD9 218', 'ICD9 780']",1137
"['ICD9 218', 'ICD9 780']",1138
"['ICD9 218', 'ICD9 780']",1139
"['ICD9 218', 'ICD9 780']",1143
"['ICD9 218', 'ICD9 780']",1191
"['ICD9 218', 'ICD9 780']",1244
"['ICD9 218', 'ICD9 780']",1268
"['ICD9 218', 'ICD9 780']",1312
"['ICD9 218', 'ICD9 780']",1373
"['ICD9 218', 'ICD9 780']",1392
"['ICD9 218', 'ICD9 780']",1440
"['ICD9 218', 'ICD9 780']",1565
"['ICD9 218', 'ICD9 780']",1583
"['ICD9 218', 'ICD9 780']",1629
"['ICD9 218', 'ICD9 780']",1812
"['ICD9 218', 'ICD9 780']",1813
"['ICD9 218', 'ICD9 780']",1814
"['ICD9 218', 'ICD9 780']",2166
"['ICD9 218', 'ICD9 780']",2247
"['ICD9 218', 'ICD9 780']",2290
"['ICD9 218', 'ICD9 780']",2353
"['ICD9 218', 'ICD9 780']",2488
"['ICD9 218', 'ICD9 780']",2558
"['ICD9 218', 'ICD9 780']",2562
"['ICD9 218', 'ICD9 780']",2566
"['ICD9 218', 'ICD9 780']",2572
"['ICD9 218', 'ICD9 780']",2593
"['ICD9 218', 'ICD9 780']",2641
"['ICD9 218', 'ICD9 780']",2784
"['ICD9 218', 'ICD9 780']",2892
"['ICD9 218', 'ICD9 780']",2897
"['ICD9 218', 'ICD9 780']",2925
"['ICD9 218', 'ICD9 780']",3115
"['ICD9 218', 'ICD9 780']",3146
"['ICD9 218', 'ICD9 780']",3350
"['ICD9 218', 'ICD9 780']",3351
"['ICD9 218', 'ICD9 780']",3356
"['ICD9 218', 'ICD9 780']",3362
"['ICD9 218', 'ICD9 780']",3363
"['ICD9 218', 'ICD9 780']",3418
"['ICD9 218', 'ICD9 780']",3440
"['ICD9 218', 'ICD9 780']",3456
"['ICD9 218', 'ICD9 780']",3458
"['ICD9 218', 'ICD9 780']",3481
"['ICD9 218', 'ICD9 780']",3552
"['ICD9 218', 'ICD9 780']",3553
"['ICD9 218', 'ICD9 780']",3557
"['ICD9 218', 'ICD9 780']",3558
"['ICD9 218', 'ICD9 780']",3569
"['ICD9 218', 'ICD9 780']",3576
"['ICD9 218', 'ICD9 780']",3612
"['ICD9 218', 'ICD9 780']",3613
"['ICD9 218', 'ICD9 780']",3630
"['ICD9 218', 'ICD9 780']",3737
"['ICD9 218', 'ICD9 780']",3767
"['ICD9 218', 'ICD9 780']",3785
"['ICD9 218', 'ICD9 780']",3952
"['ICD9 218', 'ICD9 780']",3954
"['ICD9 218', 'ICD9 780']",4010
"['ICD9 218', 'ICD9 780']",4012
"['ICD9 218', 'ICD9 780']",4137
"['ICD9 218', 'ICD9 780']",4192
"['ICD9 218', 'ICD9 780']",4204
"['ICD9 218', 'ICD9 780']",4211
"['ICD9 218', 'ICD9 780']",4282
"['ICD9 218', 'ICD9 780']",4504
"['ICD9 218', 'ICD9 780']",4598
"['ICD9 218', 'ICD9 780']",4803
"['ICD9 218', 'ICD9 780']",4804
"['ICD9 218', 'ICD9 780']",4835
"['ICD9 218', 'ICD9 780']",4842
"['ICD9 218', 'ICD9 780']",4843
"['ICD9 218', 'ICD9 780']",4852
"['ICD9 218', 'ICD9 780']",4986
"['ICD9 218', 'ICD9 780']",4988
"['ICD9 218', 'ICD9 780']",5020
"['ICD9 218', 'ICD9 780']",5063
"['ICD9 218', 'ICD9 780']",5066
"['ICD9 218', 'ICD9 780']",5071
"['ICD9 218', 'ICD9 780']",5173
"['ICD9 218', 'ICD9 780']",5283
"['ICD9 218', 'ICD9 780']",5368
"['ICD9 218', 'ICD9 780']",5422
"['ICD9 218', 'ICD9 780']",5428
"['ICD9 218', 'ICD9 780']",5443
"['ICD9 218', 'ICD9 780']",5580
"['ICD9 218', 'ICD9 780']",5617
"['ICD9 218', 'ICD9 780']",5621
"['ICD9 218', 'ICD9 780']",5663
"['ICD9 218', 'ICD9 780']",5743
"['ICD9 218', 'ICD9 780']",5816
"['ICD9 218', 'ICD9 780']",5966
"['ICD9 218', 'ICD9 780']",5978
"['ICD9 218', 'ICD9 780']",6134
"['ICD9 218', 'ICD9 780']",6261
"['ICD9 218', 'ICD9 780']",6323
"['ICD9 218', 'ICD9 780']",6324
"['ICD9 218', 'ICD9 780']",6326
"['ICD9 218', 'ICD9 780']",6505
"['ICD9 218', 'ICD9 780']",6513
"['ICD9 218', 'ICD9 780']",6529
"['ICD9 218', 'ICD9 780']",6530
"['ICD9 218', 'ICD9 780']",6531
"['ICD9 218', 'ICD9 780']",6532
"['ICD9 218', 'ICD9 780']",6546
"['ICD9 218', 'ICD9 780']",6547
"['ICD9 218', 'ICD9 780']",6648
"['ICD9 218', 'ICD9 780']",6750
"['ICD9 218', 'ICD9 780']",6752
"['ICD9 218', 'ICD9 780']",6774
"['ICD9 218', 'ICD9 780']",6792
"['ICD9 218', 'ICD9 780']",6854
"['ICD9 218', 'ICD9 780']",6855
"['ICD9 218', 'ICD9 780']",6904
"['ICD9 218', 'ICD9 780']",6925
"['ICD9 218', 'ICD9 780']",7124
"['ICD9 218', 'ICD9 780']",7132
"['ICD9 218', 'ICD9 780']",7200
"['ICD9 218', 'ICD9 780']",7248
"['ICD9 218', 'ICD9 780']",7249
"['ICD9 218', 'ICD9 780']",7252
"['ICD9 218', 'ICD9 780']",7422
"['ICD9 218', 'ICD9 780']",7779
"['ICD9 218', 'ICD9 780']",8242
"['ICD9 218', 'ICD9 780']",8573
"['ICD9 218', 'ICD9 780']",8777
"['ICD9 218', 'ICD9 780']",8828
"['ICD9 218', 'ICD9 780']",8864
"['ICD9 218', 'ICD9 780']",9365
"['ICD9 218', 'ICD9 780']",9456
"['ICD9 218', 'ICD9 780']",9495
"['ICD9 218', 'ICD9 780']",9536
"['ICD9 218', 'ICD9 780']",9863
"['ICD9 218', 'ICD9 780']",10280
"['ICD9 218', 'ICD9 780']",11255
"['ICD9 218', 'ICD9 780']",11284
"['ICD9 218', 'ICD9 780']",28964
"['ICD9 218', 'ICD9 780']",50632
"['ICD9 218', 'ICD9 780']",51738
"['ICD9 218', 'ICD9 780']",54681
"['ICD9 218', 'ICD9 780']",54715
"['ICD9 218', 'ICD9 780']",54805
"['ICD9 218', 'ICD9 780']",54886
"['ICD9 218', 'ICD9 780']",56848
"['ICD9 218', 'ICD9 780']",57030
"['ICD9 218', 'ICD9 780']",57084
"['ICD9 218', 'ICD9 780']",57468
"['ICD9 218', 'ICD9 780']",57534
"['ICD9 218', 'ICD9 780']",63982
"['ICD9 218', 'ICD9 780']",84059
"['ICD9 218', 'ICD9 780']",93183
"['ICD9 218', 'ICD9 780']",112755
"['ICD9 218', 'ICD9 780']",121278
"['ICD9 218', 'ICD9 780']",170302
"['ICD9 218', 'ICD9 780']",254065
"['ICD9 218', 'ICD9 780']",348980
"['ICD9 218', 'ICD9 780']",374569
