edge,protein
"['ICD9 490', 'ICD9 428']",31
"['ICD9 490', 'ICD9 428']",35
"['ICD9 490', 'ICD9 428']",47
"['ICD9 490', 'ICD9 428']",146
"['ICD9 490', 'ICD9 428']",152
"['ICD9 490', 'ICD9 428']",153
"['ICD9 490', 'ICD9 428']",155
"['ICD9 490', 'ICD9 428']",156
"['ICD9 490', 'ICD9 428']",183
"['ICD9 490', 'ICD9 428']",185
"['ICD9 490', 'ICD9 428']",213
"['ICD9 490', 'ICD9 428']",246
"['ICD9 490', 'ICD9 428']",325
"['ICD9 490', 'ICD9 428']",341
"['ICD9 490', 'ICD9 428']",478
"['ICD9 490', 'ICD9 428']",487
"['ICD9 490', 'ICD9 428']",488
"['ICD9 490', 'ICD9 428']",551
"['ICD9 490', 'ICD9 428']",554
"['ICD9 490', 'ICD9 428']",687
"['ICD9 490', 'ICD9 428']",847
"['ICD9 490', 'ICD9 428']",994
"['ICD9 490', 'ICD9 428']",1149
"['ICD9 490', 'ICD9 428']",1282
"['ICD9 490', 'ICD9 428']",1291
"['ICD9 490', 'ICD9 428']",1295
"['ICD9 490', 'ICD9 428']",1401
"['ICD9 490', 'ICD9 428']",1431
"['ICD9 490', 'ICD9 428']",1437
"['ICD9 490', 'ICD9 428']",1440
"['ICD9 490', 'ICD9 428']",1490
"['ICD9 490', 'ICD9 428']",1536
"['ICD9 490', 'ICD9 428']",1636
"['ICD9 490', 'ICD9 428']",1675
"['ICD9 490', 'ICD9 428']",1906
"['ICD9 490', 'ICD9 428']",1909
"['ICD9 490', 'ICD9 428']",1910
"['ICD9 490', 'ICD9 428']",2004
"['ICD9 490', 'ICD9 428']",2053
"['ICD9 490', 'ICD9 428']",2194
"['ICD9 490', 'ICD9 428']",2273
"['ICD9 490', 'ICD9 428']",2628
"['ICD9 490', 'ICD9 428']",2641
"['ICD9 490', 'ICD9 428']",2660
"['ICD9 490', 'ICD9 428']",2879
"['ICD9 490', 'ICD9 428']",2920
"['ICD9 490', 'ICD9 428']",2921
"['ICD9 490', 'ICD9 428']",2932
"['ICD9 490', 'ICD9 428']",3084
"['ICD9 490', 'ICD9 428']",3091
"['ICD9 490', 'ICD9 428']",3162
"['ICD9 490', 'ICD9 428']",3315
"['ICD9 490', 'ICD9 428']",3357
"['ICD9 490', 'ICD9 428']",3458
"['ICD9 490', 'ICD9 428']",3553
"['ICD9 490', 'ICD9 428']",3569
"['ICD9 490', 'ICD9 428']",3576
"['ICD9 490', 'ICD9 428']",3630
"['ICD9 490', 'ICD9 428']",3688
"['ICD9 490', 'ICD9 428']",4306
"['ICD9 490', 'ICD9 428']",4624
"['ICD9 490', 'ICD9 428']",4625
"['ICD9 490', 'ICD9 428']",4780
"['ICD9 490', 'ICD9 428']",4843
"['ICD9 490', 'ICD9 428']",4846
"['ICD9 490', 'ICD9 428']",4878
"['ICD9 490', 'ICD9 428']",4879
"['ICD9 490', 'ICD9 428']",4881
"['ICD9 490', 'ICD9 428']",4973
"['ICD9 490', 'ICD9 428']",5037
"['ICD9 490', 'ICD9 428']",5054
"['ICD9 490', 'ICD9 428']",5105
"['ICD9 490', 'ICD9 428']",5156
"['ICD9 490', 'ICD9 428']",5170
"['ICD9 490', 'ICD9 428']",5294
"['ICD9 490', 'ICD9 428']",5327
"['ICD9 490', 'ICD9 428']",5349
"['ICD9 490', 'ICD9 428']",5443
"['ICD9 490', 'ICD9 428']",5444
"['ICD9 490', 'ICD9 428']",5468
"['ICD9 490', 'ICD9 428']",5502
"['ICD9 490', 'ICD9 428']",5577
"['ICD9 490', 'ICD9 428']",5609
"['ICD9 490', 'ICD9 428']",5617
