edge,protein
"['ICD9 366', 'ICD9 585']",19
"['ICD9 366', 'ICD9 585']",38
"['ICD9 366', 'ICD9 585']",213
"['ICD9 366', 'ICD9 585']",353
"['ICD9 366', 'ICD9 585']",847
"['ICD9 366', 'ICD9 585']",873
"['ICD9 366', 'ICD9 585']",949
"['ICD9 366', 'ICD9 585']",968
"['ICD9 366', 'ICD9 585']",1374
"['ICD9 366', 'ICD9 585']",1401
"['ICD9 366', 'ICD9 585']",1535
"['ICD9 366', 'ICD9 585']",1536
"['ICD9 366', 'ICD9 585']",1555
"['ICD9 366', 'ICD9 585']",1557
"['ICD9 366', 'ICD9 585']",1636
"['ICD9 366', 'ICD9 585']",1839
"['ICD9 366', 'ICD9 585']",2056
"['ICD9 366', 'ICD9 585']",2168
"['ICD9 366', 'ICD9 585']",2194
"['ICD9 366', 'ICD9 585']",2981
"['ICD9 366', 'ICD9 585']",3156
"['ICD9 366', 'ICD9 585']",3162
"['ICD9 366', 'ICD9 585']",3479
"['ICD9 366', 'ICD9 585']",3569
"['ICD9 366', 'ICD9 585']",3934
"['ICD9 366', 'ICD9 585']",4481
"['ICD9 366', 'ICD9 585']",4502
"['ICD9 366', 'ICD9 585']",4627
"['ICD9 366', 'ICD9 585']",4790
"['ICD9 366', 'ICD9 585']",4803
"['ICD9 366', 'ICD9 585']",5054
"['ICD9 366', 'ICD9 585']",5076
"['ICD9 366', 'ICD9 585']",5465
"['ICD9 366', 'ICD9 585']",5742
"['ICD9 366', 'ICD9 585']",5743
"['ICD9 366', 'ICD9 585']",5970
"['ICD9 366', 'ICD9 585']",6347
"['ICD9 366', 'ICD9 585']",6720
"['ICD9 366', 'ICD9 585']",6721
"['ICD9 366', 'ICD9 585']",7040
"['ICD9 366', 'ICD9 585']",7124
"['ICD9 366', 'ICD9 585']",8639
"['ICD9 366', 'ICD9 585']",9370
"['ICD9 366', 'ICD9 585']",9619
"['ICD9 366', 'ICD9 585']",22909
"['ICD9 366', 'ICD9 585']",23552
"['ICD9 366', 'ICD9 585']",29927
"['ICD9 366', 'ICD9 585']",29949
"['ICD9 366', 'ICD9 585']",50507
"['ICD9 366', 'ICD9 585']",51085
"['ICD9 366', 'ICD9 585']",51094
"['ICD9 366', 'ICD9 585']",51726
"['ICD9 366', 'ICD9 585']",56729
"['ICD9 366', 'ICD9 585']",57817
"['ICD9 366', 'ICD9 585']",653361
