edge,protein
"['ICD9 426', 'ICD9 294']",104
"['ICD9 426', 'ICD9 294']",125
"['ICD9 426', 'ICD9 294']",177
"['ICD9 426', 'ICD9 294']",199
"['ICD9 426', 'ICD9 294']",217
"['ICD9 426', 'ICD9 294']",288
"['ICD9 426', 'ICD9 294']",351
"['ICD9 426', 'ICD9 294']",551
"['ICD9 426', 'ICD9 294']",607
"['ICD9 426', 'ICD9 294']",627
"['ICD9 426', 'ICD9 294']",775
"['ICD9 426', 'ICD9 294']",811
"['ICD9 426', 'ICD9 294']",886
"['ICD9 426', 'ICD9 294']",947
"['ICD9 426', 'ICD9 294']",1015
"['ICD9 426', 'ICD9 294']",1282
"['ICD9 426', 'ICD9 294']",1356
"['ICD9 426', 'ICD9 294']",1394
"['ICD9 426', 'ICD9 294']",1436
"['ICD9 426', 'ICD9 294']",1439
"['ICD9 426', 'ICD9 294']",1471
"['ICD9 426', 'ICD9 294']",1555
"['ICD9 426', 'ICD9 294']",1745
"['ICD9 426', 'ICD9 294']",1786
"['ICD9 426', 'ICD9 294']",1816
"['ICD9 426', 'ICD9 294']",1906
"['ICD9 426', 'ICD9 294']",2026
"['ICD9 426', 'ICD9 294']",2263
"['ICD9 426', 'ICD9 294']",2289
"['ICD9 426', 'ICD9 294']",2512
"['ICD9 426', 'ICD9 294']",2521
"['ICD9 426', 'ICD9 294']",2629
"['ICD9 426', 'ICD9 294']",2643
"['ICD9 426', 'ICD9 294']",2670
"['ICD9 426', 'ICD9 294']",2752
"['ICD9 426', 'ICD9 294']",2768
"['ICD9 426', 'ICD9 294']",2896
"['ICD9 426', 'ICD9 294']",2899
"['ICD9 426', 'ICD9 294']",2900
"['ICD9 426', 'ICD9 294']",2902
"['ICD9 426', 'ICD9 294']",2908
"['ICD9 426', 'ICD9 294']",2938
"['ICD9 426', 'ICD9 294']",2950
"['ICD9 426', 'ICD9 294']",3066
"['ICD9 426', 'ICD9 294']",3106
"['ICD9 426', 'ICD9 294']",3133
"['ICD9 426', 'ICD9 294']",3351
"['ICD9 426', 'ICD9 294']",3356
"['ICD9 426', 'ICD9 294']",3361
"['ICD9 426', 'ICD9 294']",3480
"['ICD9 426', 'ICD9 294']",3481
"['ICD9 426', 'ICD9 294']",3482
"['ICD9 426', 'ICD9 294']",3630
"['ICD9 426', 'ICD9 294']",3643
"['ICD9 426', 'ICD9 294']",3757
"['ICD9 426', 'ICD9 294']",3952
"['ICD9 426', 'ICD9 294']",4099
"['ICD9 426', 'ICD9 294']",4128
"['ICD9 426', 'ICD9 294']",4133
"['ICD9 426', 'ICD9 294']",4137
"['ICD9 426', 'ICD9 294']",4200
"['ICD9 426', 'ICD9 294']",4205
"['ICD9 426', 'ICD9 294']",4616
"['ICD9 426', 'ICD9 294']",4735
"['ICD9 426', 'ICD9 294']",4803
"['ICD9 426', 'ICD9 294']",4835
"['ICD9 426', 'ICD9 294']",4854
"['ICD9 426', 'ICD9 294']",4861
"['ICD9 426', 'ICD9 294']",4886
"['ICD9 426', 'ICD9 294']",4914
"['ICD9 426', 'ICD9 294']",4915
"['ICD9 426', 'ICD9 294']",4988
"['ICD9 426', 'ICD9 294']",5053
"['ICD9 426', 'ICD9 294']",5074
"['ICD9 426', 'ICD9 294']",5116
"['ICD9 426', 'ICD9 294']",5243
"['ICD9 426', 'ICD9 294']",5533
"['ICD9 426', 'ICD9 294']",5578
"['ICD9 426', 'ICD9 294']",5621
"['ICD9 426', 'ICD9 294']",5654
"['ICD9 426', 'ICD9 294']",5663
"['ICD9 426', 'ICD9 294']",5664
"['ICD9 426', 'ICD9 294']",5788
"['ICD9 426', 'ICD9 294']",5816
"['ICD9 426', 'ICD9 294']",6303
"['ICD9 426', 'ICD9 294']",6482
"['ICD9 426', 'ICD9 294']",6531
"['ICD9 426', 'ICD9 294']",6536
"['ICD9 426', 'ICD9 294']",6558
"['ICD9 426', 'ICD9 294']",6616
"['ICD9 426', 'ICD9 294']",6620
"['ICD9 426', 'ICD9 294']",6622
"['ICD9 426', 'ICD9 294']",6648
"['ICD9 426', 'ICD9 294']",6667
"['ICD9 426', 'ICD9 294']",6899
"['ICD9 426', 'ICD9 294']",6925
"['ICD9 426', 'ICD9 294']",6999
"['ICD9 426', 'ICD9 294']",7040
"['ICD9 426', 'ICD9 294']",7054
"['ICD9 426', 'ICD9 294']",7226
"['ICD9 426', 'ICD9 294']",7299
"['ICD9 426', 'ICD9 294']",7305
"['ICD9 426', 'ICD9 294']",8398
"['ICD9 426', 'ICD9 294']",8678
"['ICD9 426', 'ICD9 294']",8991
"['ICD9 426', 'ICD9 294']",9293
"['ICD9 426', 'ICD9 294']",9445
"['ICD9 426', 'ICD9 294']",9463
"['ICD9 426', 'ICD9 294']",9638
"['ICD9 426', 'ICD9 294']",9968
"['ICD9 426', 'ICD9 294']",10137
"['ICD9 426', 'ICD9 294']",10215
"['ICD9 426', 'ICD9 294']",10814
"['ICD9 426', 'ICD9 294']",10815
"['ICD9 426', 'ICD9 294']",10846
"['ICD9 426', 'ICD9 294']",10891
"['ICD9 426', 'ICD9 294']",23092
"['ICD9 426', 'ICD9 294']",23286
"['ICD9 426', 'ICD9 294']",23315
"['ICD9 426', 'ICD9 294']",23435
"['ICD9 426', 'ICD9 294']",25978
"['ICD9 426', 'ICD9 294']",26011
"['ICD9 426', 'ICD9 294']",27306
"['ICD9 426', 'ICD9 294']",27350
"['ICD9 426', 'ICD9 294']",29985
"['ICD9 426', 'ICD9 294']",50944
"['ICD9 426', 'ICD9 294']",54209
"['ICD9 426', 'ICD9 294']",54487
"['ICD9 426', 'ICD9 294']",54584
"['ICD9 426', 'ICD9 294']",54820
"['ICD9 426', 'ICD9 294']",55084
"['ICD9 426', 'ICD9 294']",55193
"['ICD9 426', 'ICD9 294']",55808
"['ICD9 426', 'ICD9 294']",57144
"['ICD9 426', 'ICD9 294']",64067
"['ICD9 426', 'ICD9 294']",64288
"['ICD9 426', 'ICD9 294']",80312
"['ICD9 426', 'ICD9 294']",81033
"['ICD9 426', 'ICD9 294']",81565
"['ICD9 426', 'ICD9 294']",121278
"['ICD9 426', 'ICD9 294']",200315
"['ICD9 426', 'ICD9 294']",203228
"['ICD9 426', 'ICD9 294']",221833
