edge,protein
"['ICD9 285', 'ICD9 311']",52
"['ICD9 285', 'ICD9 311']",111
"['ICD9 285', 'ICD9 311']",113
"['ICD9 285', 'ICD9 311']",135
"['ICD9 285', 'ICD9 311']",148
"['ICD9 285', 'ICD9 311']",213
"['ICD9 285', 'ICD9 311']",290
"['ICD9 285', 'ICD9 311']",317
"['ICD9 285', 'ICD9 311']",353
"['ICD9 285', 'ICD9 311']",406
"['ICD9 285', 'ICD9 311']",408
"['ICD9 285', 'ICD9 311']",410
"['ICD9 285', 'ICD9 311']",540
"['ICD9 285', 'ICD9 311']",551
"['ICD9 285', 'ICD9 311']",595
"['ICD9 285', 'ICD9 311']",607
"['ICD9 285', 'ICD9 311']",613
"['ICD9 285', 'ICD9 311']",624
"['ICD9 285', 'ICD9 311']",627
"['ICD9 285', 'ICD9 311']",655
"['ICD9 285', 'ICD9 311']",775
"['ICD9 285', 'ICD9 311']",815
"['ICD9 285', 'ICD9 311']",847
"['ICD9 285', 'ICD9 311']",886
"['ICD9 285', 'ICD9 311']",947
"['ICD9 285', 'ICD9 311']",1005
"['ICD9 285', 'ICD9 311']",1029
"['ICD9 285', 'ICD9 311']",1267
"['ICD9 285', 'ICD9 311']",1268
"['ICD9 285', 'ICD9 311']",1269
"['ICD9 285', 'ICD9 311']",1312
"['ICD9 285', 'ICD9 311']",1385
"['ICD9 285', 'ICD9 311']",1392
"['ICD9 285', 'ICD9 311']",1393
"['ICD9 285', 'ICD9 311']",1394
"['ICD9 285', 'ICD9 311']",1401
"['ICD9 285', 'ICD9 311']",1407
"['ICD9 285', 'ICD9 311']",1408
"['ICD9 285', 'ICD9 311']",1439
"['ICD9 285', 'ICD9 311']",1440
"['ICD9 285', 'ICD9 311']",1493
"['ICD9 285', 'ICD9 311']",1501
"['ICD9 285', 'ICD9 311']",1523
"['ICD9 285', 'ICD9 311']",1557
"['ICD9 285', 'ICD9 311']",1559
"['ICD9 285', 'ICD9 311']",1565
"['ICD9 285', 'ICD9 311']",1621
"['ICD9 285', 'ICD9 311']",1636
"['ICD9 285', 'ICD9 311']",1644
"['ICD9 285', 'ICD9 311']",1740
"['ICD9 285', 'ICD9 311']",1741
"['ICD9 285', 'ICD9 311']",1742
"['ICD9 285', 'ICD9 311']",1813
"['ICD9 285', 'ICD9 311']",1814
"['ICD9 285', 'ICD9 311']",1815
"['ICD9 285', 'ICD9 311']",1816
"['ICD9 285', 'ICD9 311']",1906
"['ICD9 285', 'ICD9 311']",1950
"['ICD9 285', 'ICD9 311']",1956
"['ICD9 285', 'ICD9 311']",1975
"['ICD9 285', 'ICD9 311']",2012
"['ICD9 285', 'ICD9 311']",2028
"['ICD9 285', 'ICD9 311']",2065
"['ICD9 285', 'ICD9 311']",2100
"['ICD9 285', 'ICD9 311']",2182
"['ICD9 285', 'ICD9 311']",2247
"['ICD9 285', 'ICD9 311']",2260
"['ICD9 285', 'ICD9 311']",2288
"['ICD9 285', 'ICD9 311']",2289
"['ICD9 285', 'ICD9 311']",2332
"['ICD9 285', 'ICD9 311']",2475
"['ICD9 285', 'ICD9 311']",2495
"['ICD9 285', 'ICD9 311']",2512
"['ICD9 285', 'ICD9 311']",2537
"['ICD9 285', 'ICD9 311']",2571
"['ICD9 285', 'ICD9 311']",2572
"['ICD9 285', 'ICD9 311']",2587
"['ICD9 285', 'ICD9 311']",2668
"['ICD9 285', 'ICD9 311']",2670
"['ICD9 285', 'ICD9 311']",2697
"['ICD9 285', 'ICD9 311']",2739
"['ICD9 285', 'ICD9 311']",2782
"['ICD9 285', 'ICD9 311']",2784
"['ICD9 285', 'ICD9 311']",2891
"['ICD9 285', 'ICD9 311']",2900
"['ICD9 285', 'ICD9 311']",2908
"['ICD9 285', 'ICD9 311']",2911
"['ICD9 285', 'ICD9 311']",2915
"['ICD9 285', 'ICD9 311']",2917
"['ICD9 285', 'ICD9 311']",2931
"['ICD9 285', 'ICD9 311']",2932
"['ICD9 285', 'ICD9 311']",3091
"['ICD9 285', 'ICD9 311']",3131
"['ICD9 285', 'ICD9 311']",3164
"['ICD9 285', 'ICD9 311']",3240
"['ICD9 285', 'ICD9 311']",3303
"['ICD9 285', 'ICD9 311']",3304
"['ICD9 285', 'ICD9 311']",3305
"['ICD9 285', 'ICD9 311']",3320
"['ICD9 285', 'ICD9 311']",3350
"['ICD9 285', 'ICD9 311']",3351
"['ICD9 285', 'ICD9 311']",3356
"['ICD9 285', 'ICD9 311']",3358
"['ICD9 285', 'ICD9 311']",3359
"['ICD9 285', 'ICD9 311']",3363
"['ICD9 285', 'ICD9 311']",3439
"['ICD9 285', 'ICD9 311']",3440
"['ICD9 285', 'ICD9 311']",3458
"['ICD9 285', 'ICD9 311']",3553
"['ICD9 285', 'ICD9 311']",3558
"['ICD9 285', 'ICD9 311']",3559
"['ICD9 285', 'ICD9 311']",3569
"['ICD9 285', 'ICD9 311']",3589
"['ICD9 285', 'ICD9 311']",3627
"['ICD9 285', 'ICD9 311']",3630
"['ICD9 285', 'ICD9 311']",3665
"['ICD9 285', 'ICD9 311']",3697
"['ICD9 285', 'ICD9 311']",3776
"['ICD9 285', 'ICD9 311']",3791
"['ICD9 285', 'ICD9 311']",3839
"['ICD9 285', 'ICD9 311']",3939
"['ICD9 285', 'ICD9 311']",3952
"['ICD9 285', 'ICD9 311']",4035
"['ICD9 285', 'ICD9 311']",4045
"['ICD9 285', 'ICD9 311']",4074
"['ICD9 285', 'ICD9 311']",4128
"['ICD9 285', 'ICD9 311']",4129
"['ICD9 285', 'ICD9 311']",4133
"['ICD9 285', 'ICD9 311']",4194
"['ICD9 285', 'ICD9 311']",4282
"['ICD9 285', 'ICD9 311']",4306
"['ICD9 285', 'ICD9 311']",4317
"['ICD9 285', 'ICD9 311']",4353
"['ICD9 285', 'ICD9 311']",4524
"['ICD9 285', 'ICD9 311']",4684
"['ICD9 285', 'ICD9 311']",4723
"['ICD9 285', 'ICD9 311']",4729
"['ICD9 285', 'ICD9 311']",4745
"['ICD9 285', 'ICD9 311']",4747
"['ICD9 285', 'ICD9 311']",4842
"['ICD9 285', 'ICD9 311']",4852
"['ICD9 285', 'ICD9 311']",4862
"['ICD9 285', 'ICD9 311']",4886
"['ICD9 285', 'ICD9 311']",4908
"['ICD9 285', 'ICD9 311']",4915
"['ICD9 285', 'ICD9 311']",4916
"['ICD9 285', 'ICD9 311']",4929
"['ICD9 285', 'ICD9 311']",4939
"['ICD9 285', 'ICD9 311']",5020
"['ICD9 285', 'ICD9 311']",5021
"['ICD9 285', 'ICD9 311']",5054
"['ICD9 285', 'ICD9 311']",5074
"['ICD9 285', 'ICD9 311']",5116
"['ICD9 285', 'ICD9 311']",5141
"['ICD9 285', 'ICD9 311']",5173
"['ICD9 285', 'ICD9 311']",5209
"['ICD9 285', 'ICD9 311']",5243
"['ICD9 285', 'ICD9 311']",5340
"['ICD9 285', 'ICD9 311']",5443
"['ICD9 285', 'ICD9 311']",5444
"['ICD9 285', 'ICD9 311']",5579
"['ICD9 285', 'ICD9 311']",5604
"['ICD9 285', 'ICD9 311']",5649
"['ICD9 285', 'ICD9 311']",5692
"['ICD9 285', 'ICD9 311']",5743
"['ICD9 285', 'ICD9 311']",5801
"['ICD9 285', 'ICD9 311']",5806
"['ICD9 285', 'ICD9 311']",5972
"['ICD9 285', 'ICD9 311']",5978
"['ICD9 285', 'ICD9 311']",6095
"['ICD9 285', 'ICD9 311']",6281
"['ICD9 285', 'ICD9 311']",6285
"['ICD9 285', 'ICD9 311']",6303
"['ICD9 285', 'ICD9 311']",6347
"['ICD9 285', 'ICD9 311']",6369
"['ICD9 285', 'ICD9 311']",6403
"['ICD9 285', 'ICD9 311']",6446
"['ICD9 285', 'ICD9 311']",6511
"['ICD9 285', 'ICD9 311']",6530
"['ICD9 285', 'ICD9 311']",6532
"['ICD9 285', 'ICD9 311']",6540
"['ICD9 285', 'ICD9 311']",6586
"['ICD9 285', 'ICD9 311']",6616
"['ICD9 285', 'ICD9 311']",6647
"['ICD9 285', 'ICD9 311']",6648
"['ICD9 285', 'ICD9 311']",6662
"['ICD9 285', 'ICD9 311']",6750
"['ICD9 285', 'ICD9 311']",6755
"['ICD9 285', 'ICD9 311']",6844
"['ICD9 285', 'ICD9 311']",6863
"['ICD9 285', 'ICD9 311']",6999
"['ICD9 285', 'ICD9 311']",7008
"['ICD9 285', 'ICD9 311']",7015
"['ICD9 285', 'ICD9 311']",7024
"['ICD9 285', 'ICD9 311']",7038
"['ICD9 285', 'ICD9 311']",7054
"['ICD9 285', 'ICD9 311']",7124
"['ICD9 285', 'ICD9 311']",7166
"['ICD9 285', 'ICD9 311']",7200
"['ICD9 285', 'ICD9 311']",7297
"['ICD9 285', 'ICD9 311']",7422
"['ICD9 285', 'ICD9 311']",7498
"['ICD9 285', 'ICD9 311']",7704
"['ICD9 285', 'ICD9 311']",7804
"['ICD9 285', 'ICD9 311']",7905
"['ICD9 285', 'ICD9 311']",8484
"['ICD9 285', 'ICD9 311']",8564
"['ICD9 285', 'ICD9 311']",8682
"['ICD9 285', 'ICD9 311']",8811
