edge,protein
"['ICD9 719', 'ICD9 785']",196
"['ICD9 719', 'ICD9 785']",358
"['ICD9 719', 'ICD9 785']",551
"['ICD9 719', 'ICD9 785']",590
"['ICD9 719', 'ICD9 785']",728
"['ICD9 719', 'ICD9 785']",1813
"['ICD9 719', 'ICD9 785']",2056
"['ICD9 719', 'ICD9 785']",2638
"['ICD9 719', 'ICD9 785']",2641
"['ICD9 719', 'ICD9 785']",2778
"['ICD9 719', 'ICD9 785']",2796
"['ICD9 719', 'ICD9 785']",3122
"['ICD9 719', 'ICD9 785']",3360
"['ICD9 719', 'ICD9 785']",3630
"['ICD9 719', 'ICD9 785']",3827
"['ICD9 719', 'ICD9 785']",3952
"['ICD9 719', 'ICD9 785']",3972
"['ICD9 719', 'ICD9 785']",4843
"['ICD9 719', 'ICD9 785']",5327
"['ICD9 719', 'ICD9 785']",6262
"['ICD9 719', 'ICD9 785']",6343
"['ICD9 719', 'ICD9 785']",6648
"['ICD9 719', 'ICD9 785']",7124
"['ICD9 719', 'ICD9 785']",7200
"['ICD9 719', 'ICD9 785']",7432
"['ICD9 719', 'ICD9 785']",10451
"['ICD9 719', 'ICD9 785']",51083
