edge,protein
"['ICD9 412', 'ICD9 427']",183
"['ICD9 412', 'ICD9 427']",287
"['ICD9 412', 'ICD9 427']",427
"['ICD9 412', 'ICD9 427']",463
"['ICD9 412', 'ICD9 427']",551
"['ICD9 412', 'ICD9 427']",611
"['ICD9 412', 'ICD9 427']",775
"['ICD9 412', 'ICD9 427']",776
"['ICD9 412', 'ICD9 427']",781
"['ICD9 412', 'ICD9 427']",783
"['ICD9 412', 'ICD9 427']",801
"['ICD9 412', 'ICD9 427']",805
"['ICD9 412', 'ICD9 427']",808
"['ICD9 412', 'ICD9 427']",813
"['ICD9 412', 'ICD9 427']",817
"['ICD9 412', 'ICD9 427']",845
"['ICD9 412', 'ICD9 427']",857
"['ICD9 412', 'ICD9 427']",858
"['ICD9 412', 'ICD9 427']",1021
"['ICD9 412', 'ICD9 427']",1026
"['ICD9 412', 'ICD9 427']",1073
"['ICD9 412', 'ICD9 427']",1081
"['ICD9 412', 'ICD9 427']",1482
"['ICD9 412', 'ICD9 427']",1557
"['ICD9 412', 'ICD9 427']",1636
"['ICD9 412', 'ICD9 427']",1674
"['ICD9 412', 'ICD9 427']",1804
"['ICD9 412', 'ICD9 427']",1906
"['ICD9 412', 'ICD9 427']",2042
"['ICD9 412', 'ICD9 427']",2056
"['ICD9 412', 'ICD9 427']",2066
"['ICD9 412', 'ICD9 427']",2100
"['ICD9 412', 'ICD9 427']",2250
"['ICD9 412', 'ICD9 427']",2626
"['ICD9 412', 'ICD9 427']",2697
"['ICD9 412', 'ICD9 427']",2702
"['ICD9 412', 'ICD9 427']",2771
"['ICD9 412', 'ICD9 427']",2908
"['ICD9 412', 'ICD9 427']",2969
"['ICD9 412', 'ICD9 427']",2992
"['ICD9 412', 'ICD9 427']",2995
"['ICD9 412', 'ICD9 427']",3298
"['ICD9 412', 'ICD9 427']",3339
"['ICD9 412', 'ICD9 427']",3360
"['ICD9 412', 'ICD9 427']",3458
"['ICD9 412', 'ICD9 427']",3480
"['ICD9 412', 'ICD9 427']",3630
"['ICD9 412', 'ICD9 427']",3741
"['ICD9 412', 'ICD9 427']",3752
"['ICD9 412', 'ICD9 427']",3753
"['ICD9 412', 'ICD9 427']",3757
"['ICD9 412', 'ICD9 427']",3759
"['ICD9 412', 'ICD9 427']",3762
"['ICD9 412', 'ICD9 427']",3764
"['ICD9 412', 'ICD9 427']",3781
"['ICD9 412', 'ICD9 427']",3782
"['ICD9 412', 'ICD9 427']",3784
"['ICD9 412', 'ICD9 427']",3797
"['ICD9 412', 'ICD9 427']",3827
