edge,protein
"['ICD9 412', 'ICD9 427']",34
"['ICD9 412', 'ICD9 427']",60
"['ICD9 412', 'ICD9 427']",153
"['ICD9 412', 'ICD9 427']",154
"['ICD9 412', 'ICD9 427']",161
"['ICD9 412', 'ICD9 427']",166
"['ICD9 412', 'ICD9 427']",183
"['ICD9 412', 'ICD9 427']",203
"['ICD9 412', 'ICD9 427']",226
"['ICD9 412', 'ICD9 427']",334
"['ICD9 412', 'ICD9 427']",374
"['ICD9 412', 'ICD9 427']",382
"['ICD9 412', 'ICD9 427']",387
"['ICD9 412', 'ICD9 427']",389
"['ICD9 412', 'ICD9 427']",406
"['ICD9 412', 'ICD9 427']",476
"['ICD9 412', 'ICD9 427']",481
"['ICD9 412', 'ICD9 427']",523
"['ICD9 412', 'ICD9 427']",537
"['ICD9 412', 'ICD9 427']",595
"['ICD9 412', 'ICD9 427']",617
"['ICD9 412', 'ICD9 427']",713
"['ICD9 412', 'ICD9 427']",811
"['ICD9 412', 'ICD9 427']",817
"['ICD9 412', 'ICD9 427']",821
"['ICD9 412', 'ICD9 427']",894
"['ICD9 412', 'ICD9 427']",948
"['ICD9 412', 'ICD9 427']",949
"['ICD9 412', 'ICD9 427']",952
"['ICD9 412', 'ICD9 427']",1000
"['ICD9 412', 'ICD9 427']",1052
"['ICD9 412', 'ICD9 427']",1063
"['ICD9 412', 'ICD9 427']",1075
"['ICD9 412', 'ICD9 427']",1153
"['ICD9 412', 'ICD9 427']",1173
"['ICD9 412', 'ICD9 427']",1291
"['ICD9 412', 'ICD9 427']",1312
"['ICD9 412', 'ICD9 427']",1326
"['ICD9 412', 'ICD9 427']",1329
"['ICD9 412', 'ICD9 427']",1375
"['ICD9 412', 'ICD9 427']",1398
"['ICD9 412', 'ICD9 427']",1401
"['ICD9 412', 'ICD9 427']",1432
"['ICD9 412', 'ICD9 427']",1459
"['ICD9 412', 'ICD9 427']",1460
"['ICD9 412', 'ICD9 427']",1499
"['ICD9 412', 'ICD9 427']",1634
"['ICD9 412', 'ICD9 427']",1662
"['ICD9 412', 'ICD9 427']",1727
"['ICD9 412', 'ICD9 427']",1737
"['ICD9 412', 'ICD9 427']",1786
"['ICD9 412', 'ICD9 427']",1843
"['ICD9 412', 'ICD9 427']",1848
"['ICD9 412', 'ICD9 427']",1861
"['ICD9 412', 'ICD9 427']",1906
"['ICD9 412', 'ICD9 427']",1959
"['ICD9 412', 'ICD9 427']",2006
"['ICD9 412', 'ICD9 427']",2011
"['ICD9 412', 'ICD9 427']",2029
"['ICD9 412', 'ICD9 427']",2040
"['ICD9 412', 'ICD9 427']",2052
"['ICD9 412', 'ICD9 427']",2053
"['ICD9 412', 'ICD9 427']",2108
"['ICD9 412', 'ICD9 427']",2150
"['ICD9 412', 'ICD9 427']",2152
"['ICD9 412', 'ICD9 427']",2171
"['ICD9 412', 'ICD9 427']",2181
"['ICD9 412', 'ICD9 427']",2200
"['ICD9 412', 'ICD9 427']",2201
"['ICD9 412', 'ICD9 427']",2246
"['ICD9 412', 'ICD9 427']",2247
"['ICD9 412', 'ICD9 427']",2628
"['ICD9 412', 'ICD9 427']",2634
"['ICD9 412', 'ICD9 427']",2643
"['ICD9 412', 'ICD9 427']",2671
"['ICD9 412', 'ICD9 427']",2677
"['ICD9 412', 'ICD9 427']",2690
"['ICD9 412', 'ICD9 427']",2710
"['ICD9 412', 'ICD9 427']",2717
"['ICD9 412', 'ICD9 427']",2729
"['ICD9 412', 'ICD9 427']",2768
"['ICD9 412', 'ICD9 427']",2782
"['ICD9 412', 'ICD9 427']",2787
"['ICD9 412', 'ICD9 427']",2801
"['ICD9 412', 'ICD9 427']",2802
