edge,protein
"['ICD9 786', 'ICD9 496']",34
"['ICD9 786', 'ICD9 496']",161
"['ICD9 786', 'ICD9 496']",166
"['ICD9 786', 'ICD9 496']",196
"['ICD9 786', 'ICD9 496']",382
"['ICD9 786', 'ICD9 496']",387
"['ICD9 786', 'ICD9 496']",481
"['ICD9 786', 'ICD9 496']",523
"['ICD9 786', 'ICD9 496']",537
"['ICD9 786', 'ICD9 496']",590
"['ICD9 786', 'ICD9 496']",617
"['ICD9 786', 'ICD9 496']",949
"['ICD9 786', 'ICD9 496']",1063
"['ICD9 786', 'ICD9 496']",1173
"['ICD9 786', 'ICD9 496']",1291
"['ICD9 786', 'ICD9 496']",1312
"['ICD9 786', 'ICD9 496']",1392
"['ICD9 786', 'ICD9 496']",1459
"['ICD9 786', 'ICD9 496']",1460
"['ICD9 786', 'ICD9 496']",1636
"['ICD9 786', 'ICD9 496']",1662
"['ICD9 786', 'ICD9 496']",1727
"['ICD9 786', 'ICD9 496']",1786
"['ICD9 786', 'ICD9 496']",1861
"['ICD9 786', 'ICD9 496']",2011
"['ICD9 786', 'ICD9 496']",2040
"['ICD9 786', 'ICD9 496']",2108
"['ICD9 786', 'ICD9 496']",2150
"['ICD9 786', 'ICD9 496']",2181
"['ICD9 786', 'ICD9 496']",2200
"['ICD9 786', 'ICD9 496']",2201
"['ICD9 786', 'ICD9 496']",2671
"['ICD9 786', 'ICD9 496']",2677
"['ICD9 786', 'ICD9 496']",2717
"['ICD9 786', 'ICD9 496']",2782
"['ICD9 786', 'ICD9 496']",2787
"['ICD9 786', 'ICD9 496']",2801
"['ICD9 786', 'ICD9 496']",2802
"['ICD9 786', 'ICD9 496']",2804
"['ICD9 786', 'ICD9 496']",2876
"['ICD9 786', 'ICD9 496']",2950
"['ICD9 786', 'ICD9 496']",2963
"['ICD9 786', 'ICD9 496']",3066
"['ICD9 786', 'ICD9 496']",3162
"['ICD9 786', 'ICD9 496']",3281
"['ICD9 786', 'ICD9 496']",3350
"['ICD9 786', 'ICD9 496']",3416
"['ICD9 786', 'ICD9 496']",3565
"['ICD9 786', 'ICD9 496']",3615
"['ICD9 786', 'ICD9 496']",3688
"['ICD9 786', 'ICD9 496']",3827
"['ICD9 786', 'ICD9 496']",4015
"['ICD9 786', 'ICD9 496']",4139
"['ICD9 786', 'ICD9 496']",4140
"['ICD9 786', 'ICD9 496']",4218
"['ICD9 786', 'ICD9 496']",4240
"['ICD9 786', 'ICD9 496']",4343
"['ICD9 786', 'ICD9 496']",4363
"['ICD9 786', 'ICD9 496']",4715
"['ICD9 786', 'ICD9 496']",4758
"['ICD9 786', 'ICD9 496']",4879
"['ICD9 786', 'ICD9 496']",4884
"['ICD9 786', 'ICD9 496']",4927
"['ICD9 786', 'ICD9 496']",4928
"['ICD9 786', 'ICD9 496']",5046
"['ICD9 786', 'ICD9 496']",5116
"['ICD9 786', 'ICD9 496']",5318
"['ICD9 786', 'ICD9 496']",5327
"['ICD9 786', 'ICD9 496']",5352
"['ICD9 786', 'ICD9 496']",5422
"['ICD9 786', 'ICD9 496']",5447
"['ICD9 786', 'ICD9 496']",5538
"['ICD9 786', 'ICD9 496']",5557
"['ICD9 786', 'ICD9 496']",5558
"['ICD9 786', 'ICD9 496']",5566
"['ICD9 786', 'ICD9 496']",5576
"['ICD9 786', 'ICD9 496']",5577
"['ICD9 786', 'ICD9 496']",5714
"['ICD9 786', 'ICD9 496']",5817
"['ICD9 786', 'ICD9 496']",5861
"['ICD9 786', 'ICD9 496']",5862
"['ICD9 786', 'ICD9 496']",5878
"['ICD9 786', 'ICD9 496']",5898
"['ICD9 786', 'ICD9 496']",5910
"['ICD9 786', 'ICD9 496']",5962
"['ICD9 786', 'ICD9 496']",5976
"['ICD9 786', 'ICD9 496']",6046
"['ICD9 786', 'ICD9 496']",6388
"['ICD9 786', 'ICD9 496']",6728
