edge,protein
"['ICD9 585', 'ICD9 079']",19
"['ICD9 585', 'ICD9 079']",34
"['ICD9 585', 'ICD9 079']",38
"['ICD9 585', 'ICD9 079']",161
"['ICD9 585', 'ICD9 079']",166
"['ICD9 585', 'ICD9 079']",213
"['ICD9 585', 'ICD9 079']",353
"['ICD9 585', 'ICD9 079']",382
"['ICD9 585', 'ICD9 079']",387
"['ICD9 585', 'ICD9 079']",481
"['ICD9 585', 'ICD9 079']",523
"['ICD9 585', 'ICD9 079']",537
"['ICD9 585', 'ICD9 079']",617
"['ICD9 585', 'ICD9 079']",847
"['ICD9 585', 'ICD9 079']",873
"['ICD9 585', 'ICD9 079']",949
"['ICD9 585', 'ICD9 079']",968
"['ICD9 585', 'ICD9 079']",1063
"['ICD9 585', 'ICD9 079']",1173
"['ICD9 585', 'ICD9 079']",1291
"['ICD9 585', 'ICD9 079']",1312
"['ICD9 585', 'ICD9 079']",1374
"['ICD9 585', 'ICD9 079']",1401
"['ICD9 585', 'ICD9 079']",1459
"['ICD9 585', 'ICD9 079']",1460
"['ICD9 585', 'ICD9 079']",1535
"['ICD9 585', 'ICD9 079']",1536
"['ICD9 585', 'ICD9 079']",1555
"['ICD9 585', 'ICD9 079']",1557
"['ICD9 585', 'ICD9 079']",1636
"['ICD9 585', 'ICD9 079']",1662
"['ICD9 585', 'ICD9 079']",1727
"['ICD9 585', 'ICD9 079']",1786
"['ICD9 585', 'ICD9 079']",1839
"['ICD9 585', 'ICD9 079']",1861
"['ICD9 585', 'ICD9 079']",2011
"['ICD9 585', 'ICD9 079']",2040
"['ICD9 585', 'ICD9 079']",2056
"['ICD9 585', 'ICD9 079']",2108
"['ICD9 585', 'ICD9 079']",2150
"['ICD9 585', 'ICD9 079']",2168
"['ICD9 585', 'ICD9 079']",2181
"['ICD9 585', 'ICD9 079']",2194
"['ICD9 585', 'ICD9 079']",2200
"['ICD9 585', 'ICD9 079']",2201
"['ICD9 585', 'ICD9 079']",2671
"['ICD9 585', 'ICD9 079']",2677
"['ICD9 585', 'ICD9 079']",2717
"['ICD9 585', 'ICD9 079']",2782
"['ICD9 585', 'ICD9 079']",2787
"['ICD9 585', 'ICD9 079']",2801
"['ICD9 585', 'ICD9 079']",2802
"['ICD9 585', 'ICD9 079']",2804
"['ICD9 585', 'ICD9 079']",2876
"['ICD9 585', 'ICD9 079']",2963
"['ICD9 585', 'ICD9 079']",2981
"['ICD9 585', 'ICD9 079']",3066
"['ICD9 585', 'ICD9 079']",3156
"['ICD9 585', 'ICD9 079']",3162
"['ICD9 585', 'ICD9 079']",3281
"['ICD9 585', 'ICD9 079']",3416
"['ICD9 585', 'ICD9 079']",3479
"['ICD9 585', 'ICD9 079']",3569
"['ICD9 585', 'ICD9 079']",3615
"['ICD9 585', 'ICD9 079']",3688
"['ICD9 585', 'ICD9 079']",3934
"['ICD9 585', 'ICD9 079']",4015
"['ICD9 585', 'ICD9 079']",4139
"['ICD9 585', 'ICD9 079']",4140
"['ICD9 585', 'ICD9 079']",4218
"['ICD9 585', 'ICD9 079']",4240
"['ICD9 585', 'ICD9 079']",4343
"['ICD9 585', 'ICD9 079']",4363
"['ICD9 585', 'ICD9 079']",4481
"['ICD9 585', 'ICD9 079']",4502
"['ICD9 585', 'ICD9 079']",4627
"['ICD9 585', 'ICD9 079']",4715
"['ICD9 585', 'ICD9 079']",4758
"['ICD9 585', 'ICD9 079']",4790
"['ICD9 585', 'ICD9 079']",4803
"['ICD9 585', 'ICD9 079']",4884
"['ICD9 585', 'ICD9 079']",4927
"['ICD9 585', 'ICD9 079']",4928
"['ICD9 585', 'ICD9 079']",5046
"['ICD9 585', 'ICD9 079']",5054
"['ICD9 585', 'ICD9 079']",5076
"['ICD9 585', 'ICD9 079']",5116
"['ICD9 585', 'ICD9 079']",5318
"['ICD9 585', 'ICD9 079']",5327
"['ICD9 585', 'ICD9 079']",5352
"['ICD9 585', 'ICD9 079']",5422
"['ICD9 585', 'ICD9 079']",5447
"['ICD9 585', 'ICD9 079']",5465
"['ICD9 585', 'ICD9 079']",5538
"['ICD9 585', 'ICD9 079']",5557
"['ICD9 585', 'ICD9 079']",5558
"['ICD9 585', 'ICD9 079']",5566
"['ICD9 585', 'ICD9 079']",5576
"['ICD9 585', 'ICD9 079']",5577
"['ICD9 585', 'ICD9 079']",5714
"['ICD9 585', 'ICD9 079']",5742
"['ICD9 585', 'ICD9 079']",5743
"['ICD9 585', 'ICD9 079']",5817
"['ICD9 585', 'ICD9 079']",5861
"['ICD9 585', 'ICD9 079']",5862
"['ICD9 585', 'ICD9 079']",5878
"['ICD9 585', 'ICD9 079']",5898
"['ICD9 585', 'ICD9 079']",5910
"['ICD9 585', 'ICD9 079']",5962
"['ICD9 585', 'ICD9 079']",5970
"['ICD9 585', 'ICD9 079']",5976
"['ICD9 585', 'ICD9 079']",6046
"['ICD9 585', 'ICD9 079']",6347
"['ICD9 585', 'ICD9 079']",6388
"['ICD9 585', 'ICD9 079']",6720
"['ICD9 585', 'ICD9 079']",6721
"['ICD9 585', 'ICD9 079']",6728
"['ICD9 585', 'ICD9 079']",6729
"['ICD9 585', 'ICD9 079']",6731
"['ICD9 585', 'ICD9 079']",6902
"['ICD9 585', 'ICD9 079']",6921
"['ICD9 585', 'ICD9 079']",6923
"['ICD9 585', 'ICD9 079']",6938
"['ICD9 585', 'ICD9 079']",7040
"['ICD9 585', 'ICD9 079']",7088
"['ICD9 585', 'ICD9 079']",7090
"['ICD9 585', 'ICD9 079']",7124
"['ICD9 585', 'ICD9 079']",7458
"['ICD9 585', 'ICD9 079']",7466
"['ICD9 585', 'ICD9 079']",7468
"['ICD9 585', 'ICD9 079']",7812
"['ICD9 585', 'ICD9 079']",7841
"['ICD9 585', 'ICD9 079']",7879
"['ICD9 585', 'ICD9 079']",7905
"['ICD9 585', 'ICD9 079']",7993
"['ICD9 585', 'ICD9 079']",8021
"['ICD9 585', 'ICD9 079']",8453
"['ICD9 585', 'ICD9 079']",8480
"['ICD9 585', 'ICD9 079']",8540
"['ICD9 585', 'ICD9 079']",8546
"['ICD9 585', 'ICD9 079']",8614
"['ICD9 585', 'ICD9 079']",8639
"['ICD9 585', 'ICD9 079']",8733
"['ICD9 585', 'ICD9 079']",8737
"['ICD9 585', 'ICD9 079']",8754
"['ICD9 585', 'ICD9 079']",8761
"['ICD9 585', 'ICD9 079']",8836
"['ICD9 585', 'ICD9 079']",8975
"['ICD9 585', 'ICD9 079']",9136
"['ICD9 585', 'ICD9 079']",9188
"['ICD9 585', 'ICD9 079']",9368
"['ICD9 585', 'ICD9 079']",9370
"['ICD9 585', 'ICD9 079']",9470
"['ICD9 585', 'ICD9 079']",9510
"['ICD9 585', 'ICD9 079']",9512
"['ICD9 585', 'ICD9 079']",9518
"['ICD9 585', 'ICD9 079']",9529
"['ICD9 585', 'ICD9 079']",9619
"['ICD9 585', 'ICD9 079']",9648
"['ICD9 585', 'ICD9 079']",9653
"['ICD9 585', 'ICD9 079']",9659
"['ICD9 585', 'ICD9 079']",9662
"['ICD9 585', 'ICD9 079']",9755
"['ICD9 585', 'ICD9 079']",9818
"['ICD9 585', 'ICD9 079']",9857
"['ICD9 585', 'ICD9 079']",9868
"['ICD9 585', 'ICD9 079']",9898
"['ICD9 585', 'ICD9 079']",9908
"['ICD9 585', 'ICD9 079']",9978
"['ICD9 585', 'ICD9 079']",10142
"['ICD9 585', 'ICD9 079']",10146
"['ICD9 585', 'ICD9 079']",10157
"['ICD9 585', 'ICD9 079']",10193
"['ICD9 585', 'ICD9 079']",10199
"['ICD9 585', 'ICD9 079']",10204
"['ICD9 585', 'ICD9 079']",10238
"['ICD9 585', 'ICD9 079']",10270
"['ICD9 585', 'ICD9 079']",10280
"['ICD9 585', 'ICD9 079']",10283
"['ICD9 585', 'ICD9 079']",10295
"['ICD9 585', 'ICD9 079']",10426
"['ICD9 585', 'ICD9 079']",10463
"['ICD9 585', 'ICD9 079']",10516
"['ICD9 585', 'ICD9 079']",10525
"['ICD9 585', 'ICD9 079']",10531
"['ICD9 585', 'ICD9 079']",10569
"['ICD9 585', 'ICD9 079']",10577
"['ICD9 585', 'ICD9 079']",10632
"['ICD9 585', 'ICD9 079']",10844
"['ICD9 585', 'ICD9 079']",10890
"['ICD9 585', 'ICD9 079']",10897
"['ICD9 585', 'ICD9 079']",10956
