edge,protein
"['ICD9 791', 'ICD9 276']",34
"['ICD9 791', 'ICD9 276']",161
"['ICD9 791', 'ICD9 276']",166
"['ICD9 791', 'ICD9 276']",183
"['ICD9 791', 'ICD9 276']",185
"['ICD9 791', 'ICD9 276']",213
"['ICD9 791', 'ICD9 276']",241
"['ICD9 791', 'ICD9 276']",348
"['ICD9 791', 'ICD9 276']",355
"['ICD9 791', 'ICD9 276']",382
"['ICD9 791', 'ICD9 276']",387
"['ICD9 791', 'ICD9 276']",481
"['ICD9 791', 'ICD9 276']",523
"['ICD9 791', 'ICD9 276']",537
"['ICD9 791', 'ICD9 276']",617
"['ICD9 791', 'ICD9 276']",949
"['ICD9 791', 'ICD9 276']",1063
"['ICD9 791', 'ICD9 276']",1173
"['ICD9 791', 'ICD9 276']",1184
"['ICD9 791', 'ICD9 276']",1287
"['ICD9 791', 'ICD9 276']",1291
"['ICD9 791', 'ICD9 276']",1312
"['ICD9 791', 'ICD9 276']",1459
"['ICD9 791', 'ICD9 276']",1460
"['ICD9 791', 'ICD9 276']",1508
"['ICD9 791', 'ICD9 276']",1514
"['ICD9 791', 'ICD9 276']",1536
"['ICD9 791', 'ICD9 276']",1662
"['ICD9 791', 'ICD9 276']",1727
"['ICD9 791', 'ICD9 276']",1773
"['ICD9 791', 'ICD9 276']",1786
"['ICD9 791', 'ICD9 276']",1803
"['ICD9 791', 'ICD9 276']",1861
"['ICD9 791', 'ICD9 276']",2011
"['ICD9 791', 'ICD9 276']",2040
"['ICD9 791', 'ICD9 276']",2108
"['ICD9 791', 'ICD9 276']",2150
"['ICD9 791', 'ICD9 276']",2181
"['ICD9 791', 'ICD9 276']",2200
"['ICD9 791', 'ICD9 276']",2201
"['ICD9 791', 'ICD9 276']",2671
"['ICD9 791', 'ICD9 276']",2677
"['ICD9 791', 'ICD9 276']",2717
"['ICD9 791', 'ICD9 276']",2782
"['ICD9 791', 'ICD9 276']",2787
"['ICD9 791', 'ICD9 276']",2801
"['ICD9 791', 'ICD9 276']",2802
"['ICD9 791', 'ICD9 276']",2804
"['ICD9 791', 'ICD9 276']",2876
"['ICD9 791', 'ICD9 276']",2963
"['ICD9 791', 'ICD9 276']",2990
"['ICD9 791', 'ICD9 276']",3066
"['ICD9 791', 'ICD9 276']",3106
"['ICD9 791', 'ICD9 276']",3117
"['ICD9 791', 'ICD9 276']",3123
"['ICD9 791', 'ICD9 276']",3155
"['ICD9 791', 'ICD9 276']",3158
"['ICD9 791', 'ICD9 276']",3162
"['ICD9 791', 'ICD9 276']",3164
"['ICD9 791', 'ICD9 276']",3281
"['ICD9 791', 'ICD9 276']",3416
"['ICD9 791', 'ICD9 276']",3458
"['ICD9 791', 'ICD9 276']",3557
"['ICD9 791', 'ICD9 276']",3615
"['ICD9 791', 'ICD9 276']",3688
"['ICD9 791', 'ICD9 276']",3939
"['ICD9 791', 'ICD9 276']",3952
"['ICD9 791', 'ICD9 276']",4010
"['ICD9 791', 'ICD9 276']",4015
"['ICD9 791', 'ICD9 276']",4139
"['ICD9 791', 'ICD9 276']",4140
"['ICD9 791', 'ICD9 276']",4218
"['ICD9 791', 'ICD9 276']",4240
"['ICD9 791', 'ICD9 276']",4343
"['ICD9 791', 'ICD9 276']",4358
"['ICD9 791', 'ICD9 276']",4363
"['ICD9 791', 'ICD9 276']",4627
"['ICD9 791', 'ICD9 276']",4690
"['ICD9 791', 'ICD9 276']",4715
"['ICD9 791', 'ICD9 276']",4758
"['ICD9 791', 'ICD9 276']",4868
"['ICD9 791', 'ICD9 276']",4884
"['ICD9 791', 'ICD9 276']",4927
"['ICD9 791', 'ICD9 276']",4928
"['ICD9 791', 'ICD9 276']",5046
"['ICD9 791', 'ICD9 276']",5058
"['ICD9 791', 'ICD9 276']",5062
"['ICD9 791', 'ICD9 276']",5116
"['ICD9 791', 'ICD9 276']",5318
"['ICD9 791', 'ICD9 276']",5327
"['ICD9 791', 'ICD9 276']",5352
"['ICD9 791', 'ICD9 276']",5422
"['ICD9 791', 'ICD9 276']",5443
"['ICD9 791', 'ICD9 276']",5447
"['ICD9 791', 'ICD9 276']",5465
"['ICD9 791', 'ICD9 276']",5538
"['ICD9 791', 'ICD9 276']",5557
"['ICD9 791', 'ICD9 276']",5558
"['ICD9 791', 'ICD9 276']",5566
"['ICD9 791', 'ICD9 276']",5576
"['ICD9 791', 'ICD9 276']",5577
"['ICD9 791', 'ICD9 276']",5714
"['ICD9 791', 'ICD9 276']",5743
"['ICD9 791', 'ICD9 276']",5817
"['ICD9 791', 'ICD9 276']",5861
"['ICD9 791', 'ICD9 276']",5862
"['ICD9 791', 'ICD9 276']",5878
"['ICD9 791', 'ICD9 276']",5898
"['ICD9 791', 'ICD9 276']",5910
"['ICD9 791', 'ICD9 276']",5962
"['ICD9 791', 'ICD9 276']",5972
"['ICD9 791', 'ICD9 276']",5976
"['ICD9 791', 'ICD9 276']",6046
"['ICD9 791', 'ICD9 276']",6337
"['ICD9 791', 'ICD9 276']",6388
"['ICD9 791', 'ICD9 276']",6647
"['ICD9 791', 'ICD9 276']",6696
"['ICD9 791', 'ICD9 276']",6728
"['ICD9 791', 'ICD9 276']",6729
"['ICD9 791', 'ICD9 276']",6731
"['ICD9 791', 'ICD9 276']",6902
"['ICD9 791', 'ICD9 276']",6921
"['ICD9 791', 'ICD9 276']",6923
"['ICD9 791', 'ICD9 276']",6938
"['ICD9 791', 'ICD9 276']",7040
"['ICD9 791', 'ICD9 276']",7088
"['ICD9 791', 'ICD9 276']",7090
"['ICD9 791', 'ICD9 276']",7225
"['ICD9 791', 'ICD9 276']",7422
"['ICD9 791', 'ICD9 276']",7458
"['ICD9 791', 'ICD9 276']",7466
"['ICD9 791', 'ICD9 276']",7468
"['ICD9 791', 'ICD9 276']",7812
"['ICD9 791', 'ICD9 276']",7841
"['ICD9 791', 'ICD9 276']",7879
"['ICD9 791', 'ICD9 276']",7905
"['ICD9 791', 'ICD9 276']",7993
"['ICD9 791', 'ICD9 276']",8021
"['ICD9 791', 'ICD9 276']",8440
"['ICD9 791', 'ICD9 276']",8453
"['ICD9 791', 'ICD9 276']",8480
"['ICD9 791', 'ICD9 276']",8540
"['ICD9 791', 'ICD9 276']",8546
"['ICD9 791', 'ICD9 276']",8614
"['ICD9 791', 'ICD9 276']",8733
"['ICD9 791', 'ICD9 276']",8737
"['ICD9 791', 'ICD9 276']",8754
"['ICD9 791', 'ICD9 276']",8761
"['ICD9 791', 'ICD9 276']",8836
"['ICD9 791', 'ICD9 276']",8975
"['ICD9 791', 'ICD9 276']",9136
"['ICD9 791', 'ICD9 276']",9188
"['ICD9 791', 'ICD9 276']",9368
"['ICD9 791', 'ICD9 276']",9470
"['ICD9 791', 'ICD9 276']",9510
"['ICD9 791', 'ICD9 276']",9512
"['ICD9 791', 'ICD9 276']",9518
"['ICD9 791', 'ICD9 276']",9529
"['ICD9 791', 'ICD9 276']",9648
"['ICD9 791', 'ICD9 276']",9653
"['ICD9 791', 'ICD9 276']",9659
"['ICD9 791', 'ICD9 276']",9662
"['ICD9 791', 'ICD9 276']",9755
"['ICD9 791', 'ICD9 276']",9818
"['ICD9 791', 'ICD9 276']",9857
"['ICD9 791', 'ICD9 276']",9868
"['ICD9 791', 'ICD9 276']",9898
"['ICD9 791', 'ICD9 276']",9908
"['ICD9 791', 'ICD9 276']",9978
"['ICD9 791', 'ICD9 276']",10142
"['ICD9 791', 'ICD9 276']",10146
"['ICD9 791', 'ICD9 276']",10157
"['ICD9 791', 'ICD9 276']",10193
"['ICD9 791', 'ICD9 276']",10199
"['ICD9 791', 'ICD9 276']",10204
"['ICD9 791', 'ICD9 276']",10238
"['ICD9 791', 'ICD9 276']",10270
"['ICD9 791', 'ICD9 276']",10280
"['ICD9 791', 'ICD9 276']",10283
"['ICD9 791', 'ICD9 276']",10295
"['ICD9 791', 'ICD9 276']",10426
"['ICD9 791', 'ICD9 276']",10463
"['ICD9 791', 'ICD9 276']",10516
"['ICD9 791', 'ICD9 276']",10525
"['ICD9 791', 'ICD9 276']",10531
"['ICD9 791', 'ICD9 276']",10569
"['ICD9 791', 'ICD9 276']",10577
"['ICD9 791', 'ICD9 276']",10632
"['ICD9 791', 'ICD9 276']",10844
"['ICD9 791', 'ICD9 276']",10890
"['ICD9 791', 'ICD9 276']",10897
"['ICD9 791', 'ICD9 276']",10956
"['ICD9 791', 'ICD9 276']",10960
"['ICD9 791', 'ICD9 276']",11001
"['ICD9 791', 'ICD9 276']",11064
"['ICD9 791', 'ICD9 276']",11101
"['ICD9 791', 'ICD9 276']",11113
"['ICD9 791', 'ICD9 276']",11116
"['ICD9 791', 'ICD9 276']",11190
"['ICD9 791', 'ICD9 276']",11340
"['ICD9 791', 'ICD9 276']",22931
"['ICD9 791', 'ICD9 276']",22937
"['ICD9 791', 'ICD9 276']",22981
"['ICD9 791', 'ICD9 276']",23065
"['ICD9 791', 'ICD9 276']",23071
"['ICD9 791', 'ICD9 276']",23077
"['ICD9 791', 'ICD9 276']",23085
"['ICD9 791', 'ICD9 276']",23107
"['ICD9 791', 'ICD9 276']",23111
"['ICD9 791', 'ICD9 276']",23155
"['ICD9 791', 'ICD9 276']",23175
"['ICD9 791', 'ICD9 276']",23177
"['ICD9 791', 'ICD9 276']",23185
"['ICD9 791', 'ICD9 276']",23195
"['ICD9 791', 'ICD9 276']",23203
"['ICD9 791', 'ICD9 276']",23225
"['ICD9 791', 'ICD9 276']",23307
"['ICD9 791', 'ICD9 276']",23325
"['ICD9 791', 'ICD9 276']",23333
"['ICD9 791', 'ICD9 276']",23339
"['ICD9 791', 'ICD9 276']",23367
"['ICD9 791', 'ICD9 276']",23404
"['ICD9 791', 'ICD9 276']",23408
"['ICD9 791', 'ICD9 276']",23476
"['ICD9 791', 'ICD9 276']",23509
"['ICD9 791', 'ICD9 276']",23636
"['ICD9 791', 'ICD9 276']",23646
"['ICD9 791', 'ICD9 276']",23649
"['ICD9 791', 'ICD9 276']",23765
"['ICD9 791', 'ICD9 276']",23787
"['ICD9 791', 'ICD9 276']",24149
"['ICD9 791', 'ICD9 276']",25777
"['ICD9 791', 'ICD9 276']",25831
"['ICD9 791', 'ICD9 276']",25873
"['ICD9 791', 'ICD9 276']",25921
"['ICD9 791', 'ICD9 276']",25940
"['ICD9 791', 'ICD9 276']",25980
