edge,protein
"['ICD9 426', 'ICD9 294']",34
"['ICD9 426', 'ICD9 294']",161
"['ICD9 426', 'ICD9 294']",166
"['ICD9 426', 'ICD9 294']",287
"['ICD9 426', 'ICD9 294']",382
"['ICD9 426', 'ICD9 294']",387
"['ICD9 426', 'ICD9 294']",481
"['ICD9 426', 'ICD9 294']",523
"['ICD9 426', 'ICD9 294']",537
"['ICD9 426', 'ICD9 294']",617
"['ICD9 426', 'ICD9 294']",949
"['ICD9 426', 'ICD9 294']",1063
"['ICD9 426', 'ICD9 294']",1173
"['ICD9 426', 'ICD9 294']",1291
"['ICD9 426', 'ICD9 294']",1312
"['ICD9 426', 'ICD9 294']",1459
"['ICD9 426', 'ICD9 294']",1460
"['ICD9 426', 'ICD9 294']",1482
"['ICD9 426', 'ICD9 294']",1543
"['ICD9 426', 'ICD9 294']",1662
"['ICD9 426', 'ICD9 294']",1727
"['ICD9 426', 'ICD9 294']",1786
"['ICD9 426', 'ICD9 294']",1861
"['ICD9 426', 'ICD9 294']",2011
"['ICD9 426', 'ICD9 294']",2040
"['ICD9 426', 'ICD9 294']",2108
"['ICD9 426', 'ICD9 294']",2150
"['ICD9 426', 'ICD9 294']",2181
"['ICD9 426', 'ICD9 294']",2200
"['ICD9 426', 'ICD9 294']",2201
"['ICD9 426', 'ICD9 294']",2671
"['ICD9 426', 'ICD9 294']",2677
"['ICD9 426', 'ICD9 294']",2697
"['ICD9 426', 'ICD9 294']",2717
"['ICD9 426', 'ICD9 294']",2771
"['ICD9 426', 'ICD9 294']",2782
"['ICD9 426', 'ICD9 294']",2787
"['ICD9 426', 'ICD9 294']",2801
"['ICD9 426', 'ICD9 294']",2802
"['ICD9 426', 'ICD9 294']",2804
"['ICD9 426', 'ICD9 294']",2876
"['ICD9 426', 'ICD9 294']",2963
"['ICD9 426', 'ICD9 294']",3066
"['ICD9 426', 'ICD9 294']",3162
"['ICD9 426', 'ICD9 294']",3281
"['ICD9 426', 'ICD9 294']",3416
"['ICD9 426', 'ICD9 294']",3615
"['ICD9 426', 'ICD9 294']",3688
"['ICD9 426', 'ICD9 294']",3753
"['ICD9 426', 'ICD9 294']",3757
"['ICD9 426', 'ICD9 294']",3759
"['ICD9 426', 'ICD9 294']",3762
"['ICD9 426', 'ICD9 294']",3784
"['ICD9 426', 'ICD9 294']",4000
"['ICD9 426', 'ICD9 294']",4015
"['ICD9 426', 'ICD9 294']",4139
"['ICD9 426', 'ICD9 294']",4140
"['ICD9 426', 'ICD9 294']",4218
"['ICD9 426', 'ICD9 294']",4240
"['ICD9 426', 'ICD9 294']",4343
"['ICD9 426', 'ICD9 294']",4363
"['ICD9 426', 'ICD9 294']",4715
"['ICD9 426', 'ICD9 294']",4758
"['ICD9 426', 'ICD9 294']",4884
"['ICD9 426', 'ICD9 294']",4927
"['ICD9 426', 'ICD9 294']",4928
"['ICD9 426', 'ICD9 294']",5046
"['ICD9 426', 'ICD9 294']",5116
"['ICD9 426', 'ICD9 294']",5318
"['ICD9 426', 'ICD9 294']",5327
"['ICD9 426', 'ICD9 294']",5352
"['ICD9 426', 'ICD9 294']",5422
"['ICD9 426', 'ICD9 294']",5443
"['ICD9 426', 'ICD9 294']",5447
"['ICD9 426', 'ICD9 294']",5538
"['ICD9 426', 'ICD9 294']",5557
"['ICD9 426', 'ICD9 294']",5558
"['ICD9 426', 'ICD9 294']",5566
"['ICD9 426', 'ICD9 294']",5576
"['ICD9 426', 'ICD9 294']",5577
