edge,protein
"['ICD9 351', 'ICD9 786']",19
"['ICD9 351', 'ICD9 786']",34
"['ICD9 351', 'ICD9 786']",161
"['ICD9 351', 'ICD9 786']",166
"['ICD9 351', 'ICD9 786']",239
"['ICD9 351', 'ICD9 786']",382
"['ICD9 351', 'ICD9 786']",387
"['ICD9 351', 'ICD9 786']",467
"['ICD9 351', 'ICD9 786']",481
"['ICD9 351', 'ICD9 786']",523
"['ICD9 351', 'ICD9 786']",537
"['ICD9 351', 'ICD9 786']",617
"['ICD9 351', 'ICD9 786']",774
"['ICD9 351', 'ICD9 786']",842
"['ICD9 351', 'ICD9 786']",949
"['ICD9 351', 'ICD9 786']",1029
"['ICD9 351', 'ICD9 786']",1063
"['ICD9 351', 'ICD9 786']",1130
"['ICD9 351', 'ICD9 786']",1173
"['ICD9 351', 'ICD9 786']",1291
"['ICD9 351', 'ICD9 786']",1312
"['ICD9 351', 'ICD9 786']",1440
"['ICD9 351', 'ICD9 786']",1459
"['ICD9 351', 'ICD9 786']",1460
"['ICD9 351', 'ICD9 786']",1493
"['ICD9 351', 'ICD9 786']",1558
"['ICD9 351', 'ICD9 786']",1612
"['ICD9 351', 'ICD9 786']",1662
"['ICD9 351', 'ICD9 786']",1727
"['ICD9 351', 'ICD9 786']",1780
"['ICD9 351', 'ICD9 786']",1786
"['ICD9 351', 'ICD9 786']",1806
"['ICD9 351', 'ICD9 786']",1861
"['ICD9 351', 'ICD9 786']",2011
"['ICD9 351', 'ICD9 786']",2040
"['ICD9 351', 'ICD9 786']",2067
"['ICD9 351', 'ICD9 786']",2071
"['ICD9 351', 'ICD9 786']",2072
"['ICD9 351', 'ICD9 786']",2108
"['ICD9 351', 'ICD9 786']",2150
"['ICD9 351', 'ICD9 786']",2181
"['ICD9 351', 'ICD9 786']",2200
"['ICD9 351', 'ICD9 786']",2201
"['ICD9 351', 'ICD9 786']",2670
"['ICD9 351', 'ICD9 786']",2671
"['ICD9 351', 'ICD9 786']",2677
"['ICD9 351', 'ICD9 786']",2707
"['ICD9 351', 'ICD9 786']",2717
"['ICD9 351', 'ICD9 786']",2735
"['ICD9 351', 'ICD9 786']",2782
"['ICD9 351', 'ICD9 786']",2787
"['ICD9 351', 'ICD9 786']",2801
